year,season_type,week,home_team,away_team,home_rank,away_rank,home_score,away_score,winner,loser,winner_rank,loser_rank,rank_delta,higher_rank_won,neutral_site
2008,regular,14,Florida State,Florida,23,2,15,45,Florida,Florida State,2,23,21,True,False
2008,regular,14,Oregon State,Oregon,17,19,38,65,Oregon,Oregon State,19,17,2,False,False
2008,regular,14,Oklahoma State,Oklahoma,11,3,41,61,Oklahoma,Oklahoma State,3,11,8,True,False
2008,regular,15,Florida,Alabama,2,1,31,20,Florida,Alabama,2,1,1,False,True
2008,regular,15,Oklahoma,Missouri,4,19,62,21,Oklahoma,Missouri,4,19,15,True,True
2008,postseason,1,TCU,Boise State,7,11,17,16,TCU,Boise State,7,11,4,True,True
2008,postseason,1,Oregon,Oklahoma State,10,16,42,31,Oregon,Oklahoma State,10,16,6,True,True
2008,postseason,1,Michigan State,Georgia,24,13,12,24,Georgia,Michigan State,13,24,11,True,True
2008,postseason,1,USC,Penn State,3,8,38,24,USC,Penn State,3,8,5,True,True
2008,postseason,1,Virginia Tech,Cincinnati,15,17,20,7,Virginia Tech,Cincinnati,15,17,2,True,True
2008,postseason,1,Texas Tech,Ole Miss,12,14,34,47,Ole Miss,Texas Tech,14,12,2,False,True
2008,postseason,1,Alabama,Utah,6,2,17,31,Utah,Alabama,2,6,4,True,True
2008,postseason,1,Texas,Ohio State,4,9,24,21,Texas,Ohio State,4,9,5,True,True
2008,postseason,1,Oklahoma,Florida,5,1,14,24,Florida,Oklahoma,1,5,4,True,True
2009,regular,1,Boise State,Oregon,14,16,19,8,Boise State,Oregon,14,16,2,True,False
2009,regular,1,Oklahoma State,Georgia,9,13,24,10,Oklahoma State,Georgia,9,13,4,True,False
2009,regular,1,Oklahoma,BYU,3,20,13,14,BYU,Oklahoma,20,3,17,False,True
2009,regular,1,Virginia Tech,Alabama,7,5,24,34,Alabama,Virginia Tech,5,7,2,True,True
2009,regular,2,Ohio State,USC,8,3,15,18,USC,Ohio State,3,8,5,True,False
2009,regular,3,Miami,Georgia Tech,20,14,33,17,Miami,Georgia Tech,20,14,6,False,False
2009,regular,3,Virginia Tech,Nebraska,13,19,16,15,Virginia Tech,Nebraska,13,19,6,True,False
2009,regular,4,Virginia Tech,Miami,11,9,31,7,Virginia Tech,Miami,11,9,2,False,False
2009,regular,5,Georgia,LSU,18,4,13,20,LSU,Georgia,4,18,14,True,False
2009,regular,5,Miami,Oklahoma,17,8,21,20,Miami,Oklahoma,17,8,9,False,False
2009,regular,5,California,USC,24,7,3,30,USC,California,7,24,17,True,False
2009,regular,6,Missouri,Nebraska,24,21,12,27,Nebraska,Missouri,21,24,3,True,False
2009,regular,6,Ole Miss,Alabama,20,3,3,22,Alabama,Ole Miss,3,20,17,True,False
2009,regular,6,LSU,Florida,4,1,3,13,Florida,LSU,1,4,3,True,False
2009,regular,7,South Florida,Cincinnati,21,8,17,34,Cincinnati,South Florida,8,21,13,True,False
2009,regular,7,Texas,Oklahoma,3,20,16,13,Texas,Oklahoma,3,20,17,True,True
2009,regular,7,Notre Dame,USC,25,6,27,34,USC,Notre Dame,6,25,19,True,False
2009,regular,7,Georgia Tech,Virginia Tech,19,4,28,23,Georgia Tech,Virginia Tech,19,4,15,False,False
2009,regular,7,Alabama,South Carolina,2,22,20,6,Alabama,South Carolina,2,22,20,True,False
2009,regular,8,Kansas,Oklahoma,24,25,13,35,Oklahoma,Kansas,25,24,1,False,False
2009,regular,8,BYU,TCU,16,10,7,38,TCU,BYU,10,16,6,True,False
2009,regular,9,Oklahoma State,Texas,13,3,14,41,Texas,Oklahoma State,3,13,10,True,False
2009,regular,9,Oregon,USC,10,4,47,20,Oregon,USC,10,4,6,False,False
2009,regular,10,Penn State,Ohio State,11,15,7,24,Ohio State,Penn State,15,11,4,False,False
2009,regular,10,Alabama,LSU,3,9,24,15,Alabama,LSU,3,9,6,True,False
2009,regular,11,USC,Stanford,11,25,21,55,Stanford,USC,25,11,14,False,False
2009,regular,11,Ohio State,Iowa,10,15,27,24,Ohio State,Iowa,10,15,5,True,False
2009,regular,11,TCU,Utah,4,16,55,28,TCU,Utah,4,16,12,True,False
2009,regular,13,BYU,Utah,18,22,26,23,BYU,Utah,18,22,4,True,False
2009,regular,14,Oregon,Oregon State,7,13,37,33,Oregon,Oregon State,7,13,6,True,False
2009,regular,14,Pittsburgh,Cincinnati,14,5,44,45,Cincinnati,Pittsburgh,5,14,9,True,False
2009,regular,14,Alabama,Florida,2,1,32,13,Alabama,Florida,2,1,1,False,True
2009,regular,14,Clemson,Georgia Tech,25,12,34,39,Georgia Tech,Clemson,12,25,13,True,True
2009,regular,14,Nebraska,Texas,21,3,12,13,Texas,Nebraska,3,21,18,True,True
2009,postseason,1,Wisconsin,Miami,16,19,20,14,Wisconsin,Miami,16,19,3,True,True
2009,postseason,1,LSU,Penn State,17,9,17,19,Penn State,LSU,9,17,8,True,True
2009,postseason,1,Oregon,Ohio State,11,5,17,26,Ohio State,Oregon,5,11,6,True,True
2009,postseason,1,Florida,Cincinnati,3,8,51,24,Florida,Cincinnati,3,8,5,True,True
2009,postseason,1,TCU,Boise State,6,4,10,17,Boise State,TCU,4,6,2,True,True
2009,postseason,1,Georgia Tech,Iowa,13,7,14,24,Iowa,Georgia Tech,7,13,6,True,True
2009,postseason,1,Alabama,Texas,1,2,37,21,Alabama,Texas,1,2,1,True,True
2010,regular,1,TCU,Oregon State,6,24,30,21,TCU,Oregon State,6,24,18,True,True
2010,regular,1,North Carolina,LSU,18,21,24,30,LSU,North Carolina,21,18,3,False,True
2010,regular,1,Virginia Tech,Boise State,10,3,30,33,Boise State,Virginia Tech,3,10,7,True,True
2010,regular,2,South Carolina,Georgia,24,22,17,6,South Carolina,Georgia,24,22,2,False,False
2010,regular,2,Ohio State,Miami,2,12,36,24,Ohio State,Miami,2,12,10,True,False
2010,regular,2,Oklahoma,Florida State,10,17,47,17,Oklahoma,Florida State,10,17,7,True,False
2010,regular,2,Alabama,Penn State,1,18,24,3,Alabama,Penn State,1,18,17,True,False
2010,regular,3,Arizona,Iowa,24,9,34,27,Arizona,Iowa,24,9,15,False,False
2010,regular,4,Arkansas,Alabama,10,1,20,24,Alabama,Arkansas,1,10,9,True,False
2010,regular,4,Auburn,South Carolina,17,12,35,27,Auburn,South Carolina,17,12,5,False,False
2010,regular,4,Boise State,Oregon State,3,24,37,24,Boise State,Oregon State,3,24,21,True,False
2010,regular,4,LSU,West Virginia,15,22,20,14,LSU,West Virginia,15,22,7,True,False
2010,regular,5,Michigan State,Wisconsin,24,11,34,24,Michigan State,Wisconsin,24,11,13,False,False
2010,regular,5,Oklahoma,Texas,8,21,28,20,Oklahoma,Texas,8,21,13,True,True
2010,regular,5,Alabama,Florida,1,7,31,6,Alabama,Florida,1,7,6,True,False
2010,regular,5,Oregon,Stanford,4,9,52,31,Oregon,Stanford,4,9,5,True,False
2010,regular,5,Iowa,Penn State,17,22,24,3,Iowa,Penn State,17,22,5,True,False
2010,regular,6,Michigan,Michigan State,18,17,17,34,Michigan State,Michigan,17,18,1,True,False
2010,regular,6,South Carolina,Alabama,19,1,35,21,South Carolina,Alabama,19,1,18,False,False
2010,regular,6,Florida,LSU,14,12,29,33,LSU,Florida,12,14,2,True,False
2010,regular,6,Miami,Florida State,13,23,17,45,Florida State,Miami,23,13,10,False,False
2010,regular,7,Auburn,Arkansas,7,12,65,43,Auburn,Arkansas,7,12,5,True,False
2010,regular,7,Wisconsin,Ohio State,18,1,31,18,Wisconsin,Ohio State,18,1,17,False,False
2010,regular,8,Auburn,LSU,5,6,24,17,Auburn,LSU,5,6,1,True,False
2010,regular,8,Oklahoma State,Nebraska,17,14,41,51,Nebraska,Oklahoma State,14,17,3,True,False
2010,regular,8,Iowa,Wisconsin,13,10,30,31,Wisconsin,Iowa,10,13,3,True,False
2010,regular,8,Missouri,Oklahoma,18,3,36,27,Missouri,Oklahoma,18,3,15,False,False
2010,regular,9,Nebraska,Missouri,14,7,31,17,Nebraska,Missouri,14,7,7,False,False
2010,regular,9,Iowa,Michigan State,18,5,37,6,Iowa,Michigan State,18,5,13,False,False
2010,regular,9,USC,Oregon,24,1,32,53,Oregon,USC,1,24,23,True,False
2010,regular,10,Oklahoma State,Baylor,19,22,55,28,Oklahoma State,Baylor,19,22,3,True,False
2010,regular,10,LSU,Alabama,12,5,24,21,LSU,Alabama,12,5,7,False,False
2010,regular,10,Utah,TCU,6,4,7,47,TCU,Utah,4,6,2,True,False
2010,regular,10,South Carolina,Arkansas,18,17,20,41,Arkansas,South Carolina,17,18,1,True,False
2010,regular,10,Stanford,Arizona,10,13,42,17,Stanford,Arizona,10,13,3,True,False
2010,regular,11,Florida,South Carolina,24,22,14,36,South Carolina,Florida,22,24,2,True,False
2010,regular,11,Alabama,Mississippi State,11,17,30,10,Alabama,Mississippi State,11,17,6,True,False
2010,regular,12,Miami,Virginia Tech,24,14,17,31,Virginia Tech,Miami,14,24,10,True,False
2010,regular,12,Iowa,Ohio State,21,8,17,20,Ohio State,Iowa,8,21,13,True,False
2010,regular,12,Mississippi State,Arkansas,22,13,31,38,Arkansas,Mississippi State,13,22,9,True,False
2010,regular,12,Texas A&M,Nebraska,18,9,9,6,Texas A&M,Nebraska,18,9,9,False,False
2010,regular,13,Alabama,Auburn,9,2,27,28,Auburn,Alabama,2,9,7,True,False
2010,regular,13,Oregon,Arizona,1,20,48,29,Oregon,Arizona,1,20,19,True,False
2010,regular,13,Nevada,Boise State,19,3,34,31,Nevada,Boise State,19,3,16,False,False
2010,regular,13,Arkansas,LSU,12,6,31,23,Arkansas,LSU,12,6,6,False,False
2010,regular,13,Oklahoma State,Oklahoma,10,14,41,47,Oklahoma,Oklahoma State,14,10,4,False,False
2010,regular,14,South Carolina,Auburn,18,2,17,56,Auburn,South Carolina,2,18,16,True,True
2010,regular,14,Virginia Tech,Florida State,12,20,44,33,Virginia Tech,Florida State,12,20,8,True,True
2010,regular,14,Nebraska,Oklahoma,13,10,20,23,Oklahoma,Nebraska,10,13,3,True,True
2010,postseason,1,Florida State,South Carolina,17,22,26,17,Florida State,South Carolina,17,22,5,True,True
2010,postseason,1,Michigan State,Alabama,14,10,7,49,Alabama,Michigan State,10,14,4,True,True
2010,postseason,1,TCU,Wisconsin,2,7,21,19,TCU,Wisconsin,2,7,5,True,True
2010,postseason,1,Virginia Tech,Stanford,16,4,12,40,Stanford,Virginia Tech,4,16,12,True,True
2010,postseason,1,Arkansas,Ohio State,12,5,26,31,Ohio State,Arkansas,5,12,7,True,True
2010,postseason,1,Texas A&M,LSU,19,8,24,41,LSU,Texas A&M,8,19,11,True,True
2010,postseason,1,Oregon,Auburn,3,1,19,22,Auburn,Oregon,1,3,2,True,True
2011,regular,1,Georgia,Boise State,19,5,21,35,Boise State,Georgia,5,19,14,True,False
2011,regular,1,LSU,Oregon,4,3,40,27,LSU,Oregon,4,3,1,False,True
2011,regular,2,Penn State,Alabama,23,3,11,27,Alabama,Penn State,3,23,20,True,False
2011,regular,3,Mississippi State,LSU,25,3,6,19,LSU,Mississippi State,3,25,22,True,False
2011,regular,3,Florida State,Oklahoma,5,1,13,23,Oklahoma,Florida State,1,5,4,True,False
2011,regular,4,Clemson,Florida State,21,11,35,30,Clemson,Florida State,21,11,10,False,False
2011,regular,4,Texas A&M,Oklahoma State,8,7,29,30,Oklahoma State,Texas A&M,7,8,1,True,False
2011,regular,4,Alabama,Arkansas,3,14,38,14,Alabama,Arkansas,3,14,11,True,False
2011,regular,4,West Virginia,LSU,16,2,21,47,LSU,West Virginia,2,16,14,True,False
2011,regular,5,Arkansas,Texas A&M,18,14,42,38,Arkansas,Texas A&M,18,14,4,False,True
2011,regular,5,Virginia Tech,Clemson,11,13,3,23,Clemson,Virginia Tech,13,11,2,False,False
2011,regular,5,Wisconsin,Nebraska,7,8,48,17,Wisconsin,Nebraska,7,8,1,True,False
2011,regular,5,Florida,Alabama,12,3,10,38,Alabama,Florida,3,12,9,True,False
2011,regular,6,Texas,Oklahoma,11,3,17,55,Oklahoma,Texas,3,11,8,True,True
2011,regular,6,LSU,Florida,1,17,41,11,LSU,Florida,1,17,16,True,False
2011,regular,6,Arkansas,Auburn,10,15,38,14,Arkansas,Auburn,10,15,5,True,False
2011,regular,7,Michigan State,Michigan,23,11,28,14,Michigan State,Michigan,23,11,12,False,False
2011,regular,7,Texas A&M,Baylor,21,20,55,28,Texas A&M,Baylor,21,20,1,False,False
2011,regular,7,Texas,Oklahoma State,22,6,26,38,Oklahoma State,Texas,6,22,16,True,False
2011,regular,7,Oregon,Arizona State,9,18,41,27,Oregon,Arizona State,9,18,9,True,False
2011,regular,8,LSU,Auburn,1,19,45,10,LSU,Auburn,1,19,18,True,False
2011,regular,8,Stanford,Washington,7,22,65,21,Stanford,Washington,7,22,15,True,False
2011,regular,8,Michigan State,Wisconsin,15,4,37,31,Michigan State,Wisconsin,15,4,11,False,False
2011,regular,9,Nebraska,Michigan State,13,9,24,3,Nebraska,Michigan State,13,9,4,False,False
2011,regular,9,Kansas State,Oklahoma,10,11,17,58,Oklahoma,Kansas State,11,10,1,False,False
2011,regular,9,USC,Stanford,20,4,48,56,Stanford,USC,4,20,16,True,False
2011,regular,10,Arkansas,South Carolina,8,10,44,28,Arkansas,South Carolina,8,10,2,True,False
2011,regular,10,Oklahoma State,Kansas State,3,17,52,45,Oklahoma State,Kansas State,3,17,14,True,False
2011,regular,10,Alabama,LSU,2,1,6,9,LSU,Alabama,1,2,1,True,False
2011,regular,11,Georgia Tech,Virginia Tech,20,10,26,37,Virginia Tech,Georgia Tech,10,20,10,True,False
2011,regular,11,Penn State,Nebraska,12,19,14,17,Nebraska,Penn State,19,12,7,False,False
2011,regular,11,Georgia,Auburn,14,24,45,7,Georgia,Auburn,14,24,10,True,False
2011,regular,11,Stanford,Oregon,3,6,30,53,Oregon,Stanford,6,3,3,False,False
2011,regular,12,Michigan,Nebraska,20,17,45,17,Michigan,Nebraska,20,17,3,False,False
2011,regular,12,Baylor,Oklahoma,25,5,45,38,Baylor,Oklahoma,25,5,20,False,False
2011,regular,12,Oregon,USC,4,18,35,38,USC,Oregon,18,4,14,False,False
2011,regular,13,LSU,Arkansas,1,3,41,17,LSU,Arkansas,1,3,2,True,False
2011,regular,13,Georgia Tech,Georgia,25,13,17,31,Georgia,Georgia Tech,13,25,12,True,False
2011,regular,13,Wisconsin,Penn State,15,20,45,7,Wisconsin,Penn State,15,20,5,True,False
2011,regular,13,Virginia,Virginia Tech,24,6,0,38,Virginia Tech,Virginia,6,24,18,True,False
2011,regular,13,South Carolina,Clemson,14,18,34,13,South Carolina,Clemson,14,18,4,True,False
2011,regular,13,Stanford,Notre Dame,4,22,28,14,Stanford,Notre Dame,4,22,18,True,False
2011,regular,14,Houston,Southern Miss,7,24,28,49,Southern Miss,Houston,24,7,17,False,False
2011,regular,14,LSU,Georgia,1,12,42,10,LSU,Georgia,1,12,11,True,True
2011,regular,14,Clemson,Virginia Tech,21,5,38,10,Clemson,Virginia Tech,21,5,16,False,True
2011,regular,14,Oklahoma State,Oklahoma,3,13,44,10,Oklahoma State,Oklahoma,3,13,10,True,False
2011,regular,14,Michigan State,Wisconsin,11,15,39,42,Wisconsin,Michigan State,15,11,4,False,True
2011,postseason,1,Georgia,Michigan State,19,11,30,33,Michigan State,Georgia,11,19,8,True,True
2011,postseason,1,South Carolina,Nebraska,9,24,30,13,South Carolina,Nebraska,9,24,15,True,True
2011,postseason,1,Oregon,Wisconsin,4,10,45,38,Oregon,Wisconsin,4,10,6,True,True
2011,postseason,1,Oklahoma State,Stanford,3,7,41,38,Oklahoma State,Stanford,3,7,4,True,True
2011,postseason,1,Virginia Tech,Michigan,21,12,20,23,Michigan,Virginia Tech,12,21,9,True,True
2011,postseason,1,Clemson,West Virginia,22,17,33,70,West Virginia,Clemson,17,22,5,True,True
2011,postseason,1,Arkansas,Kansas State,5,15,29,16,Arkansas,Kansas State,5,15,10,True,True
2011,postseason,1,LSU,Alabama,2,1,0,21,Alabama,LSU,1,2,1,True,True
2012,regular,1,Michigan State,Boise State,13,24,17,13,Michigan State,Boise State,13,24,11,True,False
2012,regular,1,Alabama,Michigan,2,8,41,14,Alabama,Michigan,2,8,6,True,True
2012,regular,3,Tennessee,Florida,23,18,20,37,Florida,Tennessee,18,23,5,True,False
2012,regular,3,Stanford,USC,21,2,21,14,Stanford,USC,21,2,19,False,False
2012,regular,3,Michigan State,Notre Dame,10,20,3,20,Notre Dame,Michigan State,20,10,10,False,False
2012,regular,4,Notre Dame,Michigan,11,18,13,6,Notre Dame,Michigan,11,18,7,True,False
2012,regular,4,Oklahoma,Kansas State,6,15,19,24,Kansas State,Oklahoma,15,6,9,False,False
2012,regular,4,Florida State,Clemson,4,10,49,37,Florida State,Clemson,4,10,6,True,False
2012,regular,4,Oregon,Arizona,3,22,49,0,Oregon,Arizona,3,22,19,True,False
2012,regular,5,West Virginia,Baylor,9,25,70,63,West Virginia,Baylor,9,25,16,True,False
2012,regular,5,Michigan State,Ohio State,20,14,16,17,Ohio State,Michigan State,14,20,6,True,False
2012,regular,6,Florida,LSU,10,4,14,6,Florida,LSU,10,4,6,False,False
2012,regular,6,Texas,West Virginia,11,8,45,48,West Virginia,Texas,8,11,3,True,False
2012,regular,6,South Carolina,Georgia,6,5,35,7,South Carolina,Georgia,6,5,1,False,False
2012,regular,6,Ohio State,Nebraska,12,21,63,38,Ohio State,Nebraska,12,21,9,True,False
2012,regular,6,Oregon,Washington,2,23,52,21,Oregon,Washington,2,23,21,True,False
2012,regular,7,Oklahoma,Texas,13,15,63,21,Oklahoma,Texas,13,15,2,True,True
2012,regular,7,Notre Dame,Stanford,7,17,20,13,Notre Dame,Stanford,7,17,10,True,False
2012,regular,7,LSU,South Carolina,9,3,23,21,LSU,South Carolina,9,3,6,False,False
2012,regular,7,Louisiana Tech,Texas A&M,23,22,57,59,Texas A&M,Louisiana Tech,22,23,1,True,False
2012,regular,8,Texas A&M,LSU,20,6,19,24,LSU,Texas A&M,6,20,14,True,False
2012,regular,8,Florida,South Carolina,3,9,44,11,Florida,South Carolina,3,9,6,True,False
2012,regular,8,West Virginia,Kansas State,17,4,14,55,Kansas State,West Virginia,4,17,13,True,False
2012,regular,9,Kansas State,Texas Tech,4,15,55,24,Kansas State,Texas Tech,4,15,11,True,False
2012,regular,9,Georgia,Florida,12,3,17,9,Georgia,Florida,12,3,9,False,True
2012,regular,9,Oklahoma,Notre Dame,8,5,13,30,Notre Dame,Oklahoma,5,8,3,True,False
2012,regular,9,Alabama,Mississippi State,1,13,38,7,Alabama,Mississippi State,1,13,12,True,False
2012,regular,10,Mississippi State,Texas A&M,17,16,13,38,Texas A&M,Mississippi State,16,17,1,True,False
2012,regular,10,USC,Oregon,18,2,51,62,Oregon,USC,2,18,16,True,False
2012,regular,10,LSU,Alabama,5,1,17,21,Alabama,LSU,1,5,4,True,False
2012,regular,10,UCLA,Arizona,25,24,66,10,UCLA,Arizona,25,24,1,False,False
2012,regular,11,Stanford,Oregon State,16,13,27,23,Stanford,Oregon State,16,13,3,False,False
2012,regular,11,Alabama,Texas A&M,1,15,24,29,Texas A&M,Alabama,15,1,14,False,False
2012,regular,11,LSU,Mississippi State,9,22,37,17,LSU,Mississippi State,9,22,13,True,False
2012,regular,12,UCLA,USC,17,21,38,28,UCLA,USC,17,21,4,True,False
2012,regular,12,Oregon,Stanford,1,14,14,17,Stanford,Oregon,14,1,13,False,False
2012,regular,13,Ohio State,Michigan,4,20,26,21,Ohio State,Michigan,4,20,16,True,False
2012,regular,13,Oregon State,Oregon,16,5,24,48,Oregon,Oregon State,5,16,11,True,False
2012,regular,13,Oklahoma,Oklahoma State,14,22,51,48,Oklahoma,Oklahoma State,14,22,8,True,False
2012,regular,13,Florida State,Florida,10,6,26,37,Florida,Florida State,6,10,4,True,False
2012,regular,13,UCLA,Stanford,15,11,17,35,Stanford,UCLA,11,15,4,True,False
2012,regular,13,Clemson,South Carolina,12,13,17,27,South Carolina,Clemson,13,12,1,False,False
2012,regular,14,Kent State,Northern Illinois,18,19,37,44,Northern Illinois,Kent State,19,18,1,False,True
2012,regular,14,Stanford,UCLA,8,17,27,24,Stanford,UCLA,8,17,9,True,False
2012,regular,14,Georgia,Alabama,3,2,28,32,Alabama,Georgia,2,3,1,True,True
2012,regular,14,Kansas State,Texas,7,23,42,24,Kansas State,Texas,7,23,16,True,False
2012,postseason,1,Oregon State,Texas,20,19,27,31,Texas,Oregon State,19,20,1,True,True
2012,postseason,1,Clemson,LSU,11,14,25,24,Clemson,LSU,11,14,3,True,True
2012,postseason,1,Nebraska,Georgia,25,5,31,45,Georgia,Nebraska,5,25,20,True,True
2012,postseason,1,Michigan,South Carolina,24,8,28,33,South Carolina,Michigan,8,24,16,True,True
2012,postseason,1,Florida State,Northern Illinois,10,22,31,10,Florida State,Northern Illinois,10,22,12,True,True
2012,postseason,1,Florida,Louisville,9,13,23,33,Louisville,Florida,13,9,4,False,True
2012,postseason,1,Kansas State,Oregon,12,2,17,35,Oregon,Kansas State,2,12,10,True,True
2012,postseason,1,Oklahoma,Texas A&M,15,5,13,41,Texas A&M,Oklahoma,5,15,10,True,True
2012,postseason,1,Alabama,Notre Dame,1,4,42,14,Alabama,Notre Dame,1,4,3,True,True
2013,regular,1,Clemson,Georgia,8,5,38,35,Clemson,Georgia,8,5,3,False,False
2013,regular,1,TCU,LSU,20,12,27,37,LSU,TCU,12,20,8,True,True
2013,regular,2,Georgia,South Carolina,11,6,41,30,Georgia,South Carolina,11,6,5,False,False
2013,regular,2,Michigan,Notre Dame,17,14,41,30,Michigan,Notre Dame,17,14,3,False,False
2013,regular,3,Nebraska,UCLA,23,16,21,41,UCLA,Nebraska,16,23,7,True,False
2013,regular,3,Texas A&M,Alabama,6,1,42,49,Alabama,Texas A&M,1,6,5,True,False
2013,regular,4,Stanford,Arizona State,5,23,42,28,Stanford,Arizona State,5,23,18,True,False
2013,regular,5,Notre Dame,Oklahoma,22,14,21,35,Oklahoma,Notre Dame,14,22,8,True,False
2013,regular,5,Georgia,LSU,9,6,44,41,Georgia,LSU,9,6,3,False,False
2013,regular,5,Alabama,Ole Miss,1,21,25,0,Alabama,Ole Miss,1,21,20,True,False
2013,regular,5,Ohio State,Wisconsin,4,23,31,24,Ohio State,Wisconsin,4,23,19,True,False
2013,regular,6,Florida State,Maryland,8,25,63,0,Florida State,Maryland,8,25,17,True,False
2013,regular,6,Northwestern,Ohio State,16,4,30,40,Ohio State,Northwestern,4,16,12,True,False
2013,regular,6,Stanford,Washington,5,15,31,28,Stanford,Washington,5,15,10,True,False
2013,regular,7,Georgia,Missouri,7,25,26,41,Missouri,Georgia,25,7,18,False,False
2013,regular,7,LSU,Florida,10,17,17,6,LSU,Florida,10,17,7,True,False
2013,regular,7,Washington,Oregon,16,2,24,45,Oregon,Washington,2,16,14,True,False
2013,regular,8,Missouri,Florida,14,22,36,17,Missouri,Florida,14,22,8,True,False
2013,regular,8,Texas A&M,Auburn,7,24,41,45,Auburn,Texas A&M,24,7,17,False,False
2013,regular,8,Stanford,UCLA,13,9,24,10,Stanford,UCLA,13,9,4,False,False
2013,regular,8,Clemson,Florida State,3,5,14,51,Florida State,Clemson,5,3,2,False,False
2013,regular,9,Oklahoma,Texas Tech,17,10,38,30,Oklahoma,Texas Tech,17,10,7,False,False
2013,regular,9,Oregon,UCLA,2,12,42,14,Oregon,UCLA,2,12,10,True,False
2013,regular,9,Missouri,South Carolina,5,20,24,27,South Carolina,Missouri,20,5,15,False,False
2013,regular,10,Michigan State,Michigan,24,23,29,6,Michigan State,Michigan,24,23,1,False,False
2013,regular,10,Texas Tech,Oklahoma State,15,18,34,52,Oklahoma State,Texas Tech,18,15,3,False,False
2013,regular,10,Florida State,Miami,3,7,41,14,Florida State,Miami,3,7,4,True,False
2013,regular,11,Baylor,Oklahoma,5,12,41,12,Baylor,Oklahoma,5,12,7,True,False
2013,regular,11,Stanford,Oregon,6,2,26,20,Stanford,Oregon,6,2,4,False,False
2013,regular,11,Alabama,LSU,1,10,38,17,Alabama,LSU,1,10,9,True,False
2013,regular,12,Auburn,Georgia,7,25,43,38,Auburn,Georgia,7,25,18,True,False
2013,regular,12,Texas,Oklahoma State,23,12,13,38,Oklahoma State,Texas,12,23,11,True,False
2013,regular,13,LSU,Texas A&M,18,9,34,10,LSU,Texas A&M,18,9,9,False,False
2013,regular,13,UCLA,Arizona State,14,19,33,38,Arizona State,UCLA,19,14,5,False,False
2013,regular,13,Ole Miss,Missouri,24,8,10,24,Missouri,Ole Miss,8,24,16,True,False
2013,regular,13,Oklahoma State,Baylor,11,3,49,17,Oklahoma State,Baylor,11,3,8,False,False
2013,regular,14,Auburn,Alabama,4,1,34,28,Auburn,Alabama,4,1,3,False,False
2013,regular,14,Stanford,Notre Dame,8,25,27,20,Stanford,Notre Dame,8,25,17,True,False
2013,regular,14,South Carolina,Clemson,10,6,31,17,South Carolina,Clemson,10,6,4,False,False
2013,regular,14,Missouri,Texas A&M,5,19,28,21,Missouri,Texas A&M,5,19,14,True,False
2013,regular,14,USC,UCLA,23,22,14,35,UCLA,USC,22,23,1,True,False
2013,regular,15,Oklahoma State,Oklahoma,6,18,24,33,Oklahoma,Oklahoma State,18,6,12,False,False
2013,regular,15,Baylor,Texas,9,23,30,10,Baylor,Texas,9,23,14,True,False
2013,regular,15,Auburn,Missouri,3,5,59,42,Auburn,Missouri,3,5,2,True,True
2013,regular,15,Arizona State,Stanford,11,7,14,38,Stanford,Arizona State,7,11,4,True,False
2013,regular,15,Florida State,Duke,1,20,45,7,Florida State,Duke,1,20,19,True,True
2013,regular,15,Michigan State,Ohio State,10,2,34,24,Michigan State,Ohio State,10,2,8,False,True
2013,postseason,1,Texas A&M,Duke,18,23,52,48,Texas A&M,Duke,18,23,5,True,True
2013,postseason,1,South Carolina,Wisconsin,4,22,34,24,South Carolina,Wisconsin,4,22,18,True,True
2013,postseason,1,Michigan State,Stanford,3,11,24,20,Michigan State,Stanford,3,11,8,True,True
2013,postseason,1,Baylor,UCF,13,10,42,52,UCF,Baylor,10,13,3,True,True
2013,postseason,1,Alabama,Oklahoma,7,6,31,45,Oklahoma,Alabama,6,7,1,True,True
2013,postseason,1,Missouri,Oklahoma State,5,17,41,31,Missouri,Oklahoma State,5,17,12,True,True
2013,postseason,1,Ohio State,Clemson,12,8,35,40,Clemson,Ohio State,8,12,4,True,True
2013,postseason,1,Auburn,Florida State,2,1,31,34,Florida State,Auburn,1,2,1,True,True
2014,regular,1,South Carolina,Texas A&M,9,21,28,52,Texas A&M,South Carolina,21,9,12,False,False
2014,regular,1,Georgia,Clemson,12,16,45,21,Georgia,Clemson,12,16,4,True,False
2014,regular,1,LSU,Wisconsin,13,14,28,24,LSU,Wisconsin,13,14,1,True,True
2014,regular,2,Stanford,USC,13,14,10,13,USC,Stanford,14,13,1,False,False
2014,regular,2,Oregon,Michigan State,3,7,46,27,Oregon,Michigan State,3,7,4,True,False
2014,regular,3,South Carolina,Georgia,24,6,38,35,South Carolina,Georgia,24,6,18,False,False
2014,regular,4,Kansas State,Auburn,20,5,14,20,Auburn,Kansas State,5,20,15,True,False
2014,regular,4,Florida State,Clemson,1,22,23,17,Florida State,Clemson,1,22,21,True,False
2014,regular,5,Arizona State,UCLA,15,11,27,62,UCLA,Arizona State,11,15,4,True,False
2014,regular,6,Mississippi State,Texas A&M,12,6,48,31,Mississippi State,Texas A&M,12,6,6,False,False
2014,regular,6,Ole Miss,Alabama,11,3,23,17,Ole Miss,Alabama,11,3,8,False,False
2014,regular,6,Notre Dame,Stanford,9,14,17,14,Notre Dame,Stanford,9,14,5,True,False
2014,regular,6,TCU,Oklahoma,25,4,37,33,TCU,Oklahoma,25,4,21,False,False
