name,pid,year,mlb_yr,age,role,G,GS,IP,ERA,WHIP,K,BB,HR,K_per_9,BB_per_9,HR_per_9,ER
Jose Guzman,115266,1988,4,25,SP,30,30,206.67,3.7,1.27,157,82,20,6.837,3.571,0.871,85
Jose Guzman,115266,1991,7,28,SP,25,25,169.67,3.08,1.39,125,84,10,6.631,4.456,0.53,58
Jose Guzman,115266,1992,8,29,SP,33,33,224.0,3.66,1.35,179,73,17,7.192,2.933,0.683,91
Jose Guzman,115266,1993,9,30,SP,30,30,191.0,4.34,1.37,163,74,25,7.681,3.487,1.178,92
Jose Guzman,115266,1994,10,31,SP,4,4,19.67,9.15,1.78,11,13,1,5.034,5.949,0.458,20
Rick Sutcliffe,122996,1979,4,23,SP,39,30,242.0,3.46,1.3,117,97,16,4.351,3.607,0.595,93
Rick Sutcliffe,122996,1980,5,24,RP,42,10,110.0,5.56,1.61,59,55,10,4.827,4.5,0.818,68
Rick Sutcliffe,122996,1981,6,25,RP,14,6,47.0,4.02,1.3,16,20,5,3.064,3.83,0.957,21
Rick Sutcliffe,122996,1982,7,26,SP,34,27,216.0,2.96,1.26,142,98,16,5.917,4.083,0.667,71
Rick Sutcliffe,122996,1983,8,27,SP,36,35,243.33,4.29,1.45,160,102,23,5.918,3.773,0.851,116
Rick Sutcliffe,122996,1984,9,28,SP,15,15,94.33,5.15,1.66,58,46,7,5.534,4.389,0.668,54
Rick Sutcliffe,122996,1984,9,28,SP,20,20,150.33,2.69,1.08,155,39,9,9.279,2.335,0.539,45
Rick Sutcliffe,122996,1984,9,28,SP,35,35,244.67,3.64,1.3,213,85,16,7.835,3.127,0.589,99
Rick Sutcliffe,122996,1985,10,29,SP,20,20,130.0,3.18,1.25,102,44,12,7.062,3.046,0.831,46
Rick Sutcliffe,122996,1986,11,30,SP,28,27,176.67,4.64,1.48,122,96,18,6.215,4.891,0.917,91
Rick Sutcliffe,122996,1987,12,31,SP,34,34,237.33,3.68,1.39,174,106,24,6.598,4.02,0.91,97
Rick Sutcliffe,122996,1988,13,32,SP,32,32,226.0,3.86,1.34,144,70,18,5.735,2.788,0.717,97
Rick Sutcliffe,122996,1989,14,33,SP,35,34,229.0,3.66,1.18,153,69,18,6.013,2.712,0.707,93
Rick Sutcliffe,122996,1990,15,34,SP,5,5,21.33,5.91,1.73,7,12,2,2.953,5.062,0.844,14
Rick Sutcliffe,122996,1991,16,35,SP,19,18,96.67,4.1,1.46,52,45,4,4.841,4.19,0.372,44
Rick Sutcliffe,122996,1992,17,36,SP,36,36,237.33,4.47,1.37,109,74,20,4.133,2.806,0.758,118
Rick Sutcliffe,122996,1993,18,37,SP,29,28,166.0,5.75,1.72,80,74,23,4.337,4.012,1.247,106
Rick Sutcliffe,122996,1994,19,38,SP,16,14,67.67,6.52,1.85,26,32,11,3.458,4.256,1.463,49
Jose Rijo,121206,1984,1,19,RP,24,5,62.33,4.76,1.72,47,33,5,6.786,4.765,0.722,33
Jose Rijo,121206,1985,2,20,SP,12,9,63.67,3.53,1.34,65,28,6,9.188,3.958,0.848,25
Jose Rijo,121206,1986,3,21,SP,39,26,193.67,4.65,1.45,176,108,24,8.179,5.019,1.115,100
Jose Rijo,121206,1987,4,22,SP,21,14,82.33,5.9,1.79,67,41,10,7.324,4.482,1.093,54
Jose Rijo,121206,1988,5,23,RP,49,19,162.0,2.39,1.13,160,63,7,8.889,3.5,0.389,43
Jose Rijo,121206,1989,6,24,SP,19,19,111.0,2.84,1.34,86,48,6,6.973,3.892,0.486,35
Jose Rijo,121206,1990,7,25,SP,29,29,197.0,2.7,1.16,152,78,10,6.944,3.563,0.457,59
Jose Rijo,121206,1991,8,26,SP,30,30,204.33,2.51,1.08,172,55,8,7.576,2.423,0.352,57
Jose Rijo,121206,1992,9,27,SP,33,33,211.0,2.56,1.09,171,44,15,7.294,1.877,0.64,60
Jose Rijo,121206,1993,10,28,SP,36,36,257.33,2.48,1.09,227,62,19,7.939,2.168,0.665,71
Jose Rijo,121206,1994,11,29,SP,26,26,172.33,3.08,1.33,171,52,16,8.93,2.716,0.836,59
Jose Rijo,121206,1995,12,30,SP,14,14,69.0,4.17,1.42,62,22,6,8.087,2.87,0.783,32
Jose Rijo,121206,2001,18,36,RP,13,0,17.0,2.12,1.65,12,9,2,6.353,4.765,1.059,4
Jose Rijo,121206,2002,19,37,RP,31,9,77.0,5.14,1.42,38,20,13,4.442,2.338,1.519,44
Mark Langston,117480,1984,1,23,SP,35,33,225.0,3.4,1.36,204,118,16,8.16,4.72,0.64,85
Mark Langston,117480,1985,2,24,SP,24,24,126.67,5.47,1.68,72,91,22,5.116,6.466,1.563,77
Mark Langston,117480,1986,3,25,SP,37,36,239.33,4.85,1.49,245,123,30,9.213,4.625,1.128,129
Mark Langston,117480,1987,4,26,SP,35,35,272.0,3.84,1.31,262,114,30,8.669,3.772,0.993,116
Mark Langston,117480,1988,5,27,SP,35,35,261.33,3.34,1.27,235,110,32,8.093,3.788,1.102,97
Mark Langston,117480,1989,6,28,SP,10,10,73.33,3.56,1.08,60,19,3,7.364,2.332,0.368,29
Mark Langston,117480,1989,6,28,SP,24,24,176.67,2.39,1.31,175,93,13,8.915,4.738,0.662,47
Mark Langston,117480,1989,6,28,SP,34,34,250.0,2.74,1.24,235,112,16,8.46,4.032,0.576,76
Mark Langston,117480,1990,7,29,SP,33,33,223.0,4.4,1.43,195,104,13,7.87,4.197,0.525,109
Mark Langston,117480,1991,8,30,SP,34,34,246.33,3.0,1.16,183,96,30,6.686,3.507,1.096,82
Mark Langston,117480,1992,9,31,SP,32,32,229.0,3.66,1.22,174,74,14,6.838,2.908,0.55,93
Mark Langston,117480,1993,10,32,SP,35,35,256.33,3.2,1.19,196,85,22,6.882,2.984,0.772,91
Mark Langston,117480,1994,11,33,SP,18,18,119.33,4.68,1.47,109,54,19,8.221,4.073,1.433,62
Mark Langston,117480,1995,12,34,SP,31,31,200.33,4.63,1.38,142,64,21,6.379,2.875,0.943,103
Mark Langston,117480,1996,13,35,SP,18,18,123.33,4.82,1.31,83,45,18,6.057,3.284,1.314,66
Mark Langston,117480,1997,14,36,SP,9,9,47.67,5.85,1.89,30,29,8,5.664,5.476,1.51,31
Mark Langston,117480,1998,15,37,SP,22,16,81.33,5.86,1.82,56,41,11,6.197,4.537,1.217,53
Mark Langston,117480,1999,16,38,RP,25,5,61.67,5.25,1.59,43,29,9,6.276,4.232,1.314,36
Bill Wegman,124033,1985,1,22,SP,3,3,17.67,3.57,1.13,6,3,3,3.057,1.528,1.528,7
Bill Wegman,124033,1986,2,23,SP,35,32,198.33,5.13,1.31,82,43,32,3.721,1.951,1.452,113
Bill Wegman,124033,1987,3,24,SP,34,33,225.0,4.24,1.25,102,53,31,4.08,2.12,1.24,106
Bill Wegman,124033,1988,4,25,SP,32,31,199.0,4.12,1.29,84,50,24,3.799,2.261,1.085,91
Bill Wegman,124033,1989,5,26,SP,11,8,51.0,6.71,1.76,27,21,6,4.765,3.706,1.059,38
Bill Wegman,124033,1990,6,27,SP,8,5,29.67,4.85,1.45,20,6,6,6.067,1.82,1.82,16
Bill Wegman,124033,1991,7,28,SP,28,28,193.33,2.84,1.12,89,40,16,4.143,1.862,0.745,61
Bill Wegman,124033,1992,8,29,SP,35,35,261.67,3.2,1.17,127,55,28,4.368,1.892,0.963,93
Bill Wegman,124033,1993,9,30,SP,20,18,120.67,4.48,1.4,50,34,13,3.729,2.536,0.97,60
Bill Wegman,124033,1994,10,31,SP,19,19,115.67,4.51,1.44,59,26,14,4.591,2.023,1.089,58
Bill Wegman,124033,1995,11,32,RP,37,4,70.67,5.35,1.56,50,21,14,6.368,2.675,1.783,42
Joe Magrane,118146,1987,1,22,SP,27,26,170.33,3.54,1.27,101,60,9,5.337,3.17,0.476,67
Joe Magrane,118146,1988,2,23,SP,24,24,165.33,2.18,1.11,100,51,6,5.444,2.776,0.327,40
Joe Magrane,118146,1989,3,24,SP,34,33,234.67,2.91,1.24,127,72,5,4.871,2.761,0.192,76
Joe Magrane,118146,1990,4,25,SP,31,31,203.33,3.59,1.29,100,59,10,4.426,2.611,0.443,81
Joe Magrane,118146,1992,6,27,SP,5,5,31.33,4.02,1.56,20,15,2,5.745,4.309,0.574,14
Joe Magrane,118146,1993,7,28,SP,22,20,116.0,4.97,1.41,38,37,15,2.948,2.871,1.164,64
Joe Magrane,118146,1993,7,28,SP,8,8,48.0,3.94,1.44,24,21,4,4.5,3.938,0.75,21
Joe Magrane,118146,1993,7,28,SP,30,28,164.0,4.66,1.42,62,58,19,3.402,3.183,1.043,85
Joe Magrane,118146,1994,8,29,SP,20,11,74.0,7.3,1.89,33,51,18,4.014,6.203,2.189,60
Joe Magrane,118146,1996,10,31,RP,19,8,53.67,6.88,1.77,21,25,10,3.522,4.193,1.677,41
Dave Stewart,122775,1981,4,24,RP,32,0,43.33,2.49,1.25,29,14,3,6.023,2.908,0.623,12
Dave Stewart,122775,1982,5,25,RP,45,14,146.33,3.81,1.27,80,49,14,4.92,3.014,0.861,62
Dave Stewart,122775,1983,6,26,RP,46,1,76.0,2.96,1.32,54,33,4,6.395,3.908,0.474,25
Dave Stewart,122775,1983,6,26,SP,8,8,59.0,2.14,1.14,24,17,2,3.661,2.593,0.305,14
Dave Stewart,122775,1983,6,26,RP,54,9,135.0,2.6,1.24,78,50,6,5.2,3.333,0.4,39
Dave Stewart,122775,1984,7,27,SP,32,27,192.33,4.73,1.46,119,87,26,5.568,4.071,1.217,101
Dave Stewart,122775,1985,8,28,RP,42,5,81.33,5.42,1.51,64,37,13,7.082,4.094,1.439,49
Dave Stewart,122775,1985,8,28,RP,46,5,85.67,5.46,1.54,66,41,13,6.934,4.307,1.366,52
Dave Stewart,122775,1986,9,29,RP,8,0,12.33,6.57,1.54,9,4,1,6.568,2.919,0.73,9
Dave Stewart,122775,1986,9,29,SP,29,17,149.33,3.74,1.35,102,65,15,6.147,3.917,0.904,62
Dave Stewart,122775,1986,9,29,RP,37,17,161.67,3.95,1.37,111,69,16,6.179,3.841,0.891,71
Dave Stewart,122775,1987,10,30,SP,37,37,261.33,3.68,1.26,205,105,24,7.06,3.616,0.827,107
Dave Stewart,122775,1988,11,31,SP,37,37,275.67,3.23,1.27,192,110,14,6.268,3.591,0.457,99
Dave Stewart,122775,1989,12,32,SP,36,36,257.67,3.32,1.28,155,69,23,5.414,2.41,0.803,95
Dave Stewart,122775,1990,13,33,SP,36,36,267.0,2.56,1.16,166,83,16,5.596,2.798,0.539,76
Dave Stewart,122775,1991,14,34,SP,35,35,226.0,5.18,1.55,144,105,24,5.735,4.181,0.956,130
Dave Stewart,122775,1992,15,35,SP,31,31,199.33,3.66,1.27,130,79,25,5.87,3.567,1.129,81
Dave Stewart,122775,1993,16,36,SP,26,26,162.0,4.44,1.35,96,72,23,5.333,4.0,1.278,80
Dave Stewart,122775,1994,17,37,SP,22,22,133.33,5.87,1.6,111,62,26,7.492,4.185,1.755,87
Dave Stewart,122775,1995,18,38,SP,16,16,81.0,6.89,1.73,58,39,11,6.444,4.333,1.222,62
Doug Drabek,113538,1986,1,23,SP,27,21,131.67,4.1,1.34,76,50,13,5.195,3.418,0.889,60
Doug Drabek,113538,1987,2,24,SP,29,28,176.33,3.88,1.2,120,46,22,6.125,2.348,1.123,76
Doug Drabek,113538,1988,3,25,SP,33,32,219.33,3.08,1.11,127,50,21,5.211,2.052,0.862,75
Doug Drabek,113538,1989,4,26,SP,35,34,244.33,2.8,1.16,123,69,21,4.531,2.542,0.774,76
Doug Drabek,113538,1990,5,27,SP,33,33,231.33,2.76,1.06,131,56,15,5.097,2.179,0.584,71
Doug Drabek,113538,1991,6,28,SP,35,35,234.67,3.07,1.31,142,62,16,5.446,2.378,0.614,80
Doug Drabek,113538,1992,7,29,SP,34,34,256.67,2.77,1.06,177,54,17,6.206,1.894,0.596,79
Doug Drabek,113538,1993,8,30,SP,34,34,237.67,3.79,1.27,157,60,18,5.945,2.272,0.682,100
Doug Drabek,113538,1994,9,31,SP,23,23,164.67,2.84,1.07,121,45,14,6.613,2.46,0.765,52
Doug Drabek,113538,1995,10,32,SP,31,31,185.0,4.77,1.4,143,54,18,6.957,2.627,0.876,98
Doug Drabek,113538,1996,11,33,SP,30,30,175.33,4.57,1.53,137,60,21,7.032,3.08,1.078,89
Doug Drabek,113538,1997,12,34,SP,31,31,169.33,5.74,1.41,85,69,30,4.518,3.667,1.594,108
Doug Drabek,113538,1998,13,35,SP,23,21,108.67,7.29,1.54,55,29,20,4.555,2.402,1.656,88
Jamie Moyer,119469,1986,1,23,SP,16,16,87.33,5.05,1.71,45,42,10,4.637,4.328,1.031,49
Jamie Moyer,119469,1987,2,24,SP,35,33,201.0,5.1,1.53,147,97,28,6.582,4.343,1.254,114
Jamie Moyer,119469,1988,3,25,SP,34,30,202.0,3.48,1.32,121,55,20,5.391,2.45,0.891,78
Jamie Moyer,119469,1989,4,26,SP,15,15,76.0,4.86,1.54,44,33,10,5.211,3.908,1.184,41
Jamie Moyer,119469,1990,5,27,RP,33,10,102.33,4.66,1.5,58,39,6,5.101,3.43,0.528,53
Jamie Moyer,119469,1991,6,28,SP,8,7,31.33,5.74,1.72,20,16,5,5.745,4.596,1.436,20
Jamie Moyer,119469,1993,8,30,SP,25,25,152.0,3.43,1.26,90,38,11,5.329,2.25,0.651,58
Jamie Moyer,119469,1994,9,31,SP,23,23,149.0,4.77,1.32,87,38,23,5.255,2.295,1.389,79
Jamie Moyer,119469,1995,10,32,SP,27,18,115.67,5.21,1.27,65,30,18,5.058,2.334,1.401,67
Jamie Moyer,119469,1996,11,33,RP,23,10,90.0,4.5,1.53,50,27,14,5.0,2.7,1.4,45
Jamie Moyer,119469,1996,11,33,SP,11,11,70.67,3.31,1.2,29,19,9,3.693,2.42,1.146,26
Jamie Moyer,119469,1996,11,33,SP,34,21,160.67,3.98,1.39,79,46,23,4.425,2.577,1.288,71
Jamie Moyer,119469,1997,12,34,SP,30,30,188.67,3.86,1.22,113,43,21,5.39,2.051,1.002,81
Jamie Moyer,119469,1998,13,35,SP,34,34,234.33,3.53,1.18,158,42,23,6.068,1.613,0.883,92
Jamie Moyer,119469,1999,14,36,SP,32,32,228.0,3.87,1.24,137,48,23,5.408,1.895,0.908,98
Jamie Moyer,119469,2000,15,37,SP,26,26,154.0,5.49,1.47,98,53,22,5.727,3.097,1.286,94
Jamie Moyer,119469,2001,16,38,SP,33,33,209.67,3.43,1.1,119,44,24,5.108,1.889,1.03,80
Jamie Moyer,119469,2002,17,39,SP,34,34,230.67,3.32,1.08,147,50,28,5.736,1.951,1.092,85
Jamie Moyer,119469,2003,18,40,SP,33,33,215.0,3.27,1.23,129,66,19,5.4,2.763,0.795,78
Jamie Moyer,119469,2004,19,41,SP,34,33,202.0,5.21,1.39,125,63,44,5.569,2.807,1.96,117
Jamie Moyer,119469,2005,20,42,SP,32,32,200.0,4.28,1.39,102,52,23,4.59,2.34,1.035,95
Jamie Moyer,119469,2006,21,43,SP,25,25,160.0,4.39,1.39,82,44,25,4.612,2.475,1.406,78
Jamie Moyer,119469,2006,21,43,SP,8,8,51.33,4.03,1.09,26,7,8,4.558,1.227,1.403,23
Jamie Moyer,119469,2006,21,43,SP,33,33,211.33,4.3,1.32,108,51,33,4.599,2.172,1.405,101
Jamie Moyer,119469,2007,22,44,SP,33,33,199.33,5.01,1.44,133,66,30,6.005,2.98,1.355,111
Jamie Moyer,119469,2008,23,45,SP,33,33,196.33,3.71,1.33,123,62,20,5.638,2.842,0.917,81
Jamie Moyer,119469,2009,24,46,SP,30,25,162.0,4.94,1.36,94,43,27,5.222,2.389,1.5,89
Jamie Moyer,119469,2010,25,47,SP,19,19,111.67,4.84,1.1,63,20,20,5.078,1.612,1.612,60
Jamie Moyer,119469,2012,27,49,SP,10,10,53.67,5.7,1.73,36,18,11,6.037,3.019,1.845,34
Chris Bosio,111249,1986,1,23,RP,10,4,34.67,7.01,1.56,29,13,9,7.529,3.375,2.337,27
Chris Bosio,111249,1987,2,24,RP,46,19,170.0,5.29,1.4,150,51,18,7.941,2.7,0.953,100
Chris Bosio,111249,1988,3,25,SP,38,22,182.0,3.36,1.25,84,38,13,4.154,1.879,0.643,68
Chris Bosio,111249,1989,4,26,SP,33,33,234.67,2.95,1.16,173,48,16,6.635,1.841,0.614,77
Chris Bosio,111249,1990,5,27,SP,20,20,132.67,4.0,1.27,76,38,15,5.156,2.578,1.018,59
Chris Bosio,111249,1991,6,28,SP,32,32,204.67,3.25,1.2,117,58,15,5.145,2.55,0.66,74
Chris Bosio,111249,1992,7,29,SP,33,33,231.33,3.62,1.15,120,44,21,4.669,1.712,0.817,93
Chris Bosio,111249,1993,8,30,SP,29,24,164.33,3.45,1.2,119,59,14,6.517,3.231,0.767,63
Chris Bosio,111249,1994,9,31,SP,19,19,125.0,4.32,1.42,67,40,15,4.824,2.88,1.08,60
Chris Bosio,111249,1995,10,32,SP,31,31,170.0,4.92,1.65,85,69,18,4.5,3.653,0.953,93
Chris Bosio,111249,1996,11,33,SP,18,9,60.67,5.93,1.58,39,24,8,5.786,3.56,1.187,40
David Cone,112552,1986,1,23,RP,11,0,22.67,5.56,1.85,21,13,2,8.338,5.162,0.794,14
David Cone,112552,1987,2,24,SP,21,13,99.33,3.71,1.32,68,44,11,6.161,3.987,0.997,41
David Cone,112552,1988,3,25,SP,35,28,231.33,2.22,1.12,213,80,10,8.287,3.112,0.389,57
David Cone,112552,1989,4,26,SP,34,33,219.67,3.52,1.17,190,74,20,7.785,3.032,0.819,86
David Cone,112552,1990,5,27,SP,31,30,211.67,3.23,1.14,233,65,21,9.907,2.764,0.893,76
David Cone,112552,1991,6,28,SP,34,34,232.67,3.29,1.19,241,73,13,9.322,2.824,0.503,85
David Cone,112552,1992,7,29,SP,27,27,196.67,2.93,1.24,214,82,12,9.793,3.753,0.549,64
David Cone,112552,1992,7,29,SP,8,7,53.0,2.55,1.28,47,29,3,7.981,4.925,0.509,15
David Cone,112552,1992,7,29,SP,35,34,249.67,2.85,1.25,261,111,15,9.409,4.001,0.541,79
David Cone,112552,1993,8,30,SP,34,34,254.0,3.33,1.26,191,114,20,6.768,4.039,0.709,94
David Cone,112552,1994,9,31,SP,23,23,171.67,2.94,1.07,132,54,15,6.92,2.831,0.786,56
David Cone,112552,1995,10,32,SP,17,17,130.33,3.38,1.18,102,41,12,7.043,2.831,0.829,49
David Cone,112552,1995,10,32,SP,13,13,99.0,3.82,1.3,89,47,12,8.091,4.273,1.091,42
David Cone,112552,1995,10,32,SP,30,30,229.33,3.57,1.23,191,88,24,7.496,3.453,0.942,91
David Cone,112552,1996,11,33,SP,11,11,72.0,2.88,1.17,71,34,3,8.875,4.25,0.375,23
David Cone,112552,1997,12,34,SP,29,29,195.0,2.82,1.24,222,86,17,10.246,3.969,0.785,61
David Cone,112552,1998,13,35,SP,31,31,207.67,3.55,1.18,209,59,20,9.058,2.557,0.867,82
David Cone,112552,1999,14,36,SP,31,31,193.33,3.44,1.31,177,90,21,8.24,4.19,0.978,74
David Cone,112552,2000,15,37,SP,30,29,155.0,6.91,1.77,120,82,25,6.968,4.761,1.452,119
David Cone,112552,2001,16,38,SP,25,25,135.67,4.31,1.51,115,57,17,7.629,3.781,1.128,65
David Cone,112552,2003,18,40,SP,5,4,18.0,6.5,1.83,13,13,4,6.5,6.5,2.0,13
Tim Belcher,110809,1987,1,25,SP,6,5,34.0,2.38,1.09,23,7,2,6.088,1.853,0.529,9
Tim Belcher,110809,1988,2,26,SP,36,27,179.67,2.91,1.08,152,51,8,7.614,2.555,0.401,58
Tim Belcher,110809,1989,3,27,SP,39,30,230.0,2.82,1.14,200,80,20,7.826,3.13,0.783,72
Tim Belcher,110809,1990,4,28,SP,24,24,153.0,4.0,1.2,102,48,17,6.0,2.824,1.0,68
Tim Belcher,110809,1991,5,29,SP,33,33,209.33,2.62,1.26,156,75,10,6.707,3.225,0.43,61
Tim Belcher,110809,1992,6,30,SP,35,34,227.67,3.91,1.23,149,80,17,5.89,3.163,0.672,99
Tim Belcher,110809,1993,7,31,SP,22,22,137.0,4.47,1.32,101,47,11,6.635,3.088,0.723,68
Tim Belcher,110809,1993,7,31,SP,12,11,71.67,4.4,1.27,34,27,8,4.27,3.391,1.005,35
Tim Belcher,110809,1993,7,31,SP,34,33,208.67,4.44,1.3,135,74,19,5.823,3.192,0.819,103
Tim Belcher,110809,1994,8,32,SP,25,25,162.0,5.89,1.67,76,78,21,4.222,4.333,1.167,106
Tim Belcher,110809,1995,9,33,SP,28,28,179.33,4.52,1.54,96,88,19,4.818,4.416,0.954,90
Tim Belcher,110809,1996,10,34,SP,35,35,238.67,3.92,1.38,113,68,28,4.261,2.564,1.056,104
Tim Belcher,110809,1997,11,35,SP,32,32,213.33,5.02,1.46,113,70,31,4.767,2.953,1.308,119
Tim Belcher,110809,1998,12,36,SP,34,34,234.0,4.27,1.37,130,73,37,5.0,2.808,1.423,111
Tim Belcher,110809,1999,13,37,SP,24,24,132.33,6.73,1.62,52,46,27,3.537,3.128,1.836,99
Tim Belcher,110809,2000,14,38,SP,9,9,40.67,6.86,1.65,22,22,8,4.869,4.869,1.77,31
Jim Deshaies,113290,1986,3,26,SP,26,26,144.0,3.25,1.27,128,59,16,8.0,3.688,1.0,52
Jim Deshaies,113290,1987,4,27,SP,26,25,152.0,4.62,1.36,104,57,22,6.158,3.375,1.303,78
Jim Deshaies,113290,1988,5,28,SP,31,31,207.0,3.0,1.14,127,72,20,5.522,3.13,0.87,69
Jim Deshaies,113290,1989,6,29,SP,34,34,225.67,2.91,1.15,153,79,15,6.102,3.151,0.598,73
Jim Deshaies,113290,1990,7,30,SP,34,34,209.33,3.78,1.29,119,84,21,5.116,3.611,0.903,88
Jim Deshaies,113290,1991,8,31,SP,28,28,161.0,4.98,1.42,98,72,19,5.478,4.025,1.062,89
Jim Deshaies,113290,1992,9,32,SP,15,15,96.0,3.28,1.3,46,33,6,4.312,3.094,0.562,35
Jim Deshaies,113290,1993,10,33,SP,27,27,167.33,4.41,1.25,80,51,24,4.303,2.743,1.291,82
Jim Deshaies,113290,1993,10,33,SP,5,4,17.0,4.24,1.76,5,6,2,2.647,3.176,1.059,8
Jim Deshaies,113290,1993,10,33,SP,32,31,184.33,4.39,1.3,85,57,26,4.15,2.783,1.269,90
Jim Deshaies,113290,1994,11,34,SP,25,25,130.33,7.39,1.72,78,54,30,5.386,3.729,2.072,107
Greg Maddux,118120,1986,1,20,SP,6,5,31.0,5.52,1.77,20,11,3,5.806,3.194,0.871,19
Greg Maddux,118120,1987,2,21,SP,30,27,155.67,5.61,1.64,101,74,17,5.839,4.278,0.983,97
Greg Maddux,118120,1988,3,22,SP,34,34,249.0,3.18,1.25,140,81,13,5.06,2.928,0.47,88
Greg Maddux,118120,1989,4,23,SP,35,35,238.33,2.95,1.28,135,82,13,5.098,3.097,0.491,78
Greg Maddux,118120,1990,5,24,SP,35,35,237.0,3.46,1.32,144,71,11,5.468,2.696,0.418,91
Greg Maddux,118120,1991,6,25,SP,37,37,263.0,3.35,1.13,198,66,18,6.776,2.259,0.616,98
Greg Maddux,118120,1992,7,26,SP,35,35,268.0,2.18,1.01,199,70,7,6.683,2.351,0.235,65
Greg Maddux,118120,1993,8,27,SP,36,36,267.0,2.36,1.05,197,52,14,6.64,1.753,0.472,70
Greg Maddux,118120,1994,9,28,SP,25,25,202.0,1.56,0.9,156,31,4,6.95,1.381,0.178,35
Greg Maddux,118120,1995,10,29,SP,28,28,209.67,1.63,0.81,181,23,8,7.769,0.987,0.343,38
Greg Maddux,118120,1996,11,30,SP,35,35,245.0,2.72,1.03,172,28,11,6.318,1.029,0.404,74
Greg Maddux,118120,1997,12,31,SP,33,33,232.67,2.2,0.95,177,20,9,6.847,0.774,0.348,57
Greg Maddux,118120,1998,13,32,SP,34,34,251.0,2.22,0.98,204,45,13,7.315,1.614,0.466,62
Greg Maddux,118120,1999,14,33,SP,33,33,219.33,3.57,1.34,136,37,16,5.581,1.518,0.657,87
Greg Maddux,118120,2000,15,34,SP,35,35,249.33,3.0,1.07,190,42,19,6.858,1.516,0.686,83
Greg Maddux,118120,2001,16,35,SP,34,34,233.0,3.05,1.06,173,27,20,6.682,1.043,0.773,79
Greg Maddux,118120,2002,17,36,SP,34,34,199.33,2.62,1.2,118,45,14,5.328,2.032,0.632,58
Greg Maddux,118120,2003,18,37,SP,36,36,218.33,3.96,1.18,124,33,24,5.111,1.36,0.989,96
Greg Maddux,118120,2004,19,38,SP,33,33,212.67,4.02,1.18,151,33,35,6.39,1.397,1.481,95
Greg Maddux,118120,2005,20,39,SP,35,35,225.0,4.24,1.22,136,36,29,5.44,1.44,1.16,106
Greg Maddux,118120,2006,21,40,SP,22,22,136.33,4.69,1.29,81,23,14,5.347,1.518,0.924,71
Greg Maddux,118120,2006,21,40,SP,12,12,73.67,3.3,1.09,36,14,6,4.398,1.71,0.733,27
Greg Maddux,118120,2006,21,40,SP,34,34,210.0,4.2,1.22,117,37,20,5.014,1.586,0.857,98
Greg Maddux,118120,2007,22,41,SP,34,34,198.0,4.14,1.24,104,25,14,4.727,1.136,0.636,91
Greg Maddux,118120,2008,23,42,SP,26,26,153.33,3.99,1.22,80,26,16,4.696,1.526,0.939,68
Greg Maddux,118120,2008,23,42,SP,7,7,40.67,5.09,1.16,18,4,5,3.984,0.885,1.107,23
Greg Maddux,118120,2008,23,42,SP,33,33,194.0,4.22,1.21,98,30,21,4.546,1.392,0.974,91
Greg Swindell,123057,1986,1,21,SP,9,9,61.67,4.23,1.17,46,15,9,6.714,2.189,1.314,29
Greg Swindell,123057,1987,2,22,SP,16,15,102.33,5.1,1.46,97,37,18,8.531,3.254,1.583,58
Greg Swindell,123057,1988,3,23,SP,33,33,242.0,3.2,1.15,180,45,18,6.694,1.674,0.669,86
Greg Swindell,123057,1989,4,24,SP,28,28,184.33,3.37,1.2,129,51,16,6.298,2.49,0.781,69
Greg Swindell,123057,1990,5,25,SP,34,34,214.67,4.4,1.36,135,47,27,5.66,1.97,1.132,105
Greg Swindell,123057,1991,6,26,SP,33,33,238.0,3.48,1.14,169,31,21,6.391,1.172,0.794,92
Greg Swindell,123057,1992,7,27,SP,31,30,213.67,2.7,1.17,138,41,14,5.813,1.727,0.59,64
Greg Swindell,123057,1993,8,28,SP,31,30,190.33,4.16,1.34,124,40,24,5.863,1.891,1.135,88
Greg Swindell,123057,1994,9,29,SP,24,24,148.33,4.37,1.36,74,26,20,4.49,1.578,1.213,72
Greg Swindell,123057,1995,10,30,SP,33,26,153.0,4.47,1.43,96,39,21,5.647,2.294,1.235,76
Greg Swindell,123057,1996,11,31,SP,8,4,23.0,7.83,2.0,15,11,5,5.87,4.304,1.957,20
Greg Swindell,123057,1996,11,31,RP,13,2,28.67,6.59,1.36,21,8,8,6.593,2.512,2.512,21
Greg Swindell,123057,1996,11,31,RP,21,6,51.67,7.14,1.65,36,19,13,6.271,3.31,2.265,41
Greg Swindell,123057,1997,12,32,RP,65,1,115.67,3.58,1.1,75,25,12,5.836,1.945,0.934,46
Greg Swindell,123057,1998,13,33,RP,52,0,66.33,3.66,1.28,45,18,10,6.106,2.442,1.357,27
Greg Swindell,123057,1998,13,33,RP,29,0,24.0,3.38,1.58,18,13,3,6.75,4.875,1.125,9
Greg Swindell,123057,1998,13,33,RP,81,0,90.33,3.59,1.36,63,31,13,6.277,3.089,1.295,36
Greg Swindell,123057,1999,14,34,RP,63,0,64.67,2.51,1.16,51,21,8,7.098,2.923,1.113,18
Greg Swindell,123057,2000,15,35,RP,64,0,76.0,3.2,1.2,64,20,7,7.579,2.368,0.829,27
Greg Swindell,123057,2001,16,36,RP,64,0,53.67,4.53,1.1,42,8,12,7.043,1.342,2.012,27
