name,pid,year,mlb_yr,age,role,G,GS,IP,ERA,WHIP,K,BB,HR,K_per_9,BB_per_9,HR_per_9,ER
Bud Norris,502032,2015,7,30,SP,18,11,66.33,7.06,1.64,50,25,14,6.784,3.392,1.899,52
Bud Norris,502032,2015,7,30,RP,20,0,16.67,5.4,1.32,21,6,1,11.34,3.24,0.54,10
Bud Norris,502032,2015,7,30,RP,38,11,83.0,6.72,1.58,71,31,15,7.699,3.361,1.627,62
Bud Norris,502032,2016,8,31,RP,22,10,70.33,4.22,1.36,60,28,6,7.678,3.583,0.768,33
Bud Norris,502032,2016,8,31,SP,13,9,42.67,6.54,1.62,42,21,8,8.859,4.43,1.688,31
Bud Norris,502032,2016,8,31,SP,35,19,113.0,5.1,1.46,102,49,14,8.124,3.903,1.115,64
Bud Norris,502032,2017,9,32,RP,60,3,62.0,4.21,1.34,74,27,8,10.742,3.919,1.161,29
Bud Norris,502032,2018,10,33,RP,64,0,57.67,3.59,1.25,67,21,8,10.457,3.277,1.249,23
Charlie Morton,450203,2008,1,24,SP,16,15,74.67,6.15,1.62,48,41,9,5.786,4.942,1.085,51
Charlie Morton,450203,2009,2,25,SP,18,18,97.0,4.55,1.46,62,40,7,5.753,3.711,0.649,49
Charlie Morton,450203,2010,3,26,SP,17,17,79.67,7.57,1.73,59,26,15,6.665,2.937,1.695,67
Charlie Morton,450203,2011,4,27,SP,29,29,171.67,3.83,1.53,110,77,6,5.767,4.037,0.315,73
Charlie Morton,450203,2012,5,28,SP,9,9,50.33,4.65,1.45,25,11,5,4.47,1.967,0.894,26
Charlie Morton,450203,2013,6,29,SP,20,20,116.0,3.26,1.28,85,36,6,6.595,2.793,0.466,42
Charlie Morton,450203,2014,7,30,SP,26,26,157.33,3.72,1.27,126,57,9,7.208,3.261,0.515,65
Charlie Morton,450203,2015,8,31,SP,23,23,129.0,4.81,1.38,96,41,13,6.698,2.86,0.907,69
Charlie Morton,450203,2016,9,32,SP,4,4,17.33,4.15,1.33,19,8,1,9.865,4.154,0.519,8
Charlie Morton,450203,2017,10,33,SP,25,25,146.67,3.62,1.19,163,50,14,10.002,3.068,0.859,59
Charlie Morton,450203,2018,11,34,SP,30,30,167.0,3.13,1.16,201,64,18,10.832,3.449,0.97,58
Charlie Morton,450203,2019,12,35,SP,33,33,194.67,3.05,1.08,240,57,15,11.096,2.635,0.693,66
Charlie Morton,450203,2020,13,36,SP,9,9,38.0,4.74,1.39,42,10,4,9.947,2.368,0.947,20
Charlie Morton,450203,2021,14,37,SP,33,33,185.67,3.34,1.04,216,58,16,10.47,2.811,0.776,69
Charlie Morton,450203,2022,15,38,SP,31,31,172.0,4.34,1.23,205,63,28,10.727,3.297,1.465,83
Charlie Morton,450203,2023,16,39,SP,30,30,163.33,3.64,1.43,183,83,14,10.084,4.573,0.771,66
Charlie Morton,450203,2024,17,40,SP,30,30,165.33,4.19,1.32,167,65,23,9.091,3.538,1.252,77
Charlie Morton,450203,2025,18,41,SP,23,17,101.33,5.42,1.56,101,48,16,8.97,4.263,1.421,61
Charlie Morton,450203,2025,18,41,SP,9,9,39.33,7.09,1.6,47,23,7,10.754,5.263,1.602,31
Charlie Morton,450203,2025,18,41,SP,33,27,142.0,5.83,1.58,149,72,23,9.444,4.563,1.458,92
Mike Leake,502190,2010,1,22,SP,24,22,138.33,4.23,1.5,91,49,19,5.92,3.188,1.236,65
Mike Leake,502190,2011,2,23,SP,29,26,167.67,3.86,1.17,118,38,23,6.334,2.04,1.235,72
Mike Leake,502190,2012,3,24,SP,30,30,179.0,4.58,1.35,116,41,26,5.832,2.061,1.307,91
Mike Leake,502190,2013,4,25,SP,31,31,192.33,3.37,1.25,122,48,21,5.709,2.246,0.983,72
Mike Leake,502190,2014,5,26,SP,33,33,214.33,3.7,1.25,164,50,23,6.886,2.1,0.966,88
Mike Leake,502190,2015,6,27,SP,21,21,136.67,3.56,1.15,90,34,14,5.927,2.239,0.922,54
Mike Leake,502190,2015,6,27,SP,9,9,55.33,4.07,1.19,29,15,8,4.717,2.44,1.301,25
Mike Leake,502190,2015,6,27,SP,30,30,192.0,3.7,1.16,119,49,22,5.578,2.297,1.031,79
Mike Leake,502190,2016,7,28,SP,30,30,176.67,4.69,1.32,125,30,20,6.368,1.528,1.019,92
Mike Leake,502190,2017,8,29,SP,26,26,154.0,4.21,1.32,103,35,19,6.019,2.045,1.11,72
Mike Leake,502190,2017,8,29,SP,5,5,32.0,2.53,1.06,27,2,1,7.594,0.562,0.281,9
Mike Leake,502190,2017,8,29,SP,31,31,186.0,3.92,1.28,130,37,20,6.29,1.79,0.968,81
Mike Leake,502190,2018,9,30,SP,31,31,185.67,4.36,1.3,119,34,23,5.768,1.648,1.115,90
Mike Leake,502190,2019,10,31,SP,22,22,137.0,4.27,1.26,100,19,26,6.569,1.248,1.708,65
Mike Leake,502190,2019,10,31,SP,10,10,60.0,4.35,1.37,27,8,15,4.05,1.2,2.25,29
Mike Leake,502190,2019,10,31,SP,32,32,197.0,4.29,1.29,127,27,41,5.802,1.234,1.873,94
Chris Sale,519242,2010,1,21,RP,21,0,23.33,1.93,1.07,32,10,2,12.343,3.857,0.771,5
Chris Sale,519242,2011,2,22,RP,58,0,71.0,2.79,1.11,79,27,6,10.014,3.423,0.761,22
Chris Sale,519242,2012,3,23,SP,30,29,192.0,3.05,1.14,192,51,19,9.0,2.391,0.891,65
Chris Sale,519242,2013,4,24,SP,30,30,214.33,3.07,1.07,226,46,23,9.49,1.932,0.966,73
Chris Sale,519242,2014,5,25,SP,26,26,174.0,2.17,0.97,208,39,13,10.759,2.017,0.672,42
Chris Sale,519242,2015,6,26,SP,31,31,208.67,3.41,1.09,274,42,23,11.818,1.812,0.992,79
Chris Sale,519242,2016,7,27,SP,32,32,226.67,3.34,1.04,233,45,27,9.251,1.787,1.072,84
Chris Sale,519242,2017,8,28,SP,32,32,214.33,2.9,0.97,308,43,24,12.933,1.806,1.008,69
Chris Sale,519242,2018,9,29,SP,27,27,158.0,2.11,0.86,237,34,11,13.5,1.937,0.627,37
Chris Sale,519242,2019,10,30,SP,25,25,147.33,4.4,1.09,218,37,24,13.317,2.26,1.466,72
Chris Sale,519242,2021,12,32,SP,9,9,42.67,3.16,1.34,52,12,6,10.969,2.531,1.266,15
Chris Sale,519242,2023,14,34,SP,20,20,102.67,4.3,1.13,125,29,15,10.958,2.542,1.315,49
Chris Sale,519242,2024,15,35,SP,29,29,177.67,2.38,1.01,225,39,9,11.398,1.976,0.456,47
Chris Sale,519242,2025,16,36,SP,21,20,125.67,2.58,1.07,165,32,11,11.817,2.292,0.788,36
Wade Miley,489119,2011,1,24,SP,8,7,40.0,4.5,1.65,25,18,6,5.625,4.05,1.35,20
Wade Miley,489119,2012,2,25,SP,32,29,194.67,3.33,1.18,144,37,14,6.658,1.711,0.647,72
Wade Miley,489119,2013,3,26,SP,33,33,202.67,3.55,1.32,147,66,21,6.528,2.931,0.933,80
Wade Miley,489119,2014,4,27,SP,33,33,201.33,4.34,1.4,183,75,23,8.18,3.353,1.028,97
Wade Miley,489119,2015,5,28,SP,32,32,193.67,4.46,1.37,147,64,17,6.831,2.974,0.79,96
Wade Miley,489119,2016,6,29,SP,19,19,112.0,4.98,1.35,82,34,18,6.589,2.732,1.446,62
Wade Miley,489119,2016,6,29,SP,11,11,54.0,6.17,1.57,55,15,7,9.167,2.5,1.167,37
Wade Miley,489119,2016,6,29,SP,30,30,166.0,5.37,1.42,137,49,25,7.428,2.657,1.355,99
Wade Miley,489119,2017,7,30,SP,32,32,157.33,5.61,1.73,142,93,25,8.123,5.32,1.43,98
Wade Miley,489119,2018,8,31,SP,16,16,80.67,2.57,1.21,50,27,3,5.579,3.012,0.335,23
Wade Miley,489119,2019,9,32,SP,33,33,167.33,3.98,1.34,140,61,23,7.53,3.281,1.237,74
Wade Miley,489119,2020,10,33,SP,6,4,14.33,5.65,1.67,12,9,1,7.535,5.651,0.628,9
Wade Miley,489119,2021,11,34,SP,28,28,163.0,3.37,1.33,125,50,17,6.902,2.761,0.939,61
Wade Miley,489119,2022,12,35,SP,9,8,37.0,3.16,1.22,28,14,3,6.811,3.405,0.73,13
Wade Miley,489119,2023,13,36,SP,23,23,120.33,3.14,1.14,79,38,16,5.909,2.842,1.197,42
Wade Miley,489119,2025,15,38,SP,3,2,12.0,6.75,1.75,7,6,3,5.25,4.5,2.25,9
Lance Lynn,458681,2011,1,24,RP,18,2,34.67,3.12,1.04,40,11,3,10.385,2.856,0.779,12
Lance Lynn,458681,2012,2,25,SP,35,29,176.0,3.78,1.32,180,64,16,9.205,3.273,0.818,74
Lance Lynn,458681,2013,3,26,SP,33,33,201.67,3.97,1.31,198,76,14,8.836,3.392,0.625,89
Lance Lynn,458681,2014,4,27,SP,33,33,203.67,2.74,1.26,181,72,13,7.998,3.182,0.574,62
Lance Lynn,458681,2015,5,28,SP,31,31,175.33,3.03,1.37,167,68,13,8.572,3.49,0.667,59
Lance Lynn,458681,2017,7,30,SP,33,33,186.33,3.43,1.23,153,78,27,7.39,3.767,1.304,71
Lance Lynn,458681,2018,8,31,SP,20,20,102.33,5.1,1.63,100,62,12,8.795,5.453,1.055,58
Lance Lynn,458681,2018,8,31,SP,11,9,54.33,4.14,1.33,61,14,2,10.104,2.319,0.331,25
Lance Lynn,458681,2018,8,31,SP,31,29,156.67,4.77,1.53,161,76,14,9.249,4.366,0.804,83
Lance Lynn,458681,2019,9,32,SP,33,33,208.33,3.67,1.22,246,59,21,10.627,2.549,0.907,85
Lance Lynn,458681,2020,10,33,SP,13,13,84.0,3.32,1.06,89,25,13,9.536,2.679,1.393,31
Lance Lynn,458681,2021,11,34,SP,28,28,157.0,2.69,1.07,176,45,18,10.089,2.58,1.032,47
Lance Lynn,458681,2022,12,35,SP,21,21,121.67,3.99,1.13,124,19,19,9.173,1.405,1.405,54
Lance Lynn,458681,2023,13,36,SP,21,21,119.67,6.47,1.46,144,45,28,10.83,3.384,2.106,86
Lance Lynn,458681,2023,13,36,SP,11,11,64.0,4.36,1.27,47,22,16,6.609,3.094,2.25,31
Lance Lynn,458681,2023,13,36,SP,32,32,183.67,5.73,1.39,191,67,44,9.359,3.283,2.156,117
Lance Lynn,458681,2024,14,37,SP,23,23,117.33,3.84,1.34,109,44,16,8.361,3.375,1.227,50
Jeff Samardzija,502188,2008,1,23,RP,26,0,27.67,2.28,1.41,25,15,0,8.133,4.88,0.0,7
Jeff Samardzija,502188,2009,2,24,RP,20,2,34.67,7.53,1.76,21,15,7,5.452,3.894,1.817,29
Jeff Samardzija,502188,2010,3,25,RP,7,3,19.33,8.38,2.12,9,20,4,4.19,9.31,1.862,18
Jeff Samardzija,502188,2011,4,26,RP,75,0,88.0,2.97,1.3,87,50,5,8.898,5.114,0.511,29
Jeff Samardzija,502188,2012,5,27,SP,28,28,174.67,3.81,1.22,180,56,20,9.275,2.885,1.031,74
Jeff Samardzija,502188,2013,6,28,SP,33,33,213.67,4.34,1.35,214,78,25,9.014,3.285,1.053,103
Jeff Samardzija,502188,2014,7,29,SP,17,17,108.0,2.83,1.2,103,31,7,8.583,2.583,0.583,34
Jeff Samardzija,502188,2014,7,29,SP,16,16,111.67,3.14,0.93,99,12,13,7.979,0.967,1.048,39
Jeff Samardzija,502188,2014,7,29,SP,33,33,219.67,2.99,1.07,202,43,20,8.276,1.762,0.819,73
Jeff Samardzija,502188,2015,8,30,SP,32,32,214.0,4.96,1.29,163,49,29,6.855,2.061,1.22,118
Jeff Samardzija,502188,2016,9,31,SP,32,32,203.33,3.81,1.2,167,54,24,7.392,2.39,1.062,86
Jeff Samardzija,502188,2017,10,32,SP,32,32,207.67,4.42,1.14,205,32,30,8.884,1.387,1.3,102
Jeff Samardzija,502188,2018,11,33,SP,10,10,44.67,6.25,1.63,30,26,6,6.045,5.239,1.209,31
Jeff Samardzija,502188,2019,12,34,SP,32,32,181.33,3.52,1.11,140,49,28,6.949,2.432,1.39,71
Jeff Samardzija,502188,2020,13,35,SP,4,4,16.67,9.72,1.5,6,4,7,3.24,2.16,3.78,18
Yu Darvish,506433,2012,1,25,SP,29,29,191.33,3.9,1.28,221,89,14,10.395,4.186,0.659,83
Yu Darvish,506433,2013,2,26,SP,32,32,209.67,2.83,1.07,277,80,26,11.89,3.434,1.116,66
Yu Darvish,506433,2014,3,27,SP,22,22,144.33,3.06,1.26,182,49,13,11.349,3.055,0.811,49
Yu Darvish,506433,2016,5,29,SP,17,17,100.33,3.41,1.12,132,31,12,11.841,2.781,1.076,38
Yu Darvish,506433,2017,6,30,SP,22,22,137.0,4.01,1.17,148,45,20,9.723,2.956,1.314,61
Yu Darvish,506433,2017,6,30,SP,9,9,49.67,3.44,1.15,61,13,7,11.054,2.356,1.268,19
Yu Darvish,506433,2017,6,30,SP,31,31,186.67,3.86,1.16,209,58,27,10.077,2.796,1.302,80
Yu Darvish,506433,2018,7,31,SP,8,8,40.0,4.95,1.43,49,21,7,11.025,4.725,1.575,22
Yu Darvish,506433,2019,8,32,SP,31,31,178.67,3.98,1.1,229,56,33,11.535,2.821,1.662,79
Yu Darvish,506433,2020,9,33,SP,12,12,76.0,2.01,0.96,93,14,5,11.013,1.658,0.592,17
Yu Darvish,506433,2021,10,34,SP,30,30,166.33,4.22,1.09,199,44,28,10.768,2.381,1.515,78
Yu Darvish,506433,2022,11,35,SP,30,30,194.67,3.1,0.95,197,37,22,9.108,1.711,1.017,67
Yu Darvish,506433,2023,12,36,SP,24,24,136.33,4.56,1.3,141,43,18,9.308,2.839,1.188,69
Yu Darvish,506433,2024,13,37,SP,16,16,81.67,3.31,1.07,78,22,12,8.596,2.424,1.322,30
Yu Darvish,506433,2025,14,38,SP,15,15,72.0,5.38,1.18,68,19,14,8.5,2.375,1.75,43
Julio Teheran,527054,2011,1,20,SP,5,3,19.67,5.03,1.47,10,8,4,4.576,3.661,1.831,11
Julio Teheran,527054,2013,3,22,SP,30,30,185.67,3.2,1.17,170,45,22,8.241,2.181,1.066,66
Julio Teheran,527054,2014,4,23,SP,33,33,221.0,2.89,1.08,186,51,22,7.575,2.077,0.896,71
Julio Teheran,527054,2015,5,24,SP,33,33,200.67,4.04,1.31,171,73,27,7.669,3.274,1.211,90
Julio Teheran,527054,2016,6,25,SP,30,30,188.0,3.21,1.05,167,41,22,7.995,1.963,1.053,67
Julio Teheran,527054,2017,7,26,SP,32,32,188.33,4.49,1.37,151,72,31,7.216,3.441,1.481,94
Julio Teheran,527054,2018,8,27,SP,31,31,175.67,3.94,1.17,162,84,26,8.3,4.304,1.332,77
Julio Teheran,527054,2019,9,28,SP,33,33,174.67,3.81,1.32,162,83,22,8.347,4.277,1.134,74
Julio Teheran,527054,2020,10,29,SP,10,9,31.33,10.05,1.76,20,16,12,5.745,4.596,3.447,35
Julio Teheran,527054,2023,13,32,SP,14,11,71.67,4.4,1.13,50,13,13,6.279,1.633,1.633,35
Patrick Corbin,571578,2012,1,22,SP,22,17,107.0,4.54,1.33,86,25,14,7.234,2.103,1.178,54
Patrick Corbin,571578,2013,2,23,SP,32,32,208.33,3.41,1.17,178,54,19,7.69,2.333,0.821,79
Patrick Corbin,571578,2015,4,25,SP,16,16,85.0,3.6,1.27,78,17,9,8.259,1.8,0.953,34
Patrick Corbin,571578,2016,5,26,SP,36,24,155.67,5.15,1.56,131,66,24,7.574,3.816,1.388,89
Patrick Corbin,571578,2017,6,27,SP,33,32,189.67,4.03,1.42,178,61,26,8.446,2.895,1.234,85
Patrick Corbin,571578,2018,7,28,SP,33,33,200.0,3.15,1.05,246,48,15,11.07,2.16,0.675,70
Patrick Corbin,571578,2019,8,29,SP,33,33,202.0,3.25,1.18,238,70,24,10.604,3.119,1.069,73
Patrick Corbin,571578,2020,9,30,SP,11,11,65.67,4.66,1.57,60,18,10,8.223,2.467,1.371,34
Patrick Corbin,571578,2021,10,31,SP,31,31,171.67,5.82,1.47,143,60,37,7.497,3.146,1.94,111
Patrick Corbin,571578,2022,11,32,SP,31,31,152.67,6.31,1.7,128,49,27,7.546,2.889,1.592,107
Patrick Corbin,571578,2023,12,33,SP,32,32,180.0,5.2,1.48,124,57,33,6.2,2.85,1.65,104
Patrick Corbin,571578,2024,13,34,SP,32,32,174.67,5.62,1.5,139,54,25,7.162,2.782,1.288,109
Patrick Corbin,571578,2025,14,35,SP,31,30,155.33,4.4,1.36,131,51,21,7.59,2.955,1.217,76
Jose Quintana,500779,2012,1,23,SP,25,22,136.33,3.76,1.35,81,42,14,5.347,2.773,0.924,57
Jose Quintana,500779,2013,2,24,SP,33,33,200.0,3.51,1.22,164,56,23,7.38,2.52,1.035,78
Jose Quintana,500779,2014,3,25,SP,32,32,200.33,3.32,1.24,178,52,10,7.997,2.336,0.449,74
Jose Quintana,500779,2015,4,26,SP,32,32,206.33,3.36,1.27,177,44,16,7.721,1.919,0.698,77
Jose Quintana,500779,2016,5,27,SP,32,32,208.0,3.2,1.16,181,50,22,7.832,2.163,0.952,74
Jose Quintana,500779,2017,6,28,SP,18,18,104.33,4.49,1.32,109,40,14,9.403,3.45,1.208,52
Jose Quintana,500779,2017,6,28,SP,14,14,84.33,3.74,1.1,98,21,9,10.458,2.241,0.96,35
Jose Quintana,500779,2017,6,28,SP,32,32,188.67,4.15,1.22,207,61,23,9.875,2.91,1.097,87
Jose Quintana,500779,2018,7,29,SP,32,32,174.33,4.03,1.32,158,68,25,8.157,3.511,1.291,78
Jose Quintana,500779,2019,8,30,SP,32,31,171.0,4.68,1.39,152,46,20,8.0,2.421,1.053,89
Jose Quintana,500779,2020,9,31,RP,4,1,10.0,4.5,1.3,12,3,1,10.8,2.7,0.9,5
Jose Quintana,500779,2021,10,32,RP,24,10,53.33,6.75,1.78,73,29,9,12.319,4.894,1.519,40
Jose Quintana,500779,2021,10,32,RP,29,10,63.0,6.43,1.73,85,35,12,12.143,5.0,1.714,45
Jose Quintana,500779,2022,11,33,SP,20,20,103.0,3.5,1.27,89,31,7,7.777,2.709,0.612,40
Jose Quintana,500779,2022,11,33,SP,12,12,62.67,2.01,1.12,48,16,1,6.894,2.298,0.144,14
Jose Quintana,500779,2022,11,33,SP,32,32,165.67,2.93,1.21,137,47,8,7.443,2.553,0.435,54
Jose Quintana,500779,2023,12,34,SP,13,13,75.67,3.57,1.31,60,24,5,7.137,2.855,0.595,30
Jose Quintana,500779,2024,13,35,SP,31,31,170.33,3.75,1.25,135,63,22,7.133,3.329,1.162,71
Jose Quintana,500779,2025,14,36,SP,24,24,131.67,3.96,1.29,89,50,18,6.084,3.418,1.23,58
Corey Kluber,446372,2012,2,26,SP,12,12,63.0,5.14,1.49,54,18,9,7.714,2.571,1.286,36
Corey Kluber,446372,2013,3,27,SP,26,24,147.33,3.85,1.26,136,33,15,8.308,2.016,0.916,63
Corey Kluber,446372,2014,4,28,SP,34,34,235.67,2.44,1.09,269,51,14,10.273,1.948,0.535,64
Corey Kluber,446372,2015,5,29,SP,32,32,222.0,3.49,1.05,245,45,22,9.932,1.824,0.892,86
Corey Kluber,446372,2016,6,30,SP,32,32,215.0,3.14,1.06,227,57,22,9.502,2.386,0.921,75
Corey Kluber,446372,2017,7,31,SP,29,29,203.67,2.25,0.87,265,36,21,11.71,1.591,0.928,51
Corey Kluber,446372,2018,8,32,SP,33,33,215.0,2.89,0.99,222,34,25,9.293,1.423,1.047,69
Corey Kluber,446372,2019,9,33,SP,7,7,35.67,5.8,1.65,38,15,4,9.589,3.785,1.009,23
Corey Kluber,446372,2021,11,35,SP,16,16,80.0,3.83,1.34,82,33,8,9.225,3.712,0.9,34
Corey Kluber,446372,2022,12,36,SP,31,31,164.0,4.34,1.21,139,21,20,7.628,1.152,1.098,79
Corey Kluber,446372,2023,13,37,SP,15,9,55.0,7.04,1.64,42,21,17,6.873,3.436,2.782,43
Tanner Roark,543699,2013,1,26,RP,14,5,53.67,1.51,0.91,40,11,1,6.708,1.845,0.168,9
Tanner Roark,543699,2014,2,27,SP,31,31,198.67,2.85,1.09,138,39,16,6.252,1.767,0.725,63
Tanner Roark,543699,2015,3,28,RP,40,12,111.0,4.38,1.31,70,26,17,5.676,2.108,1.378,54
Tanner Roark,543699,2016,4,29,SP,34,33,210.0,2.83,1.17,172,73,17,7.371,3.129,0.729,66
Tanner Roark,543699,2017,5,30,SP,32,30,181.33,4.67,1.33,166,64,23,8.239,3.176,1.142,94
Tanner Roark,543699,2018,6,31,SP,31,30,180.33,4.34,1.28,146,50,24,7.287,2.495,1.198,87
Tanner Roark,543699,2019,7,32,SP,21,21,110.33,4.24,1.42,108,38,14,8.81,3.1,1.142,52
Tanner Roark,543699,2019,7,32,SP,10,10,55.0,4.58,1.35,50,13,14,8.182,2.127,2.291,28
Tanner Roark,543699,2019,7,32,SP,31,31,165.33,4.35,1.4,158,51,28,8.601,2.776,1.524,80
Tanner Roark,543699,2020,8,33,SP,11,11,47.67,6.8,1.74,41,23,14,7.741,4.343,2.643,36
Dallas Keuchel,572971,2012,1,24,SP,16,16,85.33,5.27,1.55,38,39,14,4.008,4.113,1.477,50
Dallas Keuchel,572971,2013,2,25,SP,31,22,153.67,5.15,1.54,123,52,20,7.204,3.046,1.171,88
Dallas Keuchel,572971,2014,3,26,SP,29,29,200.0,2.93,1.18,146,48,11,6.57,2.16,0.495,65
Dallas Keuchel,572971,2015,4,27,SP,33,33,232.0,2.48,1.02,216,51,17,8.379,1.978,0.659,64
Dallas Keuchel,572971,2016,5,28,SP,26,26,168.0,4.55,1.29,144,48,20,7.714,2.571,1.071,85
Dallas Keuchel,572971,2017,6,29,SP,23,23,145.67,2.9,1.12,125,47,15,7.723,2.904,0.927,47
Dallas Keuchel,572971,2018,7,30,SP,34,34,204.67,3.74,1.31,153,58,18,6.728,2.55,0.792,85
Dallas Keuchel,572971,2019,8,31,SP,19,19,112.67,3.75,1.37,91,39,16,7.269,3.115,1.278,47
Dallas Keuchel,572971,2020,9,32,SP,11,11,63.33,1.99,1.09,42,17,2,5.968,2.416,0.284,14
Dallas Keuchel,572971,2021,10,33,SP,32,30,162.0,5.28,1.53,95,59,25,5.278,3.278,1.389,95
Dallas Keuchel,572971,2022,11,34,SP,8,8,32.0,7.88,2.16,20,20,6,5.625,5.625,1.688,28
Dallas Keuchel,572971,2022,11,34,SP,4,4,18.67,9.64,1.82,18,7,4,8.679,3.375,1.929,20
Dallas Keuchel,572971,2022,11,34,SP,2,2,10.0,12.6,2.2,7,4,1,6.3,3.6,0.9,14
Dallas Keuchel,572971,2022,11,34,SP,14,14,60.67,9.2,2.06,45,31,11,6.676,4.599,1.632,62
Dallas Keuchel,572971,2023,12,35,SP,10,6,37.67,5.97,1.67,25,18,3,5.973,4.301,0.717,25
Dallas Keuchel,572971,2024,13,36,SP,4,4,16.67,5.4,1.86,11,8,3,5.94,4.32,1.62,10
Sonny Gray,543243,2013,1,23,SP,12,10,64.0,2.67,1.11,67,20,4,9.422,2.812,0.562,19
Sonny Gray,543243,2014,2,24,SP,33,33,219.0,3.08,1.19,183,74,15,7.521,3.041,0.616,75
Sonny Gray,543243,2015,3,25,SP,31,31,208.0,2.73,1.08,169,59,17,7.312,2.553,0.736,63
Sonny Gray,543243,2016,4,26,SP,22,22,117.0,5.69,1.5,94,42,18,7.231,3.231,1.385,74
Sonny Gray,543243,2017,5,27,SP,16,16,97.0,3.43,1.18,94,30,8,8.722,2.784,0.742,37
Sonny Gray,543243,2017,5,27,SP,11,11,65.33,3.72,1.26,59,27,11,8.128,3.719,1.515,27
Sonny Gray,543243,2017,5,27,SP,27,27,162.33,3.55,1.21,153,57,19,8.483,3.16,1.053,64
Sonny Gray,543243,2018,6,28,SP,30,23,130.33,4.9,1.5,123,57,14,8.494,3.936,0.967,71
Sonny Gray,543243,2019,7,29,SP,31,31,175.33,2.87,1.08,205,68,17,10.523,3.49,0.873,56
Sonny Gray,543243,2020,8,30,SP,11,11,56.0,3.7,1.21,72,26,4,11.571,4.179,0.643,23
Sonny Gray,543243,2021,9,31,SP,26,26,135.33,4.19,1.22,155,50,19,10.308,3.325,1.264,63
Sonny Gray,543243,2022,10,32,SP,24,24,119.67,3.08,1.13,117,36,11,8.799,2.708,0.827,41
Sonny Gray,543243,2023,11,33,SP,32,32,184.0,2.79,1.15,183,55,8,8.951,2.69,0.391,57
Sonny Gray,543243,2024,12,34,SP,28,28,166.33,3.84,1.09,203,39,21,10.984,2.11,1.136,71
Sonny Gray,543243,2025,13,35,SP,32,32,180.67,4.28,1.23,201,38,25,10.013,1.893,1.245,86
Zack Wheeler,554430,2013,1,23,SP,17,17,100.0,3.42,1.36,84,46,10,7.56,4.14,0.9,38
Zack Wheeler,554430,2014,2,24,SP,32,32,185.33,3.54,1.33,187,79,14,9.081,3.836,0.68,73
Zack Wheeler,554430,2017,5,27,SP,17,17,86.33,5.21,1.59,81,40,15,8.444,4.17,1.564,50
Zack Wheeler,554430,2018,6,28,SP,29,29,182.33,3.31,1.12,179,55,14,8.835,2.715,0.691,67
Zack Wheeler,554430,2019,7,29,SP,31,31,195.33,3.96,1.26,195,50,22,8.985,2.304,1.014,86
Zack Wheeler,554430,2020,8,30,SP,11,11,71.0,2.92,1.17,53,16,3,6.718,2.028,0.38,23
Zack Wheeler,554430,2021,9,31,SP,32,32,213.33,2.78,1.01,247,46,16,10.42,1.941,0.675,66
Zack Wheeler,554430,2022,10,32,SP,26,26,153.0,2.82,1.04,163,34,13,9.588,2.0,0.765,48
Zack Wheeler,554430,2023,11,33,SP,32,32,192.0,3.61,1.08,212,39,20,9.938,1.828,0.938,77
Zack Wheeler,554430,2024,12,34,SP,32,32,200.0,2.57,0.96,224,52,20,10.08,2.34,0.9,57
Zack Wheeler,554430,2025,13,35,SP,24,24,149.67,2.71,0.94,195,33,19,11.726,1.984,1.143,45
Kyle Gibson,502043,2013,1,25,SP,10,10,51.0,6.53,1.75,29,20,7,5.118,3.529,1.235,37
Kyle Gibson,502043,2014,2,26,SP,31,31,179.33,4.47,1.31,107,57,12,5.37,2.861,0.602,89
Kyle Gibson,502043,2015,3,27,SP,32,32,194.67,3.84,1.29,145,65,18,6.704,3.005,0.832,83
Kyle Gibson,502043,2016,4,28,SP,25,25,147.33,5.07,1.56,104,55,20,6.353,3.36,1.222,83
Kyle Gibson,502043,2017,5,29,SP,29,29,158.0,5.07,1.53,121,60,24,6.892,3.418,1.367,89
Kyle Gibson,502043,2018,6,30,SP,32,32,196.67,3.62,1.3,179,79,23,8.192,3.615,1.053,79
Kyle Gibson,502043,2019,7,31,SP,34,29,160.0,4.84,1.44,160,56,23,9.0,3.15,1.294,86
Kyle Gibson,502043,2020,8,32,SP,12,12,67.33,5.35,1.53,58,30,12,7.752,4.01,1.604,40
Kyle Gibson,502043,2021,9,33,SP,19,19,113.0,2.87,1.18,94,41,9,7.487,3.265,0.717,36
Kyle Gibson,502043,2021,9,33,SP,12,11,69.0,5.09,1.29,61,23,8,7.957,3.0,1.043,39
Kyle Gibson,502043,2021,9,33,SP,31,30,182.0,3.71,1.22,155,64,17,7.665,3.165,0.841,75
Kyle Gibson,502043,2022,10,34,SP,31,31,167.67,5.05,1.34,144,48,24,7.73,2.577,1.288,94
Kyle Gibson,502043,2023,11,35,SP,33,33,192.0,4.73,1.32,157,55,23,7.359,2.578,1.078,101
Kyle Gibson,502043,2024,12,36,SP,30,30,169.67,4.24,1.35,151,68,23,8.01,3.607,1.22,80
Kyle Gibson,502043,2025,13,37,SP,4,4,12.33,16.78,2.92,10,7,7,7.297,5.108,5.108,23
Jacob deGrom,594798,2014,1,26,SP,22,22,140.33,2.69,1.14,144,43,7,9.235,2.758,0.449,42
Jacob deGrom,594798,2015,2,27,SP,30,30,191.0,2.54,0.98,205,38,16,9.66,1.791,0.754,54
