year,team_id,team,PA,AB,HR,BB,SO,R,AVG,OBP,SLG,OPS
2025,135,San Diego Padres,6087,5424,152,510,1161,702,0.252,0.321,0.39,0.711
2025,109,Arizona Diamondbacks,6210,5480,214,545,1316,791,0.251,0.325,0.433,0.758
2025,139,Tampa Bay Rays,6045,5470,182,468,1397,714,0.251,0.313,0.401,0.714
2025,147,New York Yankees,6235,5471,274,639,1463,849,0.251,0.332,0.455,0.787
2025,146,Miami Marlins,6142,5543,154,482,1247,709,0.25,0.314,0.393,0.707
2025,117,Houston Astros,6087,5490,182,471,1301,686,0.25,0.315,0.399,0.714
2025,112,Chicago Cubs,6162,5495,223,554,1277,793,0.249,0.32,0.43,0.75
2025,121,New York Mets,6178,5457,224,563,1325,766,0.249,0.326,0.427,0.753
2025,118,Kansas City Royals,6008,5431,159,435,1096,651,0.247,0.309,0.397,0.706
2025,116,Detroit Tigers,6093,5456,198,511,1454,758,0.247,0.316,0.413,0.729
2025,138,St. Louis Cardinals,6069,5433,148,478,1321,689,0.245,0.314,0.379,0.693
2025,144,Atlanta Braves,6186,5508,190,575,1371,724,0.245,0.32,0.399,0.719
2025,113,Cincinnati Reds,6082,5448,167,527,1415,716,0.245,0.315,0.391,0.706
2025,136,Seattle Mariners,6200,5502,238,544,1446,766,0.244,0.32,0.42,0.74
2025,120,Washington Nationals,5982,5422,161,443,1351,687,0.242,0.304,0.389,0.693
2025,142,Minnesota Twins,6059,5432,191,495,1372,678,0.238,0.31,0.397,0.707
2025,115,Colorado Rockies,5908,5408,160,395,1531,597,0.237,0.293,0.386,0.679
2025,110,Baltimore Orioles,6020,5416,191,484,1457,677,0.235,0.305,0.394,0.699
2025,137,San Francisco Giants,6072,5375,173,556,1380,705,0.235,0.311,0.386,0.697
2025,140,Texas Rangers,6046,5443,175,486,1327,684,0.234,0.302,0.381,0.683
2025,145,Chicago White Sox,5987,5377,165,498,1364,647,0.232,0.302,0.373,0.675
2025,134,Pittsburgh Pirates,6008,5375,117,530,1422,583,0.231,0.305,0.35,0.655
2025,114,Cleveland Guardians,5943,5310,168,494,1344,643,0.226,0.296,0.373,0.669
2025,108,Los Angeles Angels,6000,5374,226,484,1627,673,0.225,0.298,0.397,0.695
2026,119,Los Angeles Dodgers,2695,2348,94,281,543,375,0.262,0.345,0.439,0.784
2026,137,San Francisco Giants,2641,2429,72,160,550,290,0.258,0.307,0.417,0.724
2026,139,Tampa Bay Rays,2530,2218,54,244,483,300,0.257,0.336,0.384,0.72
2026,144,Atlanta Braves,2617,2349,93,215,542,355,0.256,0.323,0.427,0.75
2026,158,Milwaukee Brewers,2624,2279,58,292,546,358,0.254,0.34,0.39,0.73
2026,134,Pittsburgh Pirates,2744,2415,84,273,647,354,0.253,0.334,0.405,0.739
2026,141,Toronto Blue Jays,2613,2350,67,198,509,289,0.25,0.314,0.388,0.702
2026,115,Colorado Rockies,2648,2370,68,215,631,301,0.248,0.318,0.395,0.713
2026,133,Athletics,2664,2355,89,260,595,304,0.247,0.327,0.411,0.738
2026,146,Miami Marlins,2617,2308,58,239,568,304,0.246,0.324,0.383,0.707
2026,111,Boston Red Sox,2515,2254,55,194,552,268,0.245,0.314,0.382,0.696
2026,120,Washington Nationals,2707,2402,91,243,579,374,0.244,0.321,0.418,0.739
2026,138,St. Louis Cardinals,2570,2263,77,225,544,306,0.244,0.323,0.394,0.717
2026,145,Chicago White Sox,2600,2262,92,251,618,326,0.243,0.329,0.413,0.742
2026,117,Houston Astros,2694,2389,92,243,590,325,0.243,0.319,0.411,0.73
2026,147,New York Yankees,2580,2250,98,294,590,347,0.242,0.331,0.432,0.763
2026,110,Baltimore Orioles,2699,2367,84,278,635,338,0.242,0.324,0.403,0.727
2026,118,Kansas City Royals,2643,2334,63,243,563,277,0.24,0.315,0.377,0.692
2026,142,Minnesota Twins,2679,2373,82,235,604,327,0.239,0.316,0.396,0.712
2026,112,Chicago Cubs,2734,2373,80,299,582,322,0.238,0.331,0.391,0.722
2026,109,Arizona Diamondbacks,2560,2285,60,212,522,294,0.238,0.306,0.384,0.69
2026,136,Seattle Mariners,2691,2376,93,243,608,307,0.238,0.318,0.401,0.719
2026,140,Texas Rangers,2575,2279,68,234,582,276,0.237,0.316,0.382,0.698
2026,108,Los Angeles Angels,2658,2346,79,241,659,312,0.235,0.317,0.388,0.705
2026,116,Detroit Tigers,2629,2317,76,262,597,287,0.234,0.315,0.391,0.706
2026,114,Cleveland Guardians,2665,2333,65,276,552,286,0.231,0.317,0.372,0.689
2026,113,Cincinnati Reds,2604,2293,86,269,634,288,0.23,0.314,0.394,0.708
2026,121,New York Mets,2550,2302,74,190,563,279,0.228,0.292,0.37,0.662
2026,143,Philadelphia Phillies,2553,2297,86,208,593,276,0.226,0.296,0.385,0.681
2026,135,San Diego Padres,2476,2215,67,217,573,258,0.218,0.291,0.359,0.65
