year,team_id,team,IP,K,BB,HR,ER,R,ERA,WHIP
2026,109,Arizona Diamondbacks,608.67,481,210,81,286,315,4.23,1.28
2026,145,Chicago White Sox,603.67,550,254,72,285,310,4.25,1.3
2026,112,Chicago Cubs,621.33,560,209,103,294,314,4.26,1.24
2026,134,Pittsburgh Pirates,629.67,634,262,64,298,339,4.26,1.31
2026,118,Kansas City Royals,620.33,566,271,87,307,329,4.45,1.39
2026,110,Baltimore Orioles,629.33,544,246,80,317,362,4.53,1.4
2026,137,San Francisco Giants,619.67,550,276,72,314,345,4.56,1.4
2026,133,Athletics,618.33,570,265,93,317,343,4.61,1.41
2026,108,Los Angeles Angels,618.33,621,332,72,319,353,4.64,1.44
2026,120,Washington Nationals,630.67,541,256,101,332,375,4.74,1.39
2026,113,Cincinnati Reds,607.0,532,310,94,320,345,4.74,1.47
2026,142,Minnesota Twins,624.33,576,264,76,334,367,4.81,1.4
2026,117,Houston Astros,626.33,594,332,89,341,361,4.9,1.44
2026,115,Colorado Rockies,615.0,508,235,96,380,403,5.56,1.52
