season,team_id,team,w,l
1971,138,Cardinals,90,72
1971,112,Cubs,83,79
1971,121,Mets,83,79
1971,120,Expos,71,90
1971,143,Phillies,67,95
1971,137,Giants,90,72
1971,119,Dodgers,89,73
1971,144,Braves,82,80
1971,117,Astros,79,83
1971,113,Reds,79,83
1971,135,Padres,61,100
1972,116,Tigers,86,70
1972,111,Red Sox,85,70
1972,110,Orioles,80,74
1972,147,Yankees,79,76
1972,114,Indians,72,84
1972,158,Brewers,65,91
1972,133,Athletics,93,62
1972,145,White Sox,87,67
1972,142,Twins,77,77
1972,118,Royals,76,78
1972,108,Angels,75,80
1972,140,Rangers,54,100
1972,134,Pirates,96,59
1972,112,Cubs,85,70
1972,121,Mets,83,73
1972,138,Cardinals,75,81
1972,120,Expos,70,86
1972,143,Phillies,59,97
1972,113,Reds,95,59
1972,117,Astros,84,69
1972,119,Dodgers,85,70
1972,144,Braves,70,84
1972,137,Giants,69,86
1972,135,Padres,58,95
1973,110,Orioles,97,65
1973,111,Red Sox,89,73
1973,116,Tigers,85,77
1973,147,Yankees,80,82
1973,158,Brewers,74,88
1973,114,Indians,71,91
1973,133,Athletics,94,68
1973,118,Royals,88,74
1973,142,Twins,81,81
1973,108,Angels,79,83
1973,145,White Sox,77,85
1973,140,Rangers,57,105
1973,121,Mets,82,79
1973,138,Cardinals,81,81
1973,134,Pirates,80,82
1973,120,Expos,79,83
1973,112,Cubs,77,84
1973,143,Phillies,71,91
1973,113,Reds,99,63
1973,119,Dodgers,95,66
1973,137,Giants,88,74
1973,117,Astros,82,80
1973,144,Braves,76,85
1973,135,Padres,60,102
1974,110,Orioles,91,71
1974,147,Yankees,89,73
1974,111,Red Sox,84,78
1974,114,Indians,77,85
1974,158,Brewers,76,86
1974,116,Tigers,72,90
1974,133,Athletics,90,72
1974,140,Rangers,84,76
1974,142,Twins,82,80
1974,145,White Sox,80,80
1974,118,Royals,77,85
1974,108,Angels,68,94
1974,134,Pirates,88,74
1974,138,Cardinals,86,75
1974,143,Phillies,80,82
1974,120,Expos,79,82
1974,121,Mets,71,91
1974,112,Cubs,66,96
1974,119,Dodgers,102,60
1974,113,Reds,98,64
1974,144,Braves,88,74
1974,117,Astros,81,81
1974,137,Giants,72,90
1974,135,Padres,60,102
1975,111,Red Sox,95,65
1975,110,Orioles,90,69
1975,147,Yankees,83,77
1975,114,Indians,79,80
1975,158,Brewers,68,94
1975,116,Tigers,57,102
1975,133,Athletics,98,64
1975,118,Royals,91,71
1975,140,Rangers,79,83
1975,142,Twins,76,83
1975,145,White Sox,75,86
1975,108,Angels,72,89
1975,134,Pirates,92,69
1975,143,Phillies,86,76
1975,121,Mets,82,80
1975,138,Cardinals,82,80
1975,112,Cubs,75,87
1975,120,Expos,75,87
1975,113,Reds,108,54
1975,119,Dodgers,88,74
1975,137,Giants,80,81
1975,135,Padres,71,91
1975,144,Braves,67,94
1975,117,Astros,64,97
1976,147,Yankees,97,62
1976,110,Orioles,88,74
1976,111,Red Sox,83,79
1976,114,Indians,81,78
1976,116,Tigers,74,87
1976,158,Brewers,66,95
1976,118,Royals,90,72
1976,133,Athletics,87,74
1976,142,Twins,85,77
1976,108,Angels,76,86
1976,140,Rangers,76,86
1976,145,White Sox,64,97
1976,143,Phillies,101,61
1976,134,Pirates,92,70
1976,121,Mets,86,76
1976,112,Cubs,75,87
1976,138,Cardinals,72,90
1976,120,Expos,55,107
1976,113,Reds,102,60
1976,119,Dodgers,92,70
1976,117,Astros,80,82
1976,137,Giants,74,88
1976,135,Padres,73,89
1976,144,Braves,70,92
1977,147,Yankees,100,62
1977,111,Red Sox,97,64
1977,110,Orioles,97,64
1977,116,Tigers,74,88
1977,114,Indians,71,90
1977,158,Brewers,67,95
1977,141,Blue Jays,54,107
1977,118,Royals,102,60
1977,140,Rangers,94,68
1977,145,White Sox,90,72
1977,142,Twins,84,77
1977,108,Angels,74,88
1977,136,Mariners,64,98
1977,133,Athletics,63,98
1977,143,Phillies,101,61
1977,134,Pirates,96,66
1977,138,Cardinals,83,79
1977,112,Cubs,81,81
1977,120,Expos,75,87
1977,121,Mets,64,98
1977,119,Dodgers,98,64
1977,113,Reds,88,74
1977,117,Astros,81,81
1977,137,Giants,75,87
1977,135,Padres,69,93
1977,144,Braves,61,101
1978,147,Yankees,100,63
1978,111,Red Sox,99,64
1978,158,Brewers,93,69
1978,110,Orioles,90,71
1978,116,Tigers,86,76
1978,114,Indians,69,90
1978,141,Blue Jays,59,102
1978,118,Royals,92,70
1978,140,Rangers,87,75
1978,108,Angels,87,75
1978,142,Twins,73,89
1978,145,White Sox,71,90
1978,133,Athletics,69,93
1978,136,Mariners,56,104
1978,143,Phillies,90,72
1978,134,Pirates,88,73
1978,112,Cubs,79,83
1978,120,Expos,76,86
1978,138,Cardinals,69,93
1978,121,Mets,66,96
1978,119,Dodgers,95,67
1978,113,Reds,92,69
1978,137,Giants,89,73
1978,135,Padres,84,78
1978,117,Astros,74,88
1978,144,Braves,69,93
1979,110,Orioles,102,57
1979,158,Brewers,95,66
1979,111,Red Sox,91,69
1979,147,Yankees,89,71
1979,116,Tigers,85,76
1979,114,Indians,81,80
1979,141,Blue Jays,53,109
1979,108,Angels,88,74
1979,118,Royals,85,77
1979,140,Rangers,83,79
1979,142,Twins,82,80
1979,145,White Sox,73,87
1979,136,Mariners,67,95
1979,133,Athletics,54,108
1979,134,Pirates,98,64
1979,120,Expos,95,65
1979,138,Cardinals,86,76
1979,143,Phillies,84,78
1979,112,Cubs,80,82
1979,121,Mets,63,99
1979,113,Reds,90,71
1979,117,Astros,89,73
1979,119,Dodgers,79,83
1979,137,Giants,71,91
1979,135,Padres,68,93
1979,144,Braves,66,94
1980,147,Yankees,103,59
1980,110,Orioles,100,62
1980,158,Brewers,86,76
1980,111,Red Sox,83,77
1980,116,Tigers,84,78
1980,114,Indians,79,81
1980,141,Blue Jays,67,95
1980,118,Royals,97,65
1980,133,Athletics,83,79
1980,142,Twins,77,84
1980,140,Rangers,76,85
1980,145,White Sox,70,90
1980,108,Angels,65,95
1980,136,Mariners,59,103
1980,143,Phillies,91,71
1980,120,Expos,90,72
1980,134,Pirates,83,79
1980,138,Cardinals,74,88
1980,121,Mets,67,95
1980,112,Cubs,64,98
1980,117,Astros,93,70
1980,119,Dodgers,92,71
1980,113,Reds,89,73
1980,144,Braves,81,80
1980,137,Giants,75,86
1980,135,Padres,73,89
1981,158,Brewers,62,47
1981,110,Orioles,59,46
1981,147,Yankees,59,48
1981,116,Tigers,60,49
1981,111,Red Sox,59,49
1981,114,Indians,52,51
1981,141,Blue Jays,37,69
1981,133,Athletics,64,45
1981,140,Rangers,57,48
1981,145,White Sox,54,52
1981,118,Royals,50,53
1981,108,Angels,51,59
1981,136,Mariners,44,65
1981,142,Twins,41,68
1981,138,Cardinals,59,43
1981,120,Expos,60,48
1981,143,Phillies,59,48
1981,134,Pirates,46,56
1981,121,Mets,41,62
1981,112,Cubs,38,65
1981,113,Reds,66,42
1981,119,Dodgers,63,47
1981,117,Astros,61,49
1981,137,Giants,56,55
1981,144,Braves,50,56
1981,135,Padres,41,69
1982,158,Brewers,95,67
1982,110,Orioles,94,68
1982,111,Red Sox,89,73
1982,116,Tigers,83,79
1982,147,Yankees,79,83
1982,114,Indians,78,84
1982,141,Blue Jays,78,84
1982,108,Angels,93,69
1982,118,Royals,90,72
1982,145,White Sox,87,75
1982,136,Mariners,76,86
1982,133,Athletics,68,94
1982,140,Rangers,64,98
1982,142,Twins,60,102
1982,138,Cardinals,92,70
1982,143,Phillies,89,73
1982,120,Expos,86,76
1982,134,Pirates,84,78
1982,112,Cubs,73,89
1982,121,Mets,65,97
1982,144,Braves,89,73
1982,119,Dodgers,88,74
1982,137,Giants,87,75
1982,135,Padres,81,81
1982,117,Astros,77,85
1982,113,Reds,61,101
1983,110,Orioles,98,64
1983,116,Tigers,92,70
1983,147,Yankees,91,71
1983,141,Blue Jays,89,73
1983,158,Brewers,87,75
1983,111,Red Sox,78,84
1983,114,Indians,70,92
1983,145,White Sox,99,63
1983,118,Royals,79,83
1983,140,Rangers,77,85
1983,133,Athletics,74,88
1983,142,Twins,70,92
1983,108,Angels,70,92
1983,136,Mariners,60,102
1983,143,Phillies,90,72
1983,134,Pirates,84,78
1983,120,Expos,82,80
1983,138,Cardinals,79,83
1983,112,Cubs,71,91
1983,121,Mets,68,94
1983,119,Dodgers,91,71
1983,144,Braves,88,74
1983,117,Astros,85,77
1983,135,Padres,81,81
1983,137,Giants,79,83
1983,113,Reds,74,88
1984,116,Tigers,104,58
1984,141,Blue Jays,89,73
1984,147,Yankees,87,75
1984,111,Red Sox,86,76
1984,110,Orioles,85,77
1984,114,Indians,75,87
1984,158,Brewers,67,94
1984,118,Royals,84,78
1984,142,Twins,81,81
1984,108,Angels,81,81
1984,133,Athletics,77,85
1984,136,Mariners,74,88
1984,145,White Sox,74,88
1984,140,Rangers,69,92
1984,112,Cubs,96,65
1984,121,Mets,90,72
1984,138,Cardinals,84,78
1984,143,Phillies,81,81
1984,120,Expos,78,83
1984,134,Pirates,75,87
1984,135,Padres,92,70
1984,144,Braves,80,82
1984,117,Astros,80,82
1984,119,Dodgers,79,83
1984,113,Reds,70,92
1984,137,Giants,66,96
1985,141,Blue Jays,99,62
1985,147,Yankees,97,64
1985,116,Tigers,84,77
1985,110,Orioles,83,78
1985,111,Red Sox,81,81
1985,158,Brewers,71,90
1985,114,Indians,60,102
1985,118,Royals,91,71
1985,108,Angels,90,72
1985,145,White Sox,85,77
1985,142,Twins,77,85
1985,133,Athletics,77,85
1985,136,Mariners,74,88
1985,140,Rangers,62,99
1985,138,Cardinals,101,61
1985,121,Mets,98,64
1985,120,Expos,84,77
1985,112,Cubs,77,84
1985,143,Phillies,75,87
1985,134,Pirates,57,104
1985,119,Dodgers,95,67
1985,113,Reds,89,72
1985,117,Astros,83,79
1985,135,Padres,83,79
1985,144,Braves,66,96
1985,137,Giants,62,100
1986,111,Red Sox,95,66
1986,147,Yankees,90,72
1986,116,Tigers,87,75
1986,141,Blue Jays,86,76
1986,114,Indians,84,78
1986,158,Brewers,77,84
1986,110,Orioles,73,89
1986,108,Angels,92,70
1986,140,Rangers,87,75
1986,118,Royals,76,86
1986,133,Athletics,76,86
1986,145,White Sox,72,90
1986,142,Twins,71,91
1986,136,Mariners,67,95
1986,121,Mets,108,54
1986,143,Phillies,86,75
1986,138,Cardinals,79,82
1986,120,Expos,78,83
1986,112,Cubs,70,90
1986,134,Pirates,64,98
1986,117,Astros,96,66
1986,113,Reds,86,76
1986,137,Giants,83,79
1986,135,Padres,74,88
1986,119,Dodgers,73,89
1986,144,Braves,72,89
1987,116,Tigers,98,64
1987,141,Blue Jays,96,66
1987,158,Brewers,91,71
1987,147,Yankees,89,73
1987,111,Red Sox,78,84
1987,110,Orioles,67,95
1987,114,Indians,61,101
1987,142,Twins,85,77
1987,118,Royals,83,79
1987,133,Athletics,81,81
1987,136,Mariners,78,84
1987,145,White Sox,77,85
1987,140,Rangers,75,87
1987,108,Angels,75,87
1987,138,Cardinals,95,67
1987,121,Mets,92,70
1987,120,Expos,91,71
1987,143,Phillies,80,82
1987,134,Pirates,80,82
1987,112,Cubs,76,85
1987,137,Giants,90,72
1987,113,Reds,84,78
1987,117,Astros,76,86
1987,119,Dodgers,73,89
1987,144,Braves,69,92
1987,135,Padres,65,97
1988,111,Red Sox,89,73
1988,116,Tigers,88,74
1988,158,Brewers,87,75
1988,141,Blue Jays,87,75
1988,147,Yankees,85,76
1988,114,Indians,78,84
1988,110,Orioles,54,107
1988,133,Athletics,104,58
1988,142,Twins,91,71
1988,118,Royals,84,77
1988,108,Angels,75,87
1988,145,White Sox,71,90
1988,140,Rangers,70,91
1988,136,Mariners,68,93
1988,121,Mets,100,60
1988,134,Pirates,85,75
1988,120,Expos,81,81
1988,112,Cubs,77,85
1988,138,Cardinals,76,86
1988,143,Phillies,65,96
1988,119,Dodgers,94,67
1988,113,Reds,87,74
1988,135,Padres,83,78
1988,137,Giants,83,79
1988,117,Astros,82,80
1988,144,Braves,54,106
1989,141,Blue Jays,89,73
1989,110,Orioles,87,75
1989,111,Red Sox,83,79
1989,158,Brewers,81,81
1989,147,Yankees,74,87
1989,114,Indians,73,89
1989,116,Tigers,59,103
1989,133,Athletics,99,63
1989,118,Royals,92,70
1989,108,Angels,91,71
1989,140,Rangers,83,79
1989,142,Twins,80,82
1989,136,Mariners,73,89
1989,145,White Sox,69,92
1989,112,Cubs,93,69
1989,121,Mets,87,75
1989,138,Cardinals,86,76
1989,120,Expos,81,81
1989,134,Pirates,74,88
1989,143,Phillies,67,95
1989,137,Giants,92,70
1989,135,Padres,89,73
1989,117,Astros,86,76
1989,119,Dodgers,77,83
1989,113,Reds,75,87
1989,144,Braves,63,97
1990,111,Red Sox,88,74
1990,141,Blue Jays,86,76
1990,116,Tigers,79,83
1990,114,Indians,77,85
1990,110,Orioles,76,85
1990,158,Brewers,74,88
1990,147,Yankees,67,95
1990,133,Athletics,103,59
1990,145,White Sox,94,68
1990,140,Rangers,83,79
1990,108,Angels,80,82
1990,136,Mariners,77,85
1990,118,Royals,75,86
1990,142,Twins,74,88
1990,134,Pirates,95,67
1990,121,Mets,91,71
1990,120,Expos,85,77
1990,112,Cubs,77,85
1990,143,Phillies,77,85
1990,138,Cardinals,70,92
1990,113,Reds,91,71
1990,119,Dodgers,86,76
1990,137,Giants,85,77
1990,135,Padres,75,87
1990,117,Astros,75,87
1990,144,Braves,65,97
1991,141,Blue Jays,91,71
1991,116,Tigers,84,78
1991,111,Red Sox,84,78
1991,158,Brewers,83,79
1991,147,Yankees,71,91
1991,110,Orioles,67,95
1991,114,Indians,57,105
1991,142,Twins,95,67
1991,145,White Sox,87,75
1991,140,Rangers,85,77
1991,133,Athletics,84,78
1991,136,Mariners,83,79
1991,118,Royals,82,80
1991,108,Angels,81,81
1991,134,Pirates,98,64
1991,138,Cardinals,84,78
1991,143,Phillies,78,84
1991,112,Cubs,77,83
1991,121,Mets,77,84
1991,120,Expos,71,90
1991,144,Braves,94,68
1991,119,Dodgers,93,69
1991,135,Padres,84,78
1991,137,Giants,75,87
1991,113,Reds,74,88
1991,117,Astros,65,97
1992,141,Blue Jays,96,66
1992,158,Brewers,92,70
1992,110,Orioles,89,73
1992,114,Indians,76,86
1992,147,Yankees,76,86
1992,116,Tigers,75,87
1992,111,Red Sox,73,89
1992,133,Athletics,96,66
1992,142,Twins,90,72
1992,145,White Sox,86,76
1992,140,Rangers,77,85
1992,108,Angels,72,90
1992,118,Royals,72,90
1992,136,Mariners,64,98
1992,134,Pirates,96,66
1992,120,Expos,87,75
1992,138,Cardinals,83,79
1992,112,Cubs,78,84
1992,121,Mets,72,90
1992,143,Phillies,70,92
1992,144,Braves,98,64
1992,113,Reds,90,72
1992,135,Padres,82,80
1992,117,Astros,81,81
1992,137,Giants,72,90
1992,119,Dodgers,63,99
1993,141,Blue Jays,95,67
1993,147,Yankees,88,74
1993,116,Tigers,85,77
1993,110,Orioles,85,77
1993,111,Red Sox,80,82
1993,114,Indians,76,86
1993,158,Brewers,69,93
1993,145,White Sox,94,68
1993,140,Rangers,86,76
1993,118,Royals,84,78
1993,136,Mariners,82,80
1993,142,Twins,71,91
1993,108,Angels,71,91
1993,133,Athletics,68,94
1993,143,Phillies,97,65
1993,120,Expos,94,68
1993,138,Cardinals,87,75
1993,112,Cubs,84,78
1993,134,Pirates,75,87
1993,146,Marlins,64,98
1993,121,Mets,59,103
1993,144,Braves,104,58
1993,137,Giants,103,59
1993,117,Astros,85,77
1993,119,Dodgers,81,81
1993,113,Reds,73,89
1993,115,Rockies,67,95
1993,135,Padres,61,101
1994,147,Yankees,70,43
1994,110,Orioles,63,49
1994,141,Blue Jays,55,60
1994,111,Red Sox,54,61
1994,116,Tigers,53,62
1994,145,White Sox,67,46
1994,114,Indians,66,47
1994,118,Royals,64,51
1994,142,Twins,53,60
1994,158,Brewers,53,62
1994,140,Rangers,52,62
1994,133,Athletics,51,63
1994,136,Mariners,49,63
1994,108,Angels,47,68
1994,120,Expos,74,40
1994,144,Braves,68,46
1994,121,Mets,55,58
1994,143,Phillies,54,61
1994,146,Marlins,51,64
1994,113,Reds,66,48
1994,117,Astros,66,49
1994,138,Cardinals,53,61
1994,134,Pirates,53,61
1994,112,Cubs,49,64
1994,119,Dodgers,58,56
1994,137,Giants,55,60
1994,115,Rockies,53,64
1994,135,Padres,47,70
1995,111,Red Sox,86,58
1995,147,Yankees,79,65
1995,110,Orioles,71,73
1995,116,Tigers,60,84
1995,141,Blue Jays,56,88
1995,114,Indians,100,44
1995,118,Royals,70,74
1995,145,White Sox,68,76
1995,158,Brewers,65,79
1995,142,Twins,56,88
1995,136,Mariners,79,66
1995,108,Angels,78,67
1995,140,Rangers,74,70
1995,133,Athletics,67,77
1995,144,Braves,90,54
1995,121,Mets,69,75
1995,143,Phillies,69,75
1995,146,Marlins,67,76
1995,120,Expos,66,78
1995,113,Reds,85,59
1995,117,Astros,76,68
1995,112,Cubs,73,71
1995,138,Cardinals,62,81
1995,134,Pirates,58,86
1995,119,Dodgers,78,66
1995,115,Rockies,77,67
1995,135,Padres,70,74
1995,137,Giants,67,77
1996,147,Yankees,92,70
1996,110,Orioles,88,74
1996,111,Red Sox,85,77
1996,141,Blue Jays,74,88
1996,116,Tigers,53,109
1996,114,Indians,99,62
1996,145,White Sox,85,77
1996,158,Brewers,80,82
1996,142,Twins,78,84
1996,118,Royals,75,86
1996,140,Rangers,90,72
1996,136,Mariners,85,76
1996,133,Athletics,78,84
1996,108,Angels,70,91
1996,144,Braves,96,66
1996,120,Expos,88,74
1996,146,Marlins,80,82
1996,121,Mets,71,91
1996,143,Phillies,67,95
1996,138,Cardinals,88,74
1996,117,Astros,82,80
1996,113,Reds,81,81
1996,112,Cubs,76,86
1996,134,Pirates,73,89
1996,135,Padres,91,71
1996,119,Dodgers,90,72
1996,115,Rockies,83,79
1996,137,Giants,68,94
1997,110,Orioles,98,64
1997,147,Yankees,96,66
1997,116,Tigers,79,83
1997,111,Red Sox,78,84
1997,141,Blue Jays,76,86
1997,114,Indians,86,75
1997,145,White Sox,80,81
1997,158,Brewers,78,83
1997,142,Twins,68,94
1997,118,Royals,67,94
1997,136,Mariners,90,72
1997,108,Angels,84,78
1997,140,Rangers,77,85
1997,133,Athletics,65,97
1997,144,Braves,101,61
1997,146,Marlins,92,70
1997,121,Mets,88,74
1997,120,Expos,78,84
1997,143,Phillies,68,94
1997,117,Astros,84,78
1997,134,Pirates,79,83
1997,113,Reds,76,86
1997,138,Cardinals,73,89
1997,112,Cubs,68,94
1997,137,Giants,90,72
1997,119,Dodgers,88,74
1997,115,Rockies,83,79
1997,135,Padres,76,86
1998,147,Yankees,114,48
1998,111,Red Sox,92,70
1998,141,Blue Jays,88,74
1998,110,Orioles,79,83
1998,139,Devil Rays,63,99
1998,114,Indians,89,73
1998,145,White Sox,80,82
1998,118,Royals,72,89
1998,142,Twins,70,92
1998,116,Tigers,65,97
1998,140,Rangers,88,74
1998,108,Angels,85,77
1998,136,Mariners,76,85
1998,133,Athletics,74,88
1998,144,Braves,106,56
1998,121,Mets,88,74
1998,143,Phillies,75,87
1998,120,Expos,65,97
1998,146,Marlins,54,108
1998,117,Astros,102,60
1998,112,Cubs,90,73
1998,138,Cardinals,83,79
1998,113,Reds,77,85
1998,158,Brewers,74,88
1998,134,Pirates,69,93
1998,135,Padres,98,64
1998,137,Giants,89,74
1998,119,Dodgers,83,79
1998,115,Rockies,77,85
1998,109,Diamondbacks,65,97
1999,147,Yankees,98,64
1999,111,Red Sox,94,68
1999,141,Blue Jays,84,78
1999,110,Orioles,78,84
1999,139,Devil Rays,69,93
1999,114,Indians,97,65
1999,145,White Sox,75,86
1999,116,Tigers,69,92
1999,118,Royals,64,97
1999,142,Twins,63,97
1999,140,Rangers,95,67
1999,133,Athletics,87,75
1999,136,Mariners,79,83
1999,108,Angels,70,92
1999,144,Braves,103,59
1999,121,Mets,97,66
1999,143,Phillies,77,85
1999,120,Expos,68,94
1999,146,Marlins,64,98
1999,117,Astros,97,65
1999,113,Reds,96,67
1999,134,Pirates,78,83
1999,138,Cardinals,75,86
1999,158,Brewers,74,87
1999,112,Cubs,67,95
1999,109,Diamondbacks,100,62
1999,137,Giants,86,76
1999,119,Dodgers,77,85
1999,135,Padres,74,88
1999,115,Rockies,72,90
2000,147,Yankees,87,74
2000,111,Red Sox,85,77
2000,141,Blue Jays,83,79
2000,110,Orioles,74,88
2000,139,Devil Rays,69,92
2000,145,White Sox,95,67
2000,114,Indians,90,72
2000,116,Tigers,79,83
2000,118,Royals,77,85
2000,142,Twins,69,93
2000,133,Athletics,91,70
2000,136,Mariners,91,71
2000,108,Angels,82,80
2000,140,Rangers,71,91
2000,144,Braves,95,67
2000,121,Mets,94,68
2000,146,Marlins,79,82
2000,120,Expos,67,95
2000,143,Phillies,65,97
2000,138,Cardinals,95,67
2000,113,Reds,85,77
2000,158,Brewers,73,89
2000,117,Astros,72,90
2000,134,Pirates,69,93
2000,112,Cubs,65,97
2000,137,Giants,97,65
2000,119,Dodgers,86,76
2000,109,Diamondbacks,85,77
2000,115,Rockies,82,80
2000,135,Padres,76,86
2001,147,Yankees,95,65
2001,111,Red Sox,82,79
2001,141,Blue Jays,80,82
2001,110,Orioles,63,98
2001,139,Devil Rays,62,100
2001,114,Indians,91,71
2001,142,Twins,85,77
2001,145,White Sox,83,79
2001,116,Tigers,66,96
2001,118,Royals,65,97
2001,136,Mariners,116,46
2001,133,Athletics,102,60
2001,108,Angels,75,87
2001,140,Rangers,73,89
2001,144,Braves,88,74
2001,143,Phillies,86,76
2001,121,Mets,82,80
2001,146,Marlins,76,86
2001,120,Expos,68,94
2001,117,Astros,93,69
2001,138,Cardinals,93,69
2001,112,Cubs,88,74
2001,158,Brewers,68,94
2001,113,Reds,66,96
2001,134,Pirates,62,100
2001,109,Diamondbacks,92,70
2001,137,Giants,90,72
2001,119,Dodgers,86,76
2001,135,Padres,79,83
2001,115,Rockies,73,89
2002,147,Yankees,103,58
2002,111,Red Sox,93,69
2002,141,Blue Jays,78,84
2002,110,Orioles,67,95
2002,139,Devil Rays,55,106
2002,142,Twins,94,67
2002,145,White Sox,81,81
2002,114,Indians,74,88
2002,118,Royals,62,100
2002,116,Tigers,55,106
2002,133,Athletics,103,59
2002,108,Angels,99,63
2002,136,Mariners,93,69
2002,140,Rangers,72,90
2002,144,Braves,101,59
2002,120,Expos,83,79
2002,143,Phillies,80,81
2002,146,Marlins,79,83
2002,121,Mets,75,86
2002,138,Cardinals,97,65
2002,117,Astros,84,78
2002,113,Reds,78,84
2002,134,Pirates,72,89
2002,112,Cubs,67,95
2002,158,Brewers,56,106
2002,109,Diamondbacks,98,64
2002,137,Giants,95,66
2002,119,Dodgers,92,70
2002,115,Rockies,73,89
2002,135,Padres,66,96
2003,147,Yankees,101,61
2003,111,Red Sox,95,67
2003,141,Blue Jays,86,76
2003,110,Orioles,71,91
2003,139,Devil Rays,63,99
2003,142,Twins,90,72
2003,145,White Sox,86,76
2003,118,Royals,83,79
2003,114,Indians,68,94
2003,116,Tigers,43,119
2003,133,Athletics,96,66
2003,136,Mariners,93,69
2003,108,Angels,77,85
2003,140,Rangers,71,91
2003,144,Braves,101,61
2003,146,Marlins,91,71
2003,143,Phillies,86,76
2003,120,Expos,83,79
2003,121,Mets,66,95
2003,112,Cubs,88,74
2003,117,Astros,87,75
2003,138,Cardinals,85,77
2003,134,Pirates,75,87
2003,113,Reds,69,93
2003,158,Brewers,68,94
2003,137,Giants,100,61
2003,119,Dodgers,85,77
2003,109,Diamondbacks,84,78
2003,115,Rockies,74,88
2003,135,Padres,64,98
2004,147,Yankees,101,61
2004,111,Red Sox,98,64
2004,110,Orioles,78,84
2004,139,Devil Rays,70,91
2004,141,Blue Jays,67,94
2004,142,Twins,92,70
2004,145,White Sox,83,79
2004,114,Indians,80,82
2004,116,Tigers,72,90
2004,118,Royals,58,104
2004,108,Angels,92,70
2004,133,Athletics,91,71
2004,140,Rangers,89,73
2004,136,Mariners,63,99
2004,144,Braves,96,66
2004,143,Phillies,86,76
2004,146,Marlins,83,79
2004,121,Mets,71,91
2004,120,Expos,67,95
2004,138,Cardinals,105,57
2004,117,Astros,92,70
2004,112,Cubs,89,73
2004,113,Reds,76,86
2004,134,Pirates,72,89
2004,158,Brewers,67,94
2004,119,Dodgers,93,69
2004,137,Giants,91,71
2004,135,Padres,87,75
2004,115,Rockies,68,94
2004,109,Diamondbacks,51,111
2005,147,Yankees,95,67
2005,111,Red Sox,95,67
2005,141,Blue Jays,80,82
2005,110,Orioles,74,88
2005,139,Devil Rays,67,95
2005,145,White Sox,99,63
2005,114,Indians,93,69
2005,142,Twins,83,79
2005,116,Tigers,71,91
2005,118,Royals,56,106
2005,108,Angels,95,67
2005,133,Athletics,88,74
2005,140,Rangers,79,83
2005,136,Mariners,69,93
2005,144,Braves,90,72
2005,143,Phillies,88,74
2005,121,Mets,83,79
2005,146,Marlins,83,79
2005,120,Nationals,81,81
2005,138,Cardinals,100,62
2005,117,Astros,89,73
2005,158,Brewers,81,81
2005,112,Cubs,79,83
2005,113,Reds,73,89
2005,134,Pirates,67,95
2005,135,Padres,82,80
2005,109,Diamondbacks,77,85
2005,137,Giants,75,87
2005,119,Dodgers,71,91
2005,115,Rockies,67,95
2006,147,Yankees,97,65
2006,141,Blue Jays,87,75
2006,111,Red Sox,86,76
2006,110,Orioles,70,92
2006,139,Devil Rays,61,101
2006,142,Twins,96,66
2006,116,Tigers,95,67
2006,145,White Sox,90,72
2006,114,Indians,78,84
2006,118,Royals,62,100
2006,133,Athletics,93,69
2006,108,Angels,89,73
2006,140,Rangers,80,82
2006,136,Mariners,78,84
2006,121,Mets,97,65
2006,143,Phillies,85,77
2006,144,Braves,79,83
2006,146,Marlins,78,84
2006,120,Nationals,71,91
2006,138,Cardinals,83,78
2006,117,Astros,82,80
2006,113,Reds,80,82
2006,158,Brewers,75,87
2006,134,Pirates,67,95
2006,112,Cubs,66,96
2006,135,Padres,88,74
2006,119,Dodgers,88,74
2006,137,Giants,76,85
2006,109,Diamondbacks,76,86
2006,115,Rockies,76,86
2007,111,Red Sox,96,66
2007,147,Yankees,94,68
2007,141,Blue Jays,83,79
2007,110,Orioles,69,93
2007,139,Devil Rays,66,96
2007,114,Indians,96,66
2007,116,Tigers,88,74
2007,142,Twins,79,83
2007,145,White Sox,72,90
2007,118,Royals,69,93
2007,108,Angels,94,68
2007,136,Mariners,88,74
2007,133,Athletics,76,86
2007,140,Rangers,75,87
2007,143,Phillies,89,73
2007,121,Mets,88,74
2007,144,Braves,84,78
2007,120,Nationals,73,89
2007,146,Marlins,71,91
2007,112,Cubs,85,77
2007,158,Brewers,83,79
2007,138,Cardinals,78,84
2007,117,Astros,73,89
2007,113,Reds,72,90
2007,134,Pirates,68,94
2007,109,Diamondbacks,90,72
2007,115,Rockies,90,73
2007,135,Padres,89,74
2007,119,Dodgers,82,80
2007,137,Giants,71,91
2008,139,Rays,97,65
2008,111,Red Sox,95,67
2008,147,Yankees,89,73
2008,141,Blue Jays,86,76
2008,110,Orioles,68,93
2008,145,White Sox,89,74
2008,142,Twins,88,75
2008,114,Indians,81,81
2008,118,Royals,75,87
2008,116,Tigers,74,88
2008,108,Angels,100,62
2008,140,Rangers,79,83
2008,133,Athletics,75,86
2008,136,Mariners,61,101
2008,143,Phillies,92,70
2008,121,Mets,89,73
2008,146,Marlins,84,77
2008,144,Braves,72,90
2008,120,Nationals,59,102
2008,112,Cubs,97,64
2008,158,Brewers,90,72
2008,117,Astros,86,75
2008,138,Cardinals,86,76
2008,113,Reds,74,88
2008,134,Pirates,67,95
