season,team,pick,pfr_player_name,position,hof,probowls,seasons_started,w_av,dr_av,games,active,bust_a,bust_b,bust_c,triple_bust,clean_hit
2002,DET,3,Joey Harrington,QB,False,0,6,31,23,81,0,1,0,0,0,0
2002,BUF,4,Mike Williams,T,False,0,4,24,21,59,0,1,1,0,0,0
2002,LAC,5,Quentin Jammer,DB,False,0,10,52,51,183,0,1,0,0,0,0
2002,KC,6,Ryan Sims,DT,False,0,3,22,14,105,0,1,1,1,1,0
2002,MIN,7,Bryant McKinnie,T,False,1,11,64,52,179,0,0,0,0,0,1
2002,DAL,8,Roy Williams,DB,False,5,7,59,54,114,0,0,0,0,0,1
2002,JAX,9,John Henderson,DT,False,2,8,64,62,146,0,0,0,0,0,1
2002,CIN,10,Levi Jones,T,False,0,7,42,39,103,0,1,0,0,0,0
2002,IND,11,Dwight Freeney,DE,True,7,11,81,77,218,0,0,0,0,0,1
2002,ARI,12,Wendell Bryant,DT,False,0,0,4,4,29,0,1,1,1,1,0
2002,NO,13,Donte' Stallworth,WR,False,0,4,39,22,115,0,1,0,0,0,0
2002,NYG,14,Jeremy Shockey,TE,False,4,10,48,35,136,0,0,0,0,0,1
2002,TEN,15,Albert Haynesworth,DT,False,2,7,55,48,123,0,0,0,0,0,1
2002,CLE,16,William Green,RB,False,0,3,14,14,46,0,1,1,1,1,0
2002,LV,17,Phillip Buchanon,DB,False,0,5,34,15,122,0,1,0,0,0,0
2002,ATL,18,T.J. Duckett,RB,False,0,1,22,18,93,0,1,0,1,0,0
2002,DEN,19,Ashley Lelie,WR,False,0,4,35,30,107,0,1,0,0,0,0
2002,GB,20,Javon Walker,WR,False,1,3,40,25,83,0,0,0,1,0,0
2002,NE,21,Daniel Graham,TE,False,0,7,19,13,148,0,1,0,0,0,0
2002,NYJ,22,Bryan Thomas,DE,False,0,7,49,49,157,0,1,0,0,0,0
2002,LV,23,Napoleon Harris,LB,False,0,6,33,14,100,0,1,0,0,0,0
2002,BAL,24,Ed Reed,DB,True,9,11,102,100,174,0,0,0,0,0,1
2002,NO,25,Charles Grant,DE,False,0,7,46,46,118,0,1,0,0,0,0
2002,PHI,26,Lito Sheppard,DB,False,2,7,48,42,126,0,0,0,0,0,1
2002,SF,27,Mike Rumph,DB,False,0,1,8,8,43,0,1,1,1,1,0
2002,SEA,28,Jerramy Stevens,TE,False,0,2,18,13,121,0,1,0,1,0,0
2002,CHI,29,Marc Colombo,T,False,0,6,42,2,111,0,1,0,0,0,0
2002,PIT,30,Kendall Simmons,G,False,0,5,35,34,84,0,1,0,0,0,0
2002,LAR,31,Robert Thomas,LB,False,0,5,21,13,84,0,1,0,0,0,0
2002,WAS,32,Patrick Ramsey,QB,False,0,1,14,13,37,0,1,1,1,1,0
2003,CIN,1,Carson Palmer,QB,False,3,12,107,60,182,0,0,0,0,0,1
2003,DET,2,Charles Rogers,WR,False,0,0,4,4,15,0,1,1,1,1,0
2003,HOU,3,Andre Johnson,WR,True,7,12,94,92,193,0,0,0,0,0,1
2003,NYJ,4,Dewayne Robertson,DT,False,0,6,34,31,92,0,1,0,0,0,0
2003,DAL,5,Terence Newman,DB,False,2,15,70,52,221,0,0,0,0,0,1
2003,NO,6,Johnathan Sullivan,DT,False,0,1,10,10,36,0,1,1,1,1,0
2003,JAX,7,Byron Leftwich,QB,False,0,3,33,30,60,0,1,0,1,0,0
2003,CAR,8,Jordan Gross,T,False,3,11,69,69,167,0,0,0,0,0,1
2003,MIN,9,Kevin Williams,DT,False,6,12,102,98,203,0,0,0,0,0,1
2003,BAL,10,Terrell Suggs,LB,False,7,15,110,107,244,0,0,0,0,0,1
2003,SEA,11,Marcus Trufant,DB,False,1,8,49,49,136,0,0,0,0,0,1
2003,LAR,12,Jimmy Kennedy,DT,False,0,2,16,12,92,0,1,1,1,1,0
2003,NE,13,Ty Warren,DE,False,0,6,45,45,106,0,1,0,0,0,0
2003,CHI,14,Michael Haynes,DE,False,0,0,8,8,43,0,1,1,1,1,0
2003,PHI,15,Jerome McDougle,DE,False,0,0,3,3,37,0,1,1,1,1,0
2003,PIT,16,Troy Polamalu,DB,True,8,10,96,96,158,0,0,0,0,0,1
2003,ARI,17,Bryant Johnson,WR,False,0,4,26,18,139,0,1,0,0,0,0
2003,ARI,18,Calvin Pace,DE,False,0,10,61,13,187,0,1,0,0,0,0
2003,BAL,19,Kyle Boller,QB,False,0,4,16,17,67,0,1,1,0,0,0
2003,DEN,20,George Foster,T,False,0,4,31,26,68,0,1,0,0,0,0
2003,CLE,21,Jeff Faine,C,False,0,8,45,11,125,0,1,0,0,0,0
2003,CHI,22,Rex Grossman,QB,False,0,3,23,16,54,0,1,0,1,0,0
2003,BUF,23,Willis McGahee,RB,False,2,7,56,26,142,0,0,0,0,0,1
2003,IND,24,Dallas Clark,TE,False,1,9,51,47,143,0,0,0,0,0,1
2003,NYG,25,William Joseph,DT,False,0,1,11,11,69,0,1,1,1,1,0
2003,SF,26,Kwame Harris,T,False,0,3,22,19,86,0,1,0,1,0,0
2003,KC,27,Larry Johnson,RB,False,2,4,51,50,85,0,0,0,0,0,1
2003,TEN,28,Andre Woolfolk,DB,False,0,0,6,6,39,0,1,1,1,1,0
2003,GB,29,Nick Barnett,LB,False,0,9,60,50,153,0,1,0,0,0,0
2003,LAC,30,Sammy Davis,DB,False,0,2,12,11,71,0,1,1,1,1,0
2003,LV,31,Nnamdi Asomugha,DB,False,3,8,64,56,157,0,0,0,0,0,1
2003,LV,32,Tyler Brayton,DE,False,0,6,40,17,141,0,1,0,0,0,0
2004,LAC,1,Eli Manning,QB,False,4,14,121,0,236,0,0,0,0,0,1
2004,LV,2,Robert Gallery,T,False,0,7,38,35,104,0,1,0,0,0,0
2004,ARI,3,Larry Fitzgerald,WR,True,11,17,93,93,263,0,0,0,0,0,1
2004,NYG,4,Philip Rivers,QB,False,8,15,150,0,247,0,0,0,0,0,1
2004,WAS,5,Sean Taylor,DB,False,2,4,32,32,55,0,0,0,0,0,1
2004,CLE,6,Kellen Winslow,TE,False,1,5,37,19,105,0,0,0,0,0,1
2004,DET,7,Roy Williams,WR,False,1,7,42,30,115,0,0,0,0,0,1
2004,ATL,8,DeAngelo Hall,DB,False,3,10,61,28,171,0,0,0,0,0,1
2004,JAX,9,Reggie Williams,WR,False,0,3,23,23,79,0,1,0,1,0,0
2004,HOU,10,Dunta Robinson,DB,False,0,8,41,23,139,0,1,0,0,0,0
2004,PIT,11,Ben Roethlisberger,QB,False,6,17,131,131,249,0,0,0,0,0,1
2004,NYJ,12,Jonathan Vilma,LB,False,3,8,56,25,125,0,0,0,0,0,1
2004,BUF,13,Lee Evans,WR,False,0,7,47,47,118,0,1,0,0,0,0
2004,CHI,14,Tommie Harris,DT,False,3,6,56,55,117,0,0,0,0,0,1
2004,TB,15,Michael Clayton,WR,False,0,5,22,22,95,0,1,0,0,0,0
2004,PHI,16,Shawn Andrews,G,False,2,3,35,32,63,0,0,0,1,0,0
2004,DEN,17,D.J. Williams,LB,False,0,9,48,45,145,0,1,0,0,0,0
2004,NO,18,Will Smith,DE,False,1,7,52,52,139,0,0,0,0,0,1
2004,MIA,19,Vernon Carey,T,False,0,7,44,44,121,0,1,0,0,0,0
2004,MIN,20,Kenechi Udeze,DE,False,0,3,20,20,51,0,1,0,1,0,0
2004,NE,21,Vince Wilfork,NT,False,5,11,90,81,189,0,0,0,0,0,1
2004,BUF,22,J.P. Losman,QB,False,0,1,19,19,45,0,1,0,1,0,0
2004,SEA,23,Marcus Tubbs,DT,False,0,1,9,9,29,0,1,1,1,1,0
2004,LAR,24,Steven Jackson,RB,False,3,10,75,68,160,0,0,0,0,0,1
2004,GB,25,Ahmad Carroll,DB,False,0,2,14,13,57,0,1,1,1,1,0
2004,CIN,26,Chris Perry,RB,False,0,0,9,9,35,0,1,1,1,1,0
2004,HOU,27,Jason Babin,LB,False,2,5,46,9,148,0,0,0,0,0,1
2004,CAR,28,Chris Gamble,DB,False,0,8,44,44,123,0,1,0,0,0,0
2004,ATL,29,Michael Jenkins,WR,False,0,6,39,33,130,0,1,0,0,0,0
2004,DET,30,Kevin Jones,RB,False,0,4,27,26,64,0,1,0,0,0,0
2004,SF,31,Rashaun Woods,WR,False,0,0,1,1,14,0,1,1,1,1,0
2004,NE,32,Ben Watson,TE,False,0,11,40,19,205,0,1,0,0,0,0
2005,SF,1,Alex Smith,QB,False,3,14,98,28,174,0,0,0,0,0,1
2005,MIA,2,Ronnie Brown,RB,False,1,6,41,36,132,0,0,0,0,0,1
2005,CLE,3,Braylon Edwards,WR,False,1,5,41,27,112,0,0,0,0,0,1
2005,CHI,4,Cedric Benson,RB,False,0,6,36,10,96,0,1,0,0,0,0
2005,TB,5,Cadillac Williams,RB,False,0,4,28,27,81,0,1,0,0,0,0
2005,TEN,6,Adam Jones,DB,False,1,6,50,13,146,0,0,0,0,0,1
2005,MIN,7,Troy Williamson,WR,False,0,1,8,8,49,0,1,1,1,1,0
2005,ARI,8,Antrel Rolle,DB,False,3,9,57,20,155,0,0,0,0,0,1
2005,WAS,9,Carlos Rogers,DB,False,1,7,47,26,133,0,0,0,0,0,1
2005,DET,10,Mike Williams,WR,False,0,2,12,4,56,0,1,1,1,1,0
2005,DAL,11,DeMarcus Ware,LB,True,9,11,100,88,178,0,0,0,0,0,1
2005,LAC,12,Shawne Merriman,LB,False,3,4,40,38,75,0,0,0,0,0,1
2005,NO,13,Jammal Brown,T,False,2,6,49,39,85,0,0,0,0,0,1
2005,CAR,14,Thomas Davis,LB,False,3,12,80,74,199,0,0,0,0,0,1
2005,KC,15,Derrick Johnson,LB,False,4,11,80,79,188,0,0,0,0,0,1
2005,HOU,16,Travis Johnson,DT,False,0,3,17,15,76,0,1,1,1,1,0
2005,CIN,17,David Pollack,LB,False,0,0,3,3,16,0,1,1,1,1,0
2005,MIN,18,Erasmus James,DE,False,0,1,6,6,28,0,1,1,1,1,0
2005,LAR,19,Alex Barron,T,False,0,5,27,27,87,0,1,0,0,0,0
2005,DAL,20,Marcus Spears,DE,False,0,6,36,35,124,0,1,0,0,0,0
2005,JAX,21,Matt Jones,WR,False,0,1,22,22,54,0,1,0,1,0,0
2005,BAL,22,Mark Clayton,WR,False,0,5,28,26,83,0,1,0,0,0,0
2005,LV,23,Fabian Washington,DB,False,0,4,20,9,81,0,1,0,0,0,0
2005,GB,24,Aaron Rodgers,QB,False,10,16,169,161,264,0,0,0,0,0,1
2005,WAS,25,Jason Campbell,QB,False,0,5,48,34,90,0,1,0,0,0,0
2005,SEA,26,Chris Spencer,C,False,0,6,38,29,137,0,1,0,0,0,0
2005,ATL,27,Roddy White,WR,False,4,10,88,88,171,0,0,0,0,0,1
2005,LAC,28,Luis Castillo,DE,False,0,6,33,33,82,0,1,0,0,0,0
2005,IND,29,Marlin Jackson,DB,False,0,2,14,14,56,0,1,1,1,1,0
2005,PIT,30,Heath Miller,TE,False,2,11,45,45,168,0,0,0,0,0,1
2005,PHI,31,Mike Patterson,DT,False,0,6,48,44,147,0,1,0,0,0,0
2005,NE,32,Logan Mankins,G,False,7,11,102,94,161,0,0,0,0,0,1
2006,HOU,1,Mario Williams,DE,False,4,9,79,36,158,0,0,0,0,0,1
2006,NO,2,Reggie Bush,RB,False,0,8,61,34,134,0,1,0,0,0,0
2006,TEN,3,Vince Young,QB,False,2,4,33,31,60,0,0,0,0,0,1
2006,NYJ,4,D'Brickashaw Ferguson,T,False,3,10,58,58,160,0,0,0,0,0,1
2006,GB,5,A.J. Hawk,LB,False,1,10,55,52,159,0,0,0,0,0,1
2006,SF,6,Vernon Davis,TE,False,2,11,51,42,198,0,0,0,0,0,1
2006,LV,7,Michael Huff,DB,False,0,6,33,33,118,0,1,0,0,0,0
2006,BUF,8,Donte Whitner,DB,False,2,10,47,19,157,0,0,0,0,0,1
2006,DET,9,Ernie Sims,LB,False,0,4,29,18,109,0,1,0,0,0,0
2006,ARI,10,Matt Leinart,QB,False,0,1,12,12,33,0,1,1,1,1,0
2006,DEN,11,Jay Cutler,QB,False,1,10,86,28,153,0,0,0,0,0,1
2006,BAL,12,Haloti Ngata,DT,False,5,12,100,92,180,0,0,0,0,0,1
2006,CLE,13,Kamerion Wimbley,DE,False,0,8,44,24,140,0,1,0,0,0,0
2006,PHI,14,Brodrick Bunkley,DT,False,0,7,40,25,130,0,1,0,0,0,0
2006,LAR,15,Tye Hill,DB,False,0,0,9,7,40,0,1,1,1,1,0
2006,MIA,16,Jason Allen,DB,False,0,1,13,9,98,0,1,1,1,1,0
2006,MIN,17,Chad Greenway,LB,False,2,10,66,66,156,0,0,0,0,0,1
2006,DAL,18,Bobby Carpenter,LB,False,0,0,11,5,93,0,1,1,1,1,0
2006,LAC,19,Antonio Cromartie,DB,False,4,8,66,26,162,0,0,0,0,0,1
2006,KC,20,Tamba Hali,DE,False,5,10,75,75,177,0,0,0,0,0,1
2006,NE,21,Laurence Maroney,RB,False,0,0,26,25,49,0,1,0,1,0,0
2006,SF,22,Manny Lawson,DE,False,0,7,47,23,143,0,1,0,0,0,0
2006,TB,23,Davin Joseph,G,False,2,8,42,38,116,0,0,0,0,0,1
2006,CIN,24,Johnathan Joseph,DB,False,2,15,67,19,211,0,0,0,0,0,1
2006,PIT,25,Santonio Holmes,WR,False,0,6,47,35,112,0,1,0,0,0,0
2006,BUF,26,John McCargo,DT,False,0,0,4,4,44,0,1,1,1,1,0
2006,CAR,27,DeAngelo Williams,RB,False,1,6,61,51,142,0,0,0,0,0,1
2006,JAX,28,Marcedes Lewis,TE,False,1,15,35,33,290,0,0,0,0,0,1
2006,NYJ,29,Nick Mangold,C,False,7,11,73,73,164,0,0,0,0,0,1
2006,IND,30,Joseph Addai,RB,False,1,4,50,50,78,0,0,0,0,0,1
2006,SEA,31,Kelly Jennings,DB,False,0,2,18,17,91,0,1,0,1,0,0
2006,NYG,32,Mathias Kiwanuka,DE,False,0,5,37,37,120,0,1,0,0,0,0
2007,LV,1,JaMarcus Russell,QB,False,0,2,6,6,31,0,1,1,1,1,0
2007,DET,2,Calvin Johnson,WR,True,6,9,78,78,135,0,0,0,0,0,1
2007,CLE,3,Joe Thomas,T,True,10,10,85,85,167,0,0,0,0,0,1
2007,TB,4,Gaines Adams,DE,False,0,1,17,17,47,0,1,1,1,1,0
2007,ARI,5,Levi Brown,T,False,0,5,34,34,81,0,1,0,0,0,0
2007,WAS,6,LaRon Landry,DB,False,1,7,39,26,103,0,0,0,0,0,1
2007,MIN,7,Adrian Peterson,RB,False,7,12,101,89,184,0,0,0,0,0,1
2007,ATL,8,Jamaal Anderson,DE,False,0,3,20,19,77,0,1,1,1,1,0
2007,MIA,9,Ted Ginn Jr.,WR,False,0,7,52,15,193,0,1,0,0,0,0
2007,HOU,10,Amobi Okoye,DT,False,0,4,24,21,87,0,1,0,0,0,0
2007,SF,11,Patrick Willis,LB,True,7,7,93,93,112,0,0,0,0,0,1
2007,BUF,12,Marshawn Lynch,RB,False,5,8,74,15,149,0,0,0,0,0,1
2007,LAR,13,Adam Carriker,DE,False,0,3,22,9,65,0,1,0,1,0,0
2007,NYJ,14,Darrelle Revis,DB,True,7,9,93,76,145,0,0,0,0,0,1
2007,PIT,15,Lawrence Timmons,LB,False,1,9,72,68,172,0,0,0,0,0,1
2007,GB,16,Justin Harrell,DT,False,0,0,2,2,14,0,1,1,1,1,0
2007,DEN,17,Jarvis Moss,DE,False,0,0,3,2,53,0,1,1,1,1,0
2007,CIN,18,Leon Hall,DB,False,0,6,51,49,152,0,1,0,0,0,0
2007,TEN,19,Michael Griffin,DB,False,2,9,55,53,154,0,0,0,0,0,1
2007,NYG,20,Aaron Ross,DB,False,0,4,20,17,83,0,1,0,0,0,0
2007,JAX,21,Reggie Nelson,DB,False,2,11,63,12,181,0,0,0,0,0,1
2007,CLE,22,Brady Quinn,QB,False,0,1,2,3,24,0,1,1,1,1,0
2007,KC,23,Dwayne Bowe,WR,False,1,8,50,50,125,0,0,0,0,0,1
2007,NE,24,Brandon Meriweather,DB,False,2,6,33,22,112,0,0,0,0,0,1
2007,CAR,25,Jon Beason,LB,False,3,5,55,48,93,0,0,0,0,0,1
2007,DAL,26,Anthony Spencer,DE,False,1,4,34,34,104,0,0,0,0,0,1
2007,NO,27,Robert Meachem,WR,False,0,1,26,25,103,0,1,0,1,0,0
2007,SF,28,Joe Staley,T,False,6,12,81,81,181,0,0,0,0,0,1
2007,BAL,29,Ben Grubbs,G,False,2,9,56,26,129,0,0,0,0,0,1
2007,LAC,30,Craig Davis,WR,False,0,0,7,7,25,0,1,1,1,1,0
2007,CHI,31,Greg Olsen,TE,False,3,11,60,11,199,0,0,0,0,0,1
2007,IND,32,Anthony Gonzalez,WR,False,0,1,16,16,40,0,1,0,1,0,0
2008,MIA,1,Jake Long,T,False,4,6,54,46,104,0,0,0,0,0,1
2008,LAR,2,Chris Long,DE,False,0,6,48,40,162,0,1,0,0,0,0
2008,ATL,3,Matt Ryan,QB,False,4,15,146,144,234,0,0,0,0,0,1
2008,LV,4,Darren McFadden,RB,False,0,4,39,32,103,0,1,0,0,0,0
2008,KC,5,Glenn Dorsey,DT,False,0,7,37,26,104,0,1,0,0,0,0
2008,NYJ,6,Vernon Gholston,DE,False,0,0,6,6,45,0,1,1,1,1,0
2008,NO,7,Sedrick Ellis,DT,False,0,5,26,26,70,0,1,0,0,0,0
2008,JAX,8,Derrick Harvey,DE,False,0,1,14,14,52,0,1,1,1,1,0
2008,CIN,9,Keith Rivers,LB,False,0,4,24,15,74,0,1,0,0,0,0
2008,NE,10,Jerod Mayo,LB,False,2,7,51,51,103,0,0,0,0,0,1
2008,BUF,11,Leodis McKelvin,DB,False,0,4,29,25,111,0,1,0,0,0,0
2008,DEN,12,Ryan Clady,T,False,4,7,65,63,107,0,0,0,0,0,1
2008,CAR,13,Jonathan Stewart,RB,False,1,5,48,48,134,0,0,0,0,0,1
2008,CHI,14,Chris Williams,T,False,0,4,25,17,72,0,1,0,0,0,0
2008,KC,15,Branden Albert,G,False,2,9,41,27,120,0,0,0,0,0,1
2008,ARI,16,Dominique Rodgers-Cromartie,DB,False,2,7,53,18,162,0,0,0,0,0,1
2008,DET,17,Gosder Cherilus,T,False,0,8,48,27,132,0,1,0,0,0,0
2008,BAL,18,Joe Flacco,QB,False,1,12,97,89,209,0,0,0,0,0,1
2008,CAR,19,Jeff Otah,T,False,0,2,14,14,29,0,1,1,1,1,0
2008,TB,20,Aqib Talib,DB,False,5,9,68,14,148,0,0,0,0,0,1
2008,ATL,21,Sam Baker,T,False,0,3,32,32,70,0,1,0,1,0,0
2008,DAL,22,Felix Jones,RB,False,0,1,27,26,80,0,1,0,1,0,0
2008,PIT,23,Rashard Mendenhall,RB,False,0,4,29,26,72,0,1,0,0,0,0
2008,TEN,24,Chris Johnson,RB,False,3,7,70,61,130,0,0,0,0,0,1
2008,DAL,25,Mike Jenkins,DB,False,1,4,27,21,101,0,0,0,0,0,1
2008,HOU,26,Duane Brown,T,False,5,15,91,56,220,0,0,0,0,0,1
2008,LAC,27,Antoine Cason,DB,False,0,4,27,20,110,0,1,0,0,0,0
2008,SEA,28,Lawrence Jackson,DE,False,0,2,15,11,69,0,1,1,1,1,0
2008,SF,29,Kentwan Balmer,DT,False,0,1,7,2,46,0,1,1,1,1,0
2008,NYJ,30,Dustin Keller,TE,False,0,3,22,22,72,0,1,0,1,0,0
2008,NYG,31,Kenny Phillips,DB,False,0,2,16,15,59,0,1,1,1,1,0
2009,DET,1,Matthew Stafford,QB,False,3,16,133,91,239,0,0,0,0,0,1
2009,LAR,2,Jason Smith,T,False,0,2,10,9,45,0,1,1,1,1,0
2009,KC,3,Tyson Jackson,DE,False,0,7,34,23,122,0,1,0,0,0,0
2009,SEA,4,Aaron Curry,LB,False,0,3,16,12,48,0,1,1,1,1,0
2009,NYJ,5,Mark Sanchez,QB,False,0,4,32,26,79,0,1,0,0,0,0
2009,CIN,6,Andre Smith,T,False,0,8,41,37,121,0,1,0,0,0,0
2009,LV,7,Darrius Heyward-Bey,WR,False,0,5,23,17,144,0,1,0,0,0,0
2009,JAX,8,Eugene Monroe,T,False,0,6,32,22,93,0,1,0,0,0,0
2009,GB,9,B.J. Raji,DT,False,1,5,33,33,91,0,0,0,0,0,1
2009,SF,10,Michael Crabtree,WR,False,0,10,53,33,143,0,1,0,0,0,0
2009,BUF,11,Aaron Maybin,DE,False,0,0,5,2,48,0,1,1,1,1,0
2009,DEN,12,Knowshon Moreno,RB,False,0,3,33,32,63,0,1,0,1,0,0
2009,WAS,13,Brian Orakpo,LB,False,4,8,58,33,132,0,0,0,0,0,1
2009,NO,14,Malcolm Jenkins,DB,False,3,12,68,32,199,0,0,0,0,0,1
2009,HOU,15,Brian Cushing,LB,False,1,7,52,52,104,0,0,0,0,0,1
2009,LAC,16,Larry English,LB,False,0,1,7,7,64,0,1,1,1,1,0
2009,TB,17,Josh Freeman,QB,False,0,4,37,36,62,0,1,0,0,0,0
2009,DEN,18,Robert Ayers,DE,False,0,5,27,13,120,0,1,0,0,0,0
2009,PHI,19,Jeremy Maclin,WR,False,0,8,50,33,114,0,1,0,0,0,0
2009,DET,20,Brandon Pettigrew,TE,False,0,7,22,22,93,0,1,0,0,0,0
2009,CLE,21,Alex Mack,C,False,7,12,86,30,196,0,0,0,0,0,1
2009,MIN,22,Percy Harvin,WR,False,1,4,43,37,75,0,0,0,0,0,1
2009,BAL,23,Michael Oher,T,False,0,7,42,33,110,0,1,0,0,0,0
2009,ATL,24,Peria Jerry,DT,False,0,2,13,13,64,0,1,1,1,1,0
2009,MIA,25,Vontae Davis,DB,False,2,8,45,12,121,0,0,0,0,0,1
2009,GB,26,Clay Matthews,LB,False,6,10,77,75,156,0,0,0,0,0,1
2009,IND,27,Donald Brown,RB,False,0,1,25,21,89,0,1,0,1,0,0
2009,BUF,28,Eric Wood,C,False,1,9,47,47,120,0,0,0,0,0,1
2009,NYG,29,Hakeem Nicks,WR,False,0,4,40,37,92,0,1,0,0,0,0
2009,TEN,30,Kenny Britt,WR,False,0,5,35,20,116,0,1,0,0,0,0
2009,ARI,31,Beanie Wells,RB,False,0,2,14,14,51,0,1,1,1,1,0
2009,PIT,32,Evander Hood,DE,False,0,5,38,27,142,0,1,0,0,0,0
2010,LAR,1,Sam Bradford,QB,False,0,5,44,25,83,0,1,0,0,0,0
2010,DET,2,Ndamukong Suh,DT,False,5,12,100,59,199,0,0,0,0,0,1
2010,TB,3,Gerald McCoy,DT,False,6,10,69,65,140,0,0,0,0,0,1
2010,WAS,4,Trent Williams,T,False,12,15,109,47,204,0,0,0,0,0,1
2010,KC,5,Eric Berry,DB,False,5,5,50,50,89,0,0,0,0,0,1
2010,SEA,6,Russell Okung,T,False,2,9,56,31,131,0,0,0,0,0,1
2010,CLE,7,Joe Haden,DB,False,3,10,62,39,158,0,0,0,0,0,1
2010,LV,8,Rolando McClain,LB,False,0,5,25,15,65,0,1,0,0,0,0
2010,BUF,9,C.J. Spiller,RB,False,1,3,34,32,90,0,0,0,1,0,0
2010,JAX,10,Tyson Alualu,DT,False,0,7,45,33,193,0,1,0,0,0,0
2010,SF,11,Anthony Davis,T,False,0,4,31,31,72,0,1,0,0,0,0
2010,LAC,12,Ryan Mathews,RB,False,1,5,44,37,86,0,0,0,0,0,1
2010,PHI,13,Brandon Graham,DE,False,1,6,59,59,215,0,0,0,0,0,1
2010,SEA,14,Earl Thomas,DB,False,7,9,82,76,140,0,0,0,0,0,1
2010,NYG,15,Jason Pierre-Paul,DE,False,3,11,74,46,185,0,0,0,0,0,1
2010,TEN,16,Derrick Morgan,DE,False,0,8,40,40,118,0,1,0,0,0,0
2010,SF,17,Mike Iupati,G,False,4,10,67,42,140,0,0,0,0,0,1
2010,PIT,18,Maurkice Pouncey,C,False,9,9,78,78,134,0,0,0,0,0,1
2010,ATL,19,Sean Weatherspoon,LB,False,0,2,22,22,67,0,1,0,1,0,0
2010,HOU,20,Kareem Jackson,DB,False,0,12,52,30,205,0,1,0,0,0,0
2010,CIN,21,Jermaine Gresham,TE,False,2,9,28,22,132,0,0,0,0,0,1
2010,DEN,22,Demaryius Thomas,WR,False,5,8,69,65,143,0,0,0,0,0,1
2010,GB,23,Bryan Bulaga,T,False,0,9,56,53,126,0,1,0,0,0,0
2010,DAL,24,Dez Bryant,WR,False,3,7,61,61,119,0,0,0,0,0,1
2010,DEN,25,Tim Tebow,QB,False,0,1,12,11,35,0,1,1,1,1,0
2010,ARI,26,Dan Williams,DT,False,0,6,29,20,102,0,1,0,0,0,0
2010,NE,27,Devin McCourty,DB,False,2,13,71,71,205,0,0,0,0,0,1
2010,MIA,28,Jared Odrick,DE,False,0,3,29,20,87,0,1,0,1,0,0
2010,NYJ,29,Kyle Wilson,DB,False,0,2,16,14,95,0,1,0,1,0,0
2010,DET,30,Jahvid Best,RB,False,0,2,13,13,22,0,1,1,1,1,0
2010,IND,31,Jerry Hughes,DE,False,0,9,68,3,225,0,1,0,0,0,0
2010,NO,32,Patrick Robinson,DB,False,0,1,25,15,123,0,1,0,1,0,0
2011,CAR,1,Cam Newton,QB,False,3,9,115,107,148,0,0,0,0,0,1
2011,DEN,2,Von Miller,LB,False,8,10,105,97,203,0,0,0,0,0,1
2011,BUF,3,Marcell Dareus,DT,False,2,7,56,47,121,0,0,0,0,0,1
2011,CIN,4,A.J. Green,WR,False,7,10,77,71,158,0,0,0,0,0,1
2011,ARI,5,Patrick Peterson,DB,False,8,13,103,95,201,0,0,0,0,0,1
2011,ATL,6,Julio Jones,WR,False,7,9,101,97,166,0,0,0,0,0,1
2011,SF,7,Aldon Smith,DE,False,1,4,34,24,75,0,0,0,0,0,1
2011,TEN,8,Jake Locker,QB,False,0,1,15,15,30,0,1,1,1,1,0
2011,DAL,9,Tyron Smith,T,False,8,12,91,89,171,0,0,0,0,0,1
2011,JAX,10,Blaine Gabbert,QB,False,0,2,17,7,69,0,1,1,1,1,0
2011,HOU,11,J.J. Watt,DE,False,5,10,110,105,151,0,0,0,0,0,1
2011,MIN,12,Christian Ponder,QB,False,0,3,22,22,38,0,1,0,1,0,0
2011,DET,13,Nick Fairley,DT,False,0,4,23,16,77,0,1,0,0,0,0
2011,LAR,14,Robert Quinn,DE,False,3,9,69,43,169,0,0,0,0,0,1
2011,MIA,15,Mike Pouncey,G,False,4,7,52,40,114,0,0,0,0,0,1
2011,WAS,16,Ryan Kerrigan,DE,False,4,9,63,62,172,0,0,0,0,0,1
2011,NE,17,Nate Solder,T,False,0,9,64,49,146,0,1,0,0,0,0
2011,LAC,18,Corey Liuget,DT,False,0,7,42,41,124,0,1,0,0,0,0
2011,NYG,19,Prince Amukamara,DB,False,0,8,36,15,113,0,1,0,0,0,0
2011,TB,20,Adrian Clayborn,DE,False,0,2,26,12,125,0,1,0,1,0,0
2011,CLE,21,Phil Taylor,DT,False,0,2,19,19,44,0,1,0,1,0,0
2011,IND,22,Anthony Castonzo,T,False,0,10,58,58,144,0,1,0,0,0,0
2011,PHI,23,Danny Watkins,G,False,0,1,9,9,24,0,1,1,1,1,0
2011,NO,24,Cameron Jordan,DE,False,8,15,109,109,243,0,0,0,0,0,1
2011,SEA,25,James Carpenter,T,False,0,10,49,17,132,0,1,0,0,0,0
2011,KC,26,Jonathan Baldwin,WR,False,0,1,4,4,33,0,1,1,1,1,0
2011,BAL,27,Jimmy Smith,DB,False,0,5,33,33,128,0,1,0,0,0,0
2011,NO,28,Mark Ingram,RB,False,3,5,66,51,156,0,0,0,0,0,1
2011,CHI,29,Gabe Carimi,T,False,0,1,12,7,48,0,1,1,1,1,0
2011,NYJ,30,Muhammad Wilkerson,DT,False,1,7,58,58,108,0,0,0,0,0,1
2011,PIT,31,Cameron Heyward,DE,False,7,13,115,115,228,0,0,0,0,0,1
