season,week,game_id,team,opp,third_att,third_conv,fourth_att,fourth_conv,first_downs,penalties,penalty_yards,sacks_taken,sacks_made,explosive,rz_trips,rz_td,pass_att,completions,rush_yards,pass_yards
2018,9,2018_09_NYJ_MIA,MIA,NYJ,16,3,2,2,7,5,55,4,4,1,2,0,24,15,64,104
2018,9,2018_09_NYJ_MIA,NYJ,MIA,13,2,2,0,15,5,45,4,4,4,1,0,39,21,80,202
2018,9,2018_09_OAK_SF,LV,SF,12,3,1,0,14,6,40,8,0,3,2,0,24,17,102,140
2018,9,2018_09_OAK_SF,SF,LV,12,5,0,0,18,3,23,0,8,5,6,4,22,16,143,262
2018,9,2018_09_PIT_BAL,BAL,PIT,12,4,1,0,18,5,25,2,1,5,4,1,38,24,61,205
2018,9,2018_09_PIT_BAL,PIT,BAL,16,10,1,1,27,8,103,1,2,3,4,3,48,29,113,282
2018,9,2018_09_TB_CAR,CAR,TB,10,4,1,0,22,9,84,2,3,8,6,6,25,19,179,228
2018,9,2018_09_TB_CAR,TB,CAR,12,5,2,1,22,8,49,3,2,4,4,4,41,24,82,219
2018,9,2018_09_TEN_DAL,DAL,TEN,11,5,1,0,18,6,52,5,4,4,5,2,32,21,72,225
2018,9,2018_09_TEN_DAL,TEN,DAL,14,11,0,0,24,3,20,4,5,3,5,4,29,21,125,215
2018,10,2018_10_ARI_KC,ARI,KC,14,7,2,1,21,3,30,5,5,3,3,2,39,22,94,166
2018,10,2018_10_ARI_KC,KC,ARI,11,4,0,0,20,8,63,5,5,4,5,3,29,21,118,212
2018,10,2018_10_ATL_CLE,ATL,CLE,14,5,4,2,25,1,5,2,0,4,3,2,53,38,71,311
2018,10,2018_10_ATL_CLE,CLE,ATL,8,4,0,0,19,7,38,0,2,4,4,4,21,17,211,216
2018,10,2018_10_BUF_NYJ,BUF,NYJ,16,8,1,1,23,4,30,1,3,6,6,5,26,16,212,239
2018,10,2018_10_BUF_NYJ,NYJ,BUF,12,1,3,2,12,1,10,3,1,2,1,1,34,17,83,116
2018,10,2018_10_CAR_PIT,CAR,PIT,11,4,1,1,18,5,42,5,1,3,3,3,29,23,95,147
2018,10,2018_10_CAR_PIT,PIT,CAR,11,8,0,0,24,1,24,1,5,3,7,6,27,23,138,319
2018,10,2018_10_DAL_PHI,DAL,PHI,16,8,1,1,23,5,37,4,2,6,5,3,36,26,171,239
2018,10,2018_10_DAL_PHI,PHI,DAL,10,4,2,0,23,0,0,2,4,4,4,2,44,32,71,350
2018,10,2018_10_DET_CHI,CHI,DET,10,4,0,0,20,6,46,1,6,8,6,5,31,23,54,350
2018,10,2018_10_DET_CHI,DET,CHI,15,4,5,4,24,6,41,6,1,2,3,3,44,25,76,229
2018,10,2018_10_JAX_IND,IND,JAX,11,6,0,0,17,7,45,0,0,6,4,4,29,21,83,285
2018,10,2018_10_JAX_IND,JAX,IND,17,9,1,1,24,8,61,0,0,3,4,3,39,27,91,324
2018,10,2018_10_LAC_OAK,LAC,LV,10,2,1,1,16,6,70,1,4,3,4,2,26,18,113,222
2018,10,2018_10_LAC_OAK,LV,LAC,15,5,3,1,16,6,55,4,1,4,3,0,37,24,114,203
2018,10,2018_10_MIA_GB,GB,MIA,10,4,2,1,21,6,45,2,6,4,5,4,28,19,195,182
2018,10,2018_10_MIA_GB,MIA,GB,14,4,4,3,19,3,10,6,2,3,3,0,37,23,131,163
2018,10,2018_10_NE_TEN,NE,TEN,15,3,3,2,16,4,31,3,2,4,1,1,43,23,40,244
2018,10,2018_10_NE_TEN,TEN,NE,12,5,0,0,23,4,35,2,3,8,6,4,25,17,150,235
2018,10,2018_10_NO_CIN,CIN,NO,6,0,2,1,13,4,26,4,0,5,2,2,23,14,110,174
2018,10,2018_10_NO_CIN,NO,CIN,12,7,1,1,33,1,5,0,4,6,7,6,27,22,244,265
2018,10,2018_10_NYG_SF,NYG,SF,12,5,0,0,17,8,78,1,0,5,5,3,31,19,97,180
2018,10,2018_10_NYG_SF,SF,NYG,13,8,0,0,23,10,97,0,1,4,4,2,39,27,124,250
2018,10,2018_10_SEA_LA,LA,SEA,10,5,0,0,25,10,102,2,4,4,7,4,39,28,149,307
2018,10,2018_10_SEA_LA,SEA,LA,9,2,1,0,27,7,56,4,2,6,5,4,26,17,273,141
2018,10,2018_10_WAS_TB,TB,WAS,10,6,0,0,29,5,50,2,3,6,5,0,41,29,103,398
2018,10,2018_10_WAS_TB,WAS,TB,13,5,0,0,15,8,52,3,2,2,2,1,27,19,116,170
2018,11,2018_11_CAR_DET,CAR,DET,11,5,0,0,20,2,15,3,1,5,4,3,39,25,56,331
2018,11,2018_11_CAR_DET,DET,CAR,12,4,0,0,20,1,5,1,3,3,3,2,37,23,94,215
2018,11,2018_11_CIN_BAL,BAL,CIN,16,8,1,0,23,5,31,3,1,2,4,2,19,13,269,136
2018,11,2018_11_CIN_BAL,CIN,BAL,14,6,1,0,15,7,58,1,3,6,3,3,37,19,48,207
2018,11,2018_11_DAL_ATL,ATL,DAL,12,6,0,0,19,2,15,3,2,3,2,1,34,24,80,274
2018,11,2018_11_DAL_ATL,DAL,ATL,13,7,0,0,20,2,20,2,3,2,3,2,32,22,132,191
2018,11,2018_11_DEN_LAC,DEN,LAC,10,3,2,1,16,7,43,0,3,4,6,3,33,20,108,217
2018,11,2018_11_DEN_LAC,LAC,DEN,15,9,0,0,26,14,120,3,0,9,4,2,43,28,95,384
2018,11,2018_11_GB_SEA,GB,SEA,11,3,0,0,14,5,80,5,3,5,4,3,30,21,48,311
2018,11,2018_11_GB_SEA,SEA,GB,15,6,2,2,23,6,30,3,5,3,5,3,31,21,173,205
2018,11,2018_11_HOU_WAS,HOU,WAS,11,4,0,0,19,7,40,3,5,3,4,1,24,16,139,181
2018,11,2018_11_HOU_WAS,WAS,HOU,15,6,1,1,23,6,43,5,3,1,4,4,39,18,124,154
2018,11,2018_11_KC_LA,KC,LA,10,5,1,1,27,13,135,3,5,10,8,6,46,33,98,448
2018,11,2018_11_KC_LA,LA,KC,14,5,1,1,29,8,60,5,3,8,10,5,49,31,76,379
2018,11,2018_11_MIN_CHI,CHI,MIN,12,6,0,0,24,5,46,1,2,2,3,1,33,20,148,164
2018,11,2018_11_MIN_CHI,MIN,CHI,12,5,1,1,19,4,50,2,1,1,5,2,48,30,22,248
2018,11,2018_11_OAK_ARI,ARI,LV,11,3,0,0,13,7,62,1,4,2,3,3,20,9,154,128
2018,11,2018_11_OAK_ARI,LV,ARI,15,5,0,0,18,4,20,4,1,5,4,2,31,19,152,173
2018,11,2018_11_PHI_NO,NO,PHI,11,6,1,1,28,8,69,0,3,9,8,6,32,23,173,373
2018,11,2018_11_PHI_NO,PHI,NO,10,3,2,0,13,6,49,3,0,1,2,1,33,19,58,138
2018,11,2018_11_PIT_JAX,JAX,PIT,18,6,0,0,14,11,111,6,2,3,3,1,18,10,179,64
2018,11,2018_11_PIT_JAX,PIT,JAX,11,3,2,0,19,3,15,2,6,4,4,3,48,27,26,297
2018,11,2018_11_TB_NYG,NYG,TB,9,4,0,0,19,8,60,4,1,5,5,4,18,17,163,196
2018,11,2018_11_TB_NYG,TB,NYG,9,6,2,1,31,4,40,1,4,9,6,5,37,25,151,359
2018,11,2018_11_TEN_IND,IND,TEN,10,5,0,0,26,7,60,0,5,2,6,5,32,24,102,295
2018,11,2018_11_TEN_IND,TEN,IND,14,6,0,0,16,8,112,5,0,2,1,1,29,21,87,176
2018,12,2018_12_ARI_LAC,ARI,LAC,12,4,1,0,10,3,35,2,4,1,2,1,19,12,62,87
2018,12,2018_12_ARI_LAC,LAC,ARI,7,3,1,1,29,4,30,4,2,5,7,6,32,28,178,236
2018,12,2018_12_ATL_NO,ATL,NO,15,5,6,4,21,2,26,6,2,5,4,2,47,35,26,340
2018,12,2018_12_ATL_NO,NO,ATL,11,5,0,0,19,3,19,2,6,3,5,4,22,15,150,162
2018,12,2018_12_CHI_DET,CHI,DET,10,3,0,0,18,3,20,4,2,2,3,2,39,28,38,226
2018,12,2018_12_CHI_DET,DET,CHI,14,5,2,1,17,5,54,2,4,3,4,2,39,28,111,222
2018,12,2018_12_CLE_CIN,CIN,CLE,12,4,4,2,25,13,96,1,0,4,4,3,46,27,129,243
2018,12,2018_12_CLE_CIN,CLE,CIN,10,5,1,1,24,7,61,0,1,7,5,5,26,19,84,258
2018,12,2018_12_GB_MIN,GB,MIN,10,2,1,0,14,4,20,4,2,3,3,2,28,17,82,172
2018,12,2018_12_GB_MIN,MIN,GB,14,7,1,0,22,6,55,2,4,6,5,3,38,29,91,325
2018,12,2018_12_JAX_BUF,BUF,JAX,10,2,0,0,16,13,80,0,3,3,4,3,19,8,167,160
2018,12,2018_12_JAX_BUF,JAX,BUF,13,5,0,0,25,10,90,3,0,3,4,3,23,12,226,107
2018,12,2018_12_MIA_IND,IND,MIA,12,4,2,2,25,7,52,1,1,7,5,3,38,31,118,337
2018,12,2018_12_MIA_IND,MIA,IND,11,4,0,0,14,10,75,1,1,4,4,3,25,17,113,201
2018,12,2018_12_NE_NYJ,NE,NYJ,12,5,1,1,24,11,105,0,2,10,5,3,31,20,215,283
2018,12,2018_12_NE_NYJ,NYJ,NE,14,6,1,0,18,8,47,2,0,2,3,1,45,26,74,264
2018,12,2018_12_NYG_PHI,NYG,PHI,12,5,0,0,18,11,91,2,3,6,4,2,38,26,126,276
2018,12,2018_12_NYG_PHI,PHI,NYG,11,3,1,1,18,7,46,3,2,4,3,2,28,20,131,214
2018,12,2018_12_OAK_BAL,BAL,LV,13,8,0,0,23,6,45,1,3,3,6,2,25,14,242,174
2018,12,2018_12_OAK_BAL,LV,BAL,13,3,2,1,13,4,24,3,1,2,2,2,34,16,67,182
2018,12,2018_12_PIT_DEN,DEN,PIT,11,3,0,0,17,6,50,2,2,3,4,3,28,15,124,184
2018,12,2018_12_PIT_DEN,PIT,DEN,14,5,1,1,25,5,34,2,2,4,3,2,58,42,75,452
2018,12,2018_12_SEA_CAR,CAR,SEA,8,3,1,0,25,3,30,0,2,7,7,3,30,25,220,256
2018,12,2018_12_SEA_CAR,SEA,CAR,14,6,2,2,21,4,36,2,0,5,6,3,31,22,75,322
2018,12,2018_12_SF_TB,SF,TB,8,1,0,0,23,8,68,4,1,5,2,1,32,18,148,194
2018,12,2018_12_SF_TB,TB,SF,13,7,0,0,25,9,70,1,4,4,3,3,38,29,108,304
2018,12,2018_12_TEN_HOU,HOU,TEN,11,4,1,1,19,3,53,4,6,6,4,4,24,19,281,181
2018,12,2018_12_TEN_HOU,TEN,HOU,12,4,1,0,14,7,50,6,4,5,4,2,23,22,105,260
2018,12,2018_12_WAS_DAL,DAL,WAS,14,6,1,0,20,4,30,4,3,3,5,4,31,22,146,258
2018,12,2018_12_WAS_DAL,WAS,DAL,11,4,0,0,18,4,25,3,4,3,4,3,38,24,80,251
2018,13,2018_13_ARI_GB,ARI,GB,13,5,0,0,18,7,49,2,1,6,2,2,26,11,182,133
2018,13,2018_13_ARI_GB,GB,ARI,14,3,2,2,22,7,43,1,2,1,3,2,50,31,98,227
2018,13,2018_13_BAL_ATL,ATL,BAL,9,2,1,0,14,8,82,3,2,0,2,1,28,16,34,97
2018,13,2018_13_BAL_ATL,BAL,ATL,15,7,2,2,25,9,88,2,3,2,4,1,26,15,207,159
2018,13,2018_13_BUF_MIA,BUF,MIA,13,5,1,0,24,13,120,2,3,8,3,2,34,18,198,219
2018,13,2018_13_BUF_MIA,MIA,BUF,9,2,0,0,15,8,89,3,2,1,3,3,24,16,60,115
2018,13,2018_13_CAR_TB,CAR,TB,8,3,1,0,27,7,104,4,4,5,3,2,42,28,168,276
2018,13,2018_13_CAR_TB,TB,CAR,13,6,0,0,18,9,69,4,4,2,5,3,30,20,95,220
2018,13,2018_13_CHI_NYG,CHI,NYG,15,2,5,4,22,8,58,5,3,6,5,3,40,27,118,258
2018,13,2018_13_CHI_NYG,NYG,CHI,17,6,2,2,18,12,107,3,5,4,4,2,36,20,141,197
2018,13,2018_13_CLE_HOU,CLE,HOU,8,2,2,0,20,6,45,0,4,7,2,2,44,29,31,397
2018,13,2018_13_CLE_HOU,HOU,CLE,16,8,0,0,24,5,77,4,0,3,4,1,31,22,187,197
2018,13,2018_13_DEN_CIN,CIN,DEN,13,5,0,0,20,12,100,4,2,6,2,1,37,25,111,202
2018,13,2018_13_DEN_CIN,DEN,CIN,13,5,0,0,16,7,60,2,4,4,4,3,21,12,218,143
2018,13,2018_13_IND_JAX,IND,JAX,18,5,3,0,19,6,65,3,3,1,2,0,52,33,41,224
2018,13,2018_13_IND_JAX,JAX,IND,15,6,0,0,11,8,74,3,3,1,2,0,24,18,79,132
2018,13,2018_13_KC_OAK,KC,LV,13,6,1,1,25,11,94,0,3,7,6,5,38,23,174,295
2018,13,2018_13_KC_OAK,LV,KC,12,9,0,0,28,8,74,3,0,7,4,4,38,29,171,271
2018,13,2018_13_LAC_PIT,LAC,PIT,11,6,0,0,22,5,80,2,1,3,5,3,38,26,85,290
2018,13,2018_13_LAC_PIT,PIT,LAC,10,3,1,1,23,7,59,1,2,3,4,4,45,29,65,271
2018,13,2018_13_LA_DET,DET,LA,12,2,0,0,23,8,54,4,2,5,5,1,34,20,102,208
2018,13,2018_13_LA_DET,LA,DET,11,5,0,0,24,7,105,2,4,4,4,3,33,17,149,195
2018,13,2018_13_MIN_NE,MIN,NE,12,3,2,1,16,5,55,2,0,3,1,1,44,32,95,183
2018,13,2018_13_MIN_NE,NE,MIN,14,7,1,1,27,7,60,0,2,6,4,3,32,24,160,311
2018,13,2018_13_NO_DAL,DAL,NO,14,7,0,0,21,8,80,7,2,2,5,1,28,24,99,209
2018,13,2018_13_NO_DAL,NO,DAL,11,3,1,0,13,5,48,2,7,1,3,1,28,18,65,111
2018,13,2018_13_NYJ_TEN,NYJ,TEN,14,3,0,0,15,11,96,2,3,2,4,0,30,17,156,124
2018,13,2018_13_NYJ_TEN,TEN,NYJ,11,1,0,0,21,8,75,3,2,7,5,3,35,20,130,273
2018,13,2018_13_SF_SEA,SEA,SF,9,4,0,0,20,10,100,3,3,6,7,5,17,11,168,163
2018,13,2018_13_SF_SEA,SF,SEA,16,7,2,1,23,12,123,3,3,6,5,3,48,30,66,386
2018,13,2018_13_WAS_PHI,PHI,WAS,13,7,1,0,28,5,38,0,3,4,5,3,40,27,130,308
2018,13,2018_13_WAS_PHI,WAS,PHI,10,2,0,0,10,10,69,3,0,3,2,1,25,17,104,131
2018,14,2018_14_ATL_GB,ATL,GB,12,3,3,3,22,13,101,2,4,1,5,3,42,28,107,237
2018,14,2018_14_ATL_GB,GB,ATL,13,7,0,0,22,6,37,4,2,5,4,3,32,21,138,162
2018,14,2018_14_BAL_KC,BAL,KC,12,5,3,1,23,11,112,2,3,2,4,3,26,13,194,127
2018,14,2018_14_BAL_KC,KC,BAL,16,6,3,3,28,7,53,3,2,3,5,3,53,35,94,348
2018,14,2018_14_CAR_CLE,CAR,CLE,14,5,3,2,22,10,68,1,1,6,5,2,43,27,96,297
2018,14,2018_14_CAR_CLE,CLE,CAR,9,4,0,0,12,7,52,1,1,5,3,3,23,18,116,232
2018,14,2018_14_CIN_LAC,CIN,LAC,13,5,1,0,19,6,34,3,2,2,3,2,29,18,144,151
2018,14,2018_14_CIN_LAC,LAC,CIN,13,5,1,1,17,6,38,2,3,2,4,2,29,19,85,203
2018,14,2018_14_DEN_SF,DEN,SF,15,2,7,5,20,11,62,2,3,2,2,2,42,24,103,171
2018,14,2018_14_DEN_SF,SF,DEN,13,4,1,0,24,11,87,3,2,4,3,2,33,20,84,305
2018,14,2018_14_DET_ARI,ARI,DET,16,6,1,0,21,8,83,3,1,0,1,0,41,26,61,218
2018,14,2018_14_DET_ARI,DET,ARI,12,4,0,0,16,7,68,1,3,0,2,1,23,15,122,96
2018,14,2018_14_IND_HOU,HOU,IND,15,5,2,2,24,7,35,5,2,3,3,3,38,27,89,226
2018,14,2018_14_IND_HOU,IND,HOU,12,4,0,0,24,9,59,2,5,6,3,3,41,27,50,386
2018,14,2018_14_JAX_TEN,JAX,TEN,12,2,5,2,17,7,67,4,1,3,2,1,43,25,60,195
2018,14,2018_14_JAX_TEN,TEN,JAX,11,7,1,0,21,3,30,1,4,3,7,4,24,18,264,162
2018,14,2018_14_LA_CHI,CHI,LA,16,7,0,0,17,6,45,1,3,3,4,1,30,16,194,100
2018,14,2018_14_LA_CHI,LA,CHI,12,3,3,1,14,9,57,3,1,1,2,0,45,21,52,162
2018,14,2018_14_MIN_SEA,MIN,SEA,10,2,2,0,16,4,51,2,2,2,2,1,33,20,77,199
2018,14,2018_14_MIN_SEA,SEA,MIN,11,3,1,1,18,4,45,2,2,1,5,1,21,10,214,62
2018,14,2018_14_NE_MIA,MIA,NE,7,1,0,0,20,7,81,5,2,7,4,4,19,14,189,223
2018,14,2018_14_NE_MIA,NE,MIA,16,9,0,0,28,5,30,2,5,4,7,4,43,27,77,344
2018,14,2018_14_NO_TB,NO,TB,12,6,1,1,19,6,51,1,4,2,5,3,31,24,102,198
2018,14,2018_14_NO_TB,TB,NO,14,6,0,0,20,10,84,4,1,2,3,2,38,18,105,174
2018,14,2018_14_NYG_WAS,NYG,WAS,13,4,0,0,19,2,18,2,5,5,7,4,27,14,227,175
2018,14,2018_14_NYG_WAS,WAS,NYG,11,2,1,0,12,15,135,5,2,3,3,2,32,17,84,208
2018,14,2018_14_NYJ_BUF,BUF,NYJ,14,7,0,0,23,7,47,3,0,3,5,2,37,18,176,192
2018,14,2018_14_NYJ_BUF,NYJ,BUF,12,6,1,1,15,7,93,0,3,3,4,3,25,16,75,170
2018,14,2018_14_PHI_DAL,DAL,PHI,18,9,1,1,31,11,110,3,2,5,6,3,54,42,142,434
2018,14,2018_14_PHI_DAL,PHI,DAL,9,1,1,1,16,5,49,2,3,4,4,3,32,22,34,222
2018,14,2018_14_PIT_OAK,LV,PIT,12,4,2,2,20,13,130,4,1,4,4,3,34,25,55,299
2018,14,2018_14_PIT_OAK,PIT,LV,11,6,1,0,23,2,14,1,4,4,4,3,38,29,40,300
2018,15,2018_15_ARI_ATL,ARI,ATL,13,3,2,2,18,8,75,7,2,2,2,2,36,23,60,193
2018,15,2018_15_ARI_ATL,ATL,ARI,13,5,0,0,23,6,50,2,7,6,7,4,37,22,215,220
2018,15,2018_15_CLE_DEN,CLE,DEN,12,5,2,1,21,6,75,2,2,3,3,2,31,18,134,175
2018,15,2018_15_CLE_DEN,DEN,CLE,14,5,2,1,22,8,51,2,2,1,2,1,48,31,32,238
2018,15,2018_15_DAL_IND,DAL,IND,12,4,5,1,19,9,74,3,0,1,2,0,39,24,112,180
2018,15,2018_15_DAL_IND,IND,DAL,12,8,0,0,25,6,55,0,3,3,3,2,27,16,178,192
2018,15,2018_15_DET_BUF,BUF,DET,12,3,2,1,20,3,20,1,0,4,3,2,26,13,117,195
2018,15,2018_15_DET_BUF,DET,BUF,13,5,0,0,14,4,81,0,1,5,2,2,30,22,105,208
2018,15,2018_15_GB_CHI,CHI,GB,10,3,1,0,19,4,24,1,5,3,4,3,28,20,100,232
2018,15,2018_15_GB_CHI,GB,CHI,14,5,1,1,19,7,48,5,1,5,4,1,43,25,88,237
2018,15,2018_15_HOU_NYJ,HOU,NYJ,9,1,0,0,15,5,43,6,3,7,5,2,28,22,47,239
2018,15,2018_15_HOU_NYJ,NYJ,HOU,17,9,3,1,20,9,60,3,6,3,4,3,38,24,90,228
2018,15,2018_15_LAC_KC,KC,LAC,10,6,0,0,22,10,66,2,5,3,4,4,34,24,60,234
2018,15,2018_15_LAC_KC,LAC,KC,10,6,1,1,30,7,50,5,2,5,5,4,39,26,119,290
2018,15,2018_15_MIA_MIN,MIA,MIN,12,2,2,0,12,8,49,9,2,1,3,1,24,11,156,37
2018,15,2018_15_MIA_MIN,MIN,MIA,13,5,0,0,22,6,45,2,9,6,7,5,21,14,220,198
2018,15,2018_15_NE_PIT,NE,PIT,10,3,1,0,18,14,106,1,2,3,4,1,36,25,96,272
2018,15,2018_15_NE_PIT,PIT,NE,9,4,0,0,23,4,40,2,1,6,3,2,34,22,158,218
2018,15,2018_15_NO_CAR,CAR,NO,15,7,2,1,12,4,48,4,2,3,2,1,30,17,98,149
2018,15,2018_15_NO_CAR,NO,CAR,13,4,1,1,21,9,80,2,4,3,3,1,36,23,155,191
2018,15,2018_15_OAK_CIN,CIN,LV,19,8,2,2,18,9,85,1,5,4,6,3,33,14,171,123
2018,15,2018_15_OAK_CIN,LV,CIN,14,3,0,0,13,8,90,5,1,5,2,1,38,21,68,229
2018,15,2018_15_PHI_LA,LA,PHI,12,4,1,0,23,5,50,2,0,5,6,2,54,35,82,325
2018,15,2018_15_PHI_LA,PHI,LA,13,4,1,0,17,6,49,0,2,3,5,3,31,24,111,270
2018,15,2018_15_SEA_SF,SEA,SF,19,9,1,1,18,14,148,3,3,6,3,3,31,23,168,217
2018,15,2018_15_SEA_SF,SF,SEA,10,3,0,0,20,8,66,3,3,7,5,2,29,20,94,257
2018,15,2018_15_TB_BAL,BAL,TB,16,9,1,1,24,8,70,2,1,3,5,2,23,14,242,128
2018,15,2018_15_TB_BAL,TB,BAL,10,3,1,0,11,6,58,1,2,3,3,1,25,13,85,156
2018,15,2018_15_TEN_NYG,NYG,TEN,16,3,3,2,15,10,58,3,1,4,2,0,44,21,47,213
2018,15,2018_15_TEN_NYG,TEN,NYG,14,5,1,1,22,4,35,1,3,1,3,2,21,13,215,86
2018,15,2018_15_WAS_JAX,JAX,WAS,13,5,0,0,11,8,55,6,3,3,2,0,17,9,172,20
2018,15,2018_15_WAS_JAX,WAS,JAX,15,7,0,0,16,6,48,3,6,1,3,1,25,16,109,136
2018,16,2018_16_ATL_CAR,ATL,CAR,10,4,0,0,16,4,41,1,2,8,6,3,26,15,194,233
2018,16,2018_16_ATL_CAR,CAR,ATL,14,7,2,0,29,10,86,2,1,2,4,1,57,37,141,295
2018,16,2018_16_BAL_LAC,BAL,LAC,14,4,2,1,15,4,40,3,4,5,5,1,22,12,159,202
2018,16,2018_16_BAL_LAC,LAC,BAL,13,4,0,0,14,8,69,4,3,0,2,1,37,23,51,147
2018,16,2018_16_BUF_NE,BUF,NE,12,2,1,0,14,3,29,0,1,3,2,1,42,20,72,217
2018,16,2018_16_BUF_NE,NE,BUF,12,3,2,1,20,5,49,1,0,4,4,3,25,13,273,117
2018,16,2018_16_CHI_SF,CHI,SF,11,5,1,1,20,4,30,3,1,2,3,2,29,25,90,235
2018,16,2018_16_CHI_SF,SF,CHI,14,7,1,0,15,6,45,1,3,4,4,0,38,22,47,232
2018,16,2018_16_CIN_CLE,CIN,CLE,8,1,1,1,15,3,15,3,0,3,2,2,20,13,102,109
2018,16,2018_16_CIN_CLE,CLE,CIN,12,5,1,1,23,6,57,0,3,5,6,3,38,28,146,347
2018,16,2018_16_DEN_OAK,DEN,LV,14,6,2,1,19,11,91,1,1,2,2,2,37,23,100,200
2018,16,2018_16_DEN_OAK,LV,DEN,13,5,0,0,16,6,50,1,1,1,4,2,26,19,114,159
2018,16,2018_16_GB_NYJ,GB,NYJ,12,5,2,2,34,10,86,4,2,7,7,5,55,37,129,413
2018,16,2018_16_GB_NYJ,NYJ,GB,11,3,2,2,23,16,172,2,4,5,7,5,35,24,47,323
2018,16,2018_16_HOU_PHI,HOU,PHI,10,3,1,0,24,10,61,4,1,4,5,4,40,29,62,309
2018,16,2018_16_HOU_PHI,PHI,HOU,16,9,4,4,24,11,105,1,4,7,5,4,51,35,57,462
2018,16,2018_16_JAX_MIA,JAX,MIA,13,6,0,0,18,10,97,6,3,1,4,1,24,17,126,118
2018,16,2018_16_JAX_MIA,MIA,JAX,9,2,0,0,11,10,95,3,6,2,2,1,22,15,62,121
2018,16,2018_16_KC_SEA,KC,SEA,12,5,1,1,22,8,76,1,3,7,5,3,40,23,156,265
2018,16,2018_16_KC_SEA,SEA,KC,14,7,0,0,31,3,20,3,1,5,7,5,29,18,210,254
2018,16,2018_16_LA_ARI,ARI,LA,11,2,2,1,14,7,54,4,2,2,3,1,31,18,104,159
2018,16,2018_16_LA_ARI,LA,ARI,9,6,0,0,31,6,66,2,4,4,5,4,24,19,269,192
2018,16,2018_16_MIN_DET,DET,MIN,16,4,3,1,17,7,55,3,2,2,1,0,43,23,86,137
2018,16,2018_16_MIN_DET,MIN,DET,13,4,1,0,16,11,78,2,3,3,6,3,28,21,100,240
2018,16,2018_16_NYG_IND,IND,NYG,11,7,0,0,27,6,29,1,0,5,4,4,47,31,49,353
2018,16,2018_16_NYG_IND,NYG,IND,12,7,0,0,22,6,24,0,1,5,4,3,33,25,83,309
2018,16,2018_16_PIT_NO,NO,PIT,12,6,0,0,24,9,91,2,3,6,4,4,40,27,57,313
2018,16,2018_16_PIT_NO,PIT,NO,13,6,2,1,26,6,79,3,2,6,4,3,51,33,65,366
2018,16,2018_16_TB_DAL,DAL,TB,9,3,0,0,16,10,67,1,3,1,4,2,25,20,80,152
2018,16,2018_16_TB_DAL,TB,DAL,13,4,2,1,26,9,72,3,1,4,4,2,48,34,63,320
2018,16,2018_16_WAS_TEN,TEN,WAS,11,5,0,0,20,2,10,3,2,2,4,2,25,17,99,192
2018,16,2018_16_WAS_TEN,WAS,TEN,14,8,0,0,17,8,49,2,3,2,2,1,23,13,161,131
2018,17,2018_17_ARI_SEA,ARI,SEA,17,4,2,1,12,3,20,6,6,1,3,1,34,18,87,113
2018,17,2018_17_ARI_SEA,SEA,ARI,14,4,0,0,16,1,10,6,6,3,5,3,21,12,182,109
2018,17,2018_17_ATL_TB,ATL,TB,13,6,0,0,27,9,85,1,1,4,5,4,45,32,109,380
2018,17,2018_17_ATL_TB,TB,ATL,10,4,0,0,22,3,30,1,1,5,5,4,37,22,92,341
2018,17,2018_17_CAR_NO,CAR,NO,13,6,2,1,25,2,10,1,2,4,5,4,30,18,111,263
2018,17,2018_17_CAR_NO,NO,CAR,10,4,1,0,17,6,94,2,1,2,3,2,22,14,184,110
2018,17,2018_17_CHI_MIN,CHI,MIN,14,8,1,0,17,11,102,0,4,3,3,3,27,18,169,165
2018,17,2018_17_CHI_MIN,MIN,CHI,11,1,4,1,12,3,30,4,0,1,1,1,33,20,63,101
2018,17,2018_17_CIN_PIT,CIN,PIT,12,3,1,0,9,9,85,4,1,2,2,0,24,12,125,71
2018,17,2018_17_CIN_PIT,PIT,CIN,15,5,2,2,18,9,70,1,4,3,3,1,45,31,65,278
2018,17,2018_17_CLE_BAL,BAL,CLE,13,3,1,1,24,10,65,2,0,8,7,2,24,14,296,167
2018,17,2018_17_CLE_BAL,CLE,BAL,11,4,1,0,18,4,35,0,2,7,4,3,42,23,50,376
2018,17,2018_17_DAL_NYG,DAL,NYG,17,11,2,2,23,6,46,4,1,5,6,5,45,27,51,368
2018,17,2018_17_DAL_NYG,NYG,DAL,15,7,3,2,20,11,78,1,4,6,7,4,42,24,143,300
2018,17,2018_17_DET_GB,DET,GB,14,7,1,1,24,3,34,1,3,3,5,4,33,21,130,272
2018,17,2018_17_DET_GB,GB,DET,16,5,3,1,9,5,38,3,1,1,0,0,40,19,46,129
2018,17,2018_17_IND_TEN,IND,TEN,13,5,1,1,24,12,96,1,0,6,7,4,35,24,158,278
2018,17,2018_17_IND_TEN,TEN,IND,9,1,1,0,11,9,75,0,1,2,3,1,29,18,93,165
2018,17,2018_17_JAX_HOU,HOU,JAX,17,6,1,1,23,2,15,6,3,2,5,2,35,25,134,208
2018,17,2018_17_JAX_HOU,JAX,HOU,13,3,0,0,6,8,68,3,6,1,1,0,28,15,30,89
2018,17,2018_17_LAC_DEN,DEN,LAC,14,4,2,1,19,11,99,1,1,4,3,1,49,31,82,288
2018,17,2018_17_LAC_DEN,LAC,DEN,11,4,0,0,17,6,51,1,1,2,3,2,24,14,116,160
