season,player_id,player,kind,touched,yards,epa,fumble_lost
2015,00-0029892,K.Juszczyk,target,1,3.0,-0.3371,0
2015,00-0026373,J.Forsett,rush,1,2.0,-0.2625,0
2015,00-0020337,S.Smith,target,1,10.0,1.6612,0
2015,00-0026373,J.Forsett,rush,1,0.0,-0.5189,0
2015,00-0020337,S.Smith,target,1,3.0,-0.4496,0
2015,00-0028497,K.Aiken,target,0,0.0,-1.4696,0
2015,00-0029854,C.Anderson,rush,1,3.0,-0.2033,0
2015,00-0027874,D.Thomas,target,1,8.0,1.1409,0
2015,00-0029854,C.Anderson,rush,1,5.0,0.02,0
2015,00-0029854,C.Anderson,target,0,0.0,-0.7777,0
2015,00-0027685,E.Sanders,target,1,6.0,1.5056,0
2015,00-0029854,C.Anderson,rush,1,1.0,-0.3405,0
2015,00-0027685,E.Sanders,target,0,0.0,-0.7785,0
2015,00-0027685,E.Sanders,target,1,13.0,1.7187,0
2015,00-0028142,V.Green,target,0,0.0,-0.4285,0
2015,00-0029683,R.Hillman,rush,1,7.0,0.0119,0
2015,00-0027685,E.Sanders,target,1,6.0,1.1585,0
2015,00-0027874,D.Thomas,target,0,0.0,-0.3603,0
2015,00-0029854,C.Anderson,rush,1,-1.0,-1.0358,0
2015,00-0027685,E.Sanders,target,0,0.0,-1.6431,0
2015,00-0026373,J.Forsett,rush,1,3.0,-0.3944,0
2015,00-0026373,J.Forsett,target,0,0.0,-0.7086,0
2015,00-0029854,C.Anderson,rush,1,2.0,-0.4151,0
2015,00-0024313,O.Daniels,target,1,9.0,0.9971,0
2015,00-0027874,D.Thomas,target,0,0.0,-0.4788,0
2015,00-0027874,D.Thomas,target,1,4.0,-0.4274,0
2015,00-0029854,C.Anderson,target,0,0.0,-2.2822,0
2015,00-0026373,J.Forsett,rush,1,4.0,-0.1983,0
2015,00-0026373,J.Forsett,rush,1,-1.0,-0.899,0
2015,00-0024313,O.Daniels,target,1,-4.0,-1.246,0
2015,00-0026237,A.Caldwell,target,1,1.0,-0.6645,0
2015,00-0027874,D.Thomas,target,1,11.0,1.8018,0
2015,00-0029683,R.Hillman,rush,1,2.0,-0.2782,0
2015,00-0029854,C.Anderson,target,0,0.0,-0.8796,0
2015,00-0026373,J.Forsett,target,1,7.0,0.3945,0
2015,00-0026373,J.Forsett,rush,1,6.0,0.5557,0
2015,00-0029892,K.Juszczyk,target,1,4.0,-0.0809,0
2015,00-0031577,J.Allen,rush,1,8.0,0.8611,0
2015,00-0031577,J.Allen,rush,1,3.0,-0.1376,0
2015,00-0031577,J.Allen,rush,1,4.0,0.0188,0
2015,00-0026373,J.Forsett,rush,1,-1.0,-2.0764,0
2015,00-0029854,C.Anderson,rush,1,5.0,0.0351,0
2015,00-0027685,E.Sanders,target,1,18.0,2.3527,0
2015,00-0029854,C.Anderson,rush,1,1.0,-0.4214,0
2015,00-0027685,E.Sanders,target,1,4.0,-0.2638,0
2015,00-0026373,J.Forsett,rush,1,0.0,-0.4611,0
2015,00-0026373,J.Forsett,target,1,1.0,-0.0964,0
2015,00-0028497,K.Aiken,target,1,-1.0,-0.7383,0
2015,00-0026739,J.Norwood,target,1,10.0,0.768,0
2015,00-0026739,J.Norwood,target,0,0.0,-0.2665,0
2015,00-0026739,J.Norwood,target,1,15.0,1.2681,0
2015,00-0027685,E.Sanders,target,1,5.0,-0.1918,0
2015,00-0027685,E.Sanders,target,0,0.0,-0.3368,0
2015,00-0026739,J.Norwood,target,0,0.0,-0.1982,0
2015,00-0028497,K.Aiken,target,0,0.0,-0.0681,0
2015,00-0027685,E.Sanders,target,0,0.0,-0.6144,0
2015,00-0029854,C.Anderson,rush,1,0.0,-0.6865,0
2015,00-0026739,J.Norwood,target,0,0.0,-6.6814,0
2015,00-0029683,R.Hillman,rush,1,0.0,-0.5057,0
2015,00-0027874,D.Thomas,target,0,0.0,-0.7669,0
2015,00-0027874,D.Thomas,target,1,7.0,-0.6478,0
2015,00-0029892,K.Juszczyk,target,1,9.0,0.8808,0
2015,00-0026373,J.Forsett,rush,1,1.0,-0.0908,0
2015,00-0026373,J.Forsett,rush,1,-1.0,-0.7852,0
2015,00-0030400,M.Brown,target,1,22.0,2.227,0
2015,00-0031577,J.Allen,rush,1,0.0,-0.3964,0
2015,00-0031577,J.Allen,target,1,4.0,-0.2798,0
2015,00-0031558,M.Williams,target,0,0.0,-1.0869,0
2015,00-0029683,R.Hillman,rush,1,1.0,-0.5515,0
2015,00-0029683,R.Hillman,rush,1,1.0,-0.7,0
2015,00-0027874,D.Thomas,target,0,0.0,-1.3688,0
2015,00-0026373,J.Forsett,target,1,7.0,0.2276,0
2015,00-0026373,J.Forsett,rush,1,1.0,-0.4624,0
2015,00-0020337,S.Smith,target,0,0.0,-1.7043,0
2015,00-0029854,C.Anderson,target,1,3.0,-0.2251,0
2015,00-0027685,E.Sanders,target,1,4.0,-0.2164,0
2015,00-0027685,E.Sanders,target,1,9.0,1.9627,0
2015,00-0029854,C.Anderson,target,0,0.0,-0.5404,0
2015,00-0029854,C.Anderson,target,1,8.0,-0.3587,0
2015,00-0031577,J.Allen,rush,1,5.0,0.0058,0
2015,00-0031577,J.Allen,rush,1,6.0,0.7061,0
2015,00-0031577,J.Allen,rush,1,4.0,-0.0074,0
2015,00-0026373,J.Forsett,rush,1,0.0,-0.8607,0
2015,00-0020337,S.Smith,target,0,0.0,-7.8318,0
2015,00-0031577,J.Allen,rush,1,0.0,-0.5555,0
2015,00-0031558,M.Williams,target,1,15.0,1.4153,0
2015,00-0031577,J.Allen,rush,1,0.0,-0.4975,0
2015,00-0031025,M.Campanaro,target,0,0.0,-0.7516,0
2015,00-0020337,S.Smith,target,0,0.0,-1.2647,0
2015,00-0027874,D.Thomas,target,1,9.0,0.6383,0
2015,00-0029854,C.Anderson,rush,1,0.0,-0.532,0
2015,00-0029854,C.Anderson,rush,1,6.0,0.8935,0
2015,00-0029683,R.Hillman,rush,1,11.0,0.7743,0
2015,00-0029683,R.Hillman,rush,1,9.0,0.736,0
2015,00-0029683,R.Hillman,rush,1,4.0,0.0289,0
2015,00-0029683,R.Hillman,rush,1,-1.0,-0.7212,0
2015,00-0027874,D.Thomas,target,1,11.0,0.5058,0
2015,00-0029683,R.Hillman,rush,1,9.0,0.6761,0
2015,00-0029683,R.Hillman,rush,1,2.0,-0.0133,0
2015,00-0029854,C.Anderson,rush,1,2.0,-0.3726,0
2015,00-0029854,C.Anderson,target,1,2.0,-0.3,0
2015,00-0027874,D.Thomas,target,1,10.0,1.3896,0
2015,00-0029854,C.Anderson,rush,1,5.0,0.1404,0
2015,00-0029683,R.Hillman,rush,1,-4.0,-1.3682,0
2015,00-0029854,C.Anderson,target,1,6.0,-0.436,0
2015,00-0030992,C.Gillmore,target,1,9.0,0.4291,0
2015,00-0026373,J.Forsett,rush,1,9.0,0.3779,0
2015,00-0026373,J.Forsett,target,1,-2.0,-0.6436,0
2015,00-0030992,C.Gillmore,target,0,0.0,-0.4876,0
2015,00-0030400,M.Brown,target,1,3.0,-0.854,0
2015,00-0030992,C.Gillmore,target,1,14.0,2.8701,0
2015,00-0026373,J.Forsett,target,0,0.0,-0.3547,0
2015,00-0031025,M.Campanaro,target,1,8.0,0.3723,0
2015,00-0026373,J.Forsett,rush,1,20.0,1.7159,0
2015,00-0029892,K.Juszczyk,target,1,1.0,-0.3283,0
2015,00-0020337,S.Smith,target,0,0.0,-0.6173,0
2015,00-0026373,J.Forsett,target,0,0.0,-0.3231,0
2015,00-0020337,S.Smith,target,0,0.0,-0.5639,0
2015,00-0030992,C.Gillmore,target,0,0.0,-3.2026,0
2015,00-0032209,T.Yeldon,rush,1,1.0,-0.5219,0
2015,00-0032209,T.Yeldon,rush,1,3.0,-0.4137,0
2015,00-0032170,R.Greene,target,0,0.0,-1.5504,0
2015,00-0025396,T.Ginn,target,0,0.0,-0.4802,0
2015,00-0027939,C.Newton,rush,1,5.0,-0.269,0
2015,00-0027675,E.Dickson,target,1,9.0,1.7465,0
2015,00-0031118,C.Brown,target,1,7.0,0.3957,0
2015,00-0026153,J.Stewart,rush,1,22.0,1.6568,0
2015,00-0026153,J.Stewart,rush,1,3.0,-0.0978,0
2015,00-0026153,J.Stewart,rush,1,8.0,0.7085,0
2015,00-0022811,J.Cotchery,target,0,0.0,-0.4301,0
2015,00-0025396,T.Ginn,target,0,0.0,-0.6995,0
2015,00-0025418,G.Olsen,target,1,11.0,2.2024,0
2015,00-0026153,J.Stewart,rush,1,1.0,-0.2933,0
2015,00-0027675,E.Dickson,target,0,0.0,-0.5366,0
2015,00-0031428,A.Robinson,target,0,0.0,-0.5422,0
2015,00-0032209,T.Yeldon,rush,1,4.0,-0.4267,0
2015,00-0031407,B.Bortles,rush,1,2.0,-1.1083,0
2015,00-0026153,J.Stewart,rush,1,1.0,-0.4785,0
2015,00-0032055,D.Funchess,target,0,0.0,-0.6728,0
2015,00-0025396,T.Ginn,target,0,0.0,-1.3923,0
2015,00-0032170,R.Greene,target,0,0.0,-0.4313,0
2015,00-0032209,T.Yeldon,rush,1,14.0,1.1575,0
2015,00-0029264,B.Pierce,target,1,4.0,-0.0424,0
2015,00-0032209,T.Yeldon,rush,1,11.0,1.0038,0
2015,00-0032170,R.Greene,target,1,5.0,0.1584,0
2015,00-0032209,T.Yeldon,target,1,6.0,0.502,0
2015,00-0031407,B.Bortles,rush,1,11.0,0.7508,0
2015,00-0032170,R.Greene,target,0,0.0,-0.4874,0
2015,00-0032209,T.Yeldon,rush,1,3.0,-0.4546,0
2015,00-0031428,A.Robinson,target,0,0.0,-1.7237,0
2015,00-0026153,J.Stewart,rush,1,6.0,0.2287,0
2015,00-0027939,C.Newton,rush,1,3.0,0.0744,0
2015,00-0027939,C.Newton,rush,1,0.0,-1.5518,0
2015,00-0030547,D.Robinson,rush,1,6.0,0.278,0
2015,00-0031428,A.Robinson,target,0,0.0,-0.7528,0
2015,00-0030821,A.Hurns,target,1,7.0,1.3353,0
2015,00-0031428,A.Robinson,target,1,27.0,1.6373,0
2015,00-0031731,C.Grant,target,1,5.0,0.0681,0
2015,00-0030547,D.Robinson,rush,1,4.0,0.0159,0
2015,00-0031407,B.Bortles,rush,1,1.0,0.4738,0
2015,00-0030821,A.Hurns,target,1,15.0,0.974,0
2015,00-0030821,A.Hurns,target,1,3.0,-4.052,1
2015,00-0026153,J.Stewart,target,1,6.0,0.2694,0
2015,00-0032055,D.Funchess,target,1,9.0,0.678,0
2015,00-0025418,G.Olsen,target,0,0.0,-5.6369,0
2015,00-0032209,T.Yeldon,rush,1,-2.0,-0.8637,0
2015,00-0030806,N.Jacobs,target,0,0.0,-0.5947,0
2015,00-0032170,R.Greene,target,0,0.0,-0.8261,0
2015,00-0027939,C.Newton,rush,1,4.0,-0.1,0
2015,00-0025396,T.Ginn,target,1,17.0,1.0683,0
2015,00-0022811,J.Cotchery,target,0,0.0,-0.377,0
2015,00-0026153,J.Stewart,rush,1,7.0,0.2078,0
2015,00-0026153,J.Stewart,target,1,4.0,0.6773,0
2015,00-0029731,F.Whittaker,target,1,5.0,0.0759,0
2015,00-0031118,C.Brown,target,1,6.0,0.6683,0
2015,00-0029731,F.Whittaker,rush,1,0.0,-0.4798,0
2015,00-0026069,M.Tolbert,target,1,6.0,-0.0151,0
2015,00-0027939,C.Newton,rush,1,3.0,-0.7626,0
2015,00-0027939,C.Newton,rush,1,2.0,1.8347,0
2015,00-0022811,J.Cotchery,target,1,7.0,1.9955,0
2015,00-0032170,R.Greene,target,1,6.0,0.117,0
2015,00-0032170,R.Greene,target,1,6.0,0.41,0
2015,00-0032209,T.Yeldon,target,1,7.0,-0.2882,0
2015,00-0032170,R.Greene,target,1,6.0,0.3131,0
2015,00-0031407,B.Bortles,rush,1,12.0,0.547,0
2015,00-0032209,T.Yeldon,target,1,3.0,-0.3089,0
2015,00-0030821,A.Hurns,target,1,24.0,3.3956,0
2015,00-0031428,A.Robinson,target,0,0.0,-0.5866,0
2015,00-0032170,R.Greene,target,1,1.0,2.157,0
2015,00-0026153,J.Stewart,rush,1,2.0,-0.4868,0
2015,00-0025396,T.Ginn,target,0,0.0,-0.7552,0
2015,00-0025396,T.Ginn,target,1,37.0,4.1159,0
2015,00-0026153,J.Stewart,rush,1,4.0,-0.0145,0
2015,00-0027939,C.Newton,rush,1,-5.0,-1.8069,0
2015,00-0032209,T.Yeldon,rush,1,6.0,0.304,0
2015,00-0032209,T.Yeldon,rush,1,-1.0,-0.9355,0
2015,00-0030821,A.Hurns,target,1,11.0,1.8353,0
2015,00-0032209,T.Yeldon,target,0,0.0,-8.1458,0
2015,00-0030547,D.Robinson,rush,1,5.0,0.1452,0
2015,00-0030547,D.Robinson,target,1,15.0,1.2107,0
2015,00-0030547,D.Robinson,rush,1,2.0,-0.3676,0
2015,00-0030547,D.Robinson,rush,1,2.0,-0.5194,0
2015,00-0030821,A.Hurns,target,0,0.0,-1.6264,0
2015,00-0026153,J.Stewart,rush,1,2.0,-0.4462,0
2015,00-0025396,T.Ginn,target,0,0.0,-0.7083,0
2015,00-0022811,J.Cotchery,target,1,24.0,2.9421,0
2015,00-0026153,J.Stewart,rush,1,2.0,-0.308,0
2015,00-0027939,C.Newton,rush,1,2.0,-0.5753,0
2015,00-0029731,F.Whittaker,target,1,-2.0,-1.6249,0
2015,00-0032209,T.Yeldon,rush,1,1.0,-0.3709,0
2015,00-0026153,J.Stewart,rush,1,2.0,-0.3161,0
2015,00-0022811,J.Cotchery,target,1,4.0,-0.2202,0
2015,00-0026069,M.Tolbert,target,0,0.0,-1.7836,0
2015,00-0032170,R.Greene,target,1,0.0,-0.5493,0
2015,00-0030547,D.Robinson,target,1,11.0,1.3852,0
2015,00-0031428,A.Robinson,target,0,0.0,-0.4933,0
2015,00-0032209,T.Yeldon,rush,1,12.0,1.2395,0
2015,00-0032170,R.Greene,target,1,4.0,-0.1262,0
2015,00-0032209,T.Yeldon,rush,1,-1.0,-0.83,0
2015,00-0031118,C.Brown,target,0,0.0,-0.4735,0
2015,00-0026153,J.Stewart,rush,1,0.0,-0.4303,0
2015,00-0022811,J.Cotchery,target,1,10.0,1.7898,0
2015,00-0026153,J.Stewart,rush,1,2.0,-0.3134,0
2015,00-0025418,G.Olsen,target,0,0.0,-0.6366,0
2015,00-0027939,C.Newton,rush,1,10.0,1.8557,0
2015,00-0029731,F.Whittaker,rush,1,2.0,-0.3737,0
2015,00-0026153,J.Stewart,target,1,6.0,0.158,0
2015,00-0026069,M.Tolbert,rush,1,12.0,1.2656,0
2015,00-0026153,J.Stewart,target,1,9.0,0.6816,0
2015,00-0027939,C.Newton,rush,1,4.0,0.1191,0
2015,00-0026153,J.Stewart,rush,1,0.0,-0.6358,0
2015,00-0027939,C.Newton,rush,1,1.0,-0.6256,0
2015,00-0027939,C.Newton,rush,1,8.0,-0.1501,0
2015,00-0027725,C.Harbor,target,0,0.0,-4.9596,0
2015,00-0026153,J.Stewart,rush,1,2.0,-1.0516,0
2015,00-0026153,J.Stewart,rush,1,-2.0,-0.457,0
2015,00-0026153,J.Stewart,rush,1,-6.0,-0.2729,0
2015,00-0030821,A.Hurns,target,0,0.0,-0.1863,0
2015,00-0032170,R.Greene,target,0,0.0,-0.1744,0
2015,00-0032170,R.Greene,target,0,0.0,-0.3695,0
2015,00-0027595,B.Walters,target,1,13.0,0.8932,0
2015,00-0029264,B.Pierce,target,0,0.0,-0.1923,0
2015,00-0027595,B.Walters,target,1,4.0,-0.8294,0
2015,00-0031544,A.Cooper,target,0,0.0,-0.6144,0
2015,00-0030513,L.Murray,rush,1,2.0,-0.6468,0
2015,00-0030513,L.Murray,target,1,3.0,-0.9801,0
2015,00-0030549,T.Eifert,target,1,4.0,-0.016,0
2015,00-0031301,J.Hill,rush,1,5.0,0.3712,0
2015,00-0031301,J.Hill,rush,1,10.0,1.1138,0
2015,00-0030549,T.Eifert,target,1,3.0,-0.2197,0
2015,00-0029293,M.Jones,target,1,12.0,1.1183,0
2015,00-0027973,A.Dalton,rush,1,3.0,-0.107,0
2015,00-0030549,T.Eifert,target,1,10.0,0.9599,0
2015,00-0031301,J.Hill,rush,1,6.0,0.293,0
2015,00-0031301,J.Hill,rush,1,3.0,0.123,0
2015,00-0031301,J.Hill,rush,1,0.0,-1.4511,0
2015,00-0031301,J.Hill,rush,1,3.0,3.0564,0
2015,00-0031544,A.Cooper,target,0,0.0,-0.5327,0
2015,00-0031544,A.Cooper,target,0,0.0,-0.7209,0
2015,00-0026986,M.Crabtree,target,1,10.0,1.9862,0
2015,00-0026393,M.Reece,target,0,0.0,-0.5844,0
2015,00-0028063,T.Jones,rush,1,1.0,-0.727,0
2015,00-0030513,L.Murray,target,1,11.0,-0.0653,0
2015,00-0027942,A.Green,target,1,7.0,0.3202,0
2015,00-0031301,J.Hill,rush,1,11.0,0.9863,0
2015,00-0027942,A.Green,target,0,0.0,-0.4869,0
2015,00-0029632,M.Sanu,target,0,0.0,-0.8914,0
2015,00-0030549,T.Eifert,target,1,7.0,-0.9538,0
2015,00-0030513,L.Murray,rush,1,2.0,-0.3366,0
2015,00-0031544,A.Cooper,target,1,6.0,1.9588,0
2015,00-0030513,L.Murray,rush,1,7.0,0.3708,0
2015,00-0030513,L.Murray,rush,1,2.0,0.0037,0
2015,00-0031544,A.Cooper,target,1,24.0,1.6635,0
2015,00-0030513,L.Murray,target,1,1.0,-0.4628,0
2015,00-0030513,L.Murray,rush,1,3.0,-0.4843,0
2015,00-0026986,M.Crabtree,target,0,0.0,-1.5973,0
2015,00-0030456,G.Bernard,rush,1,0.0,-0.5228,0
2015,00-0030549,T.Eifert,target,1,10.0,1.312,0
2015,00-0030456,G.Bernard,target,1,3.0,-0.2868,0
2015,00-0029632,M.Sanu,target,1,28.0,2.313,0
2015,00-0030549,T.Eifert,target,1,31.0,1.9998,0
2015,00-0029632,M.Sanu,target,1,6.0,0.364,0
2015,00-0027942,A.Green,target,0,0.0,-0.7666,0
2015,00-0027942,A.Green,target,1,0.0,-1.1305,0
2015,00-0030513,L.Murray,rush,1,5.0,-0.0958,0
2015,00-0030513,L.Murray,target,1,6.0,0.5797,0
2015,00-0030513,L.Murray,rush,1,1.0,-0.5503,0
2015,00-0028063,T.Jones,rush,1,0.0,-0.7364,0
2015,00-0031280,D.Carr,rush,1,8.0,-0.4137,0
2015,00-0030513,L.Murray,rush,1,0.0,-3.363,0
2015,00-0030549,T.Eifert,target,0,0.0,-0.3847,0
2015,00-0030456,G.Bernard,target,1,3.0,-0.4182,0
2015,00-0027942,A.Green,target,1,30.0,2.7108,0
2015,00-0030456,G.Bernard,rush,1,6.0,0.3752,0
2015,00-0031301,J.Hill,rush,1,1.0,-0.815,0
2015,00-0031301,J.Hill,rush,1,2.0,0.9892,0
2015,00-0031166,S.Roberts,target,0,0.0,-0.4097,0
2015,00-0030513,L.Murray,rush,1,12.0,-0.0472,0
2015,00-0030549,T.Eifert,target,1,18.0,0.7905,0
2015,00-0030456,G.Bernard,rush,1,13.0,0.6372,0
2015,00-0030456,G.Bernard,target,1,14.0,0.7985,0
2015,00-0030456,G.Bernard,target,1,3.0,-0.0895,0
2015,00-0029293,M.Jones,target,0,0.0,-0.4447,0
2015,00-0030549,T.Eifert,target,1,13.0,3.9486,0
2015,00-0030513,L.Murray,rush,1,8.0,-0.0423,0
2015,00-0031301,J.Hill,rush,1,1.0,-0.5081,0
2015,00-0029293,M.Jones,target,1,7.0,0.2806,0
2015,00-0031301,J.Hill,rush,1,-1.0,-1.7787,0
2015,00-0031166,S.Roberts,target,1,7.0,0.268,0
2015,00-0031544,A.Cooper,target,1,5.0,0.4975,0
2015,00-0026986,M.Crabtree,target,0,0.0,-0.4855,0
2015,00-0030514,M.Rivera,target,0,0.0,-2.8392,0
2015,00-0027942,A.Green,target,1,18.0,1.2585,0
2015,00-0031301,J.Hill,rush,1,0.0,-0.4742,0
2015,00-0030549,T.Eifert,target,0,0.0,-0.8551,0
2015,00-0030456,G.Bernard,target,1,-5.0,-1.3739,0
2015,00-0026393,M.Reece,target,1,6.0,0.1814,0
2015,00-0030513,L.Murray,rush,1,2.0,-0.1861,0
2015,00-0031166,S.Roberts,target,1,0.0,-1.7487,0
2015,00-0031301,J.Hill,rush,1,4.0,-0.159,0
2015,00-0027942,A.Green,target,1,8.0,0.9869,0
2015,00-0027942,A.Green,target,0,0.0,-0.4932,0
2015,00-0031301,J.Hill,rush,1,7.0,-0.0197,0
2015,00-0030288,R.Burkhead,target,1,24.0,2.7754,0
2015,00-0030456,G.Bernard,rush,1,28.0,1.6976,0
2015,00-0030456,G.Bernard,rush,1,1.0,-0.3641,0
2015,00-0030549,T.Eifert,target,1,8.0,2.2848,0
2015,00-0029492,J.Olawale,target,1,11.0,0.7654,0
2015,00-0031301,J.Hill,rush,1,2.0,-0.3099,0
2015,00-0031301,J.Hill,rush,1,-2.0,-0.8618,0
2015,00-0030780,R.Hewitt,target,0,0.0,-0.7491,0
2015,00-0028063,T.Jones,rush,1,4.0,-0.0732,0
2015,00-0026986,M.Crabtree,target,1,8.0,0.7101,0
2015,00-0026986,M.Crabtree,target,1,11.0,0.5881,0
2015,00-0032256,C.Walford,target,1,1.0,-0.5153,0
2015,00-0031544,A.Cooper,target,0,0.0,-0.7435,0
2015,00-0031166,S.Roberts,target,0,0.0,-1.5983,0
2015,00-0031301,J.Hill,rush,1,2.0,-0.3646,0
2015,00-0030549,T.Eifert,target,0,0.0,-0.693,0
2015,00-0030456,G.Bernard,target,1,7.0,-0.0633,0
2015,00-0031166,S.Roberts,target,1,5.0,-0.1384,0
2015,00-0030513,L.Murray,target,1,4.0,0.0673,0
2015,00-0031166,S.Roberts,target,0,0.0,-1.5977,0
2015,00-0026986,M.Crabtree,target,1,4.0,2.2502,0
2015,00-0030513,L.Murray,target,1,5.0,-0.2041,0
2015,00-0031544,A.Cooper,target,1,-2.0,-1.2372,0
2015,00-0030514,M.Rivera,target,1,4.0,-1.0656,0
2015,00-0031544,A.Cooper,target,1,14.0,3.6315,0
2015,00-0030513,L.Murray,target,1,6.0,0.2428,0
2015,00-0029129,R.Streater,target,1,8.0,0.7709,0
2015,00-0026393,M.Reece,target,1,11.0,1.9238,0
2015,00-0031301,J.Hill,rush,1,7.0,0.3589,0
2015,00-0031301,J.Hill,rush,1,2.0,-0.132,0
2015,00-0027973,A.Dalton,rush,1,0.0,-1.1203,0
2015,00-0029492,J.Olawale,target,1,4.0,-0.0886,0
2015,00-0029492,J.Olawale,rush,1,6.0,0.0162,0
2015,00-0026986,M.Crabtree,target,1,4.0,-0.4532,0
2015,00-0032256,C.Walford,target,0,0.0,-0.5655,0
2015,00-0028063,T.Jones,target,1,13.0,1.7044,0
2015,00-0029492,J.Olawale,target,1,4.0,-0.1373,0
2015,00-0026986,M.Crabtree,target,0,0.0,1.4726,0
2015,00-0026393,M.Reece,target,1,9.0,2.6178,0
2015,00-0030456,G.Bernard,rush,1,6.0,0.0435,0
2015,00-0030456,G.Bernard,rush,1,6.0,-0.1463,0
2015,00-0030456,G.Bernard,rush,1,3.0,-0.6208,0
2015,00-0027531,C.Ivory,rush,1,3.0,-0.3083,0
2015,00-0027531,C.Ivory,rush,1,4.0,0.0568,0
2015,00-0027690,E.Decker,target,1,22.0,2.2603,0
2015,00-0027531,C.Ivory,rush,1,0.0,-0.4927,0
2015,00-0028905,C.Owusu,target,1,5.0,-0.3134,0
2015,00-0024334,B.Marshall,target,0,0.0,-1.5904,0
2015,00-0027825,J.Dray,target,0,0.0,-0.5163,0
2015,00-0030656,I.Crowell,rush,1,1.0,-0.6332,0
2015,00-0021206,J.McCown,rush,1,9.0,1.7982,0
2015,00-0030656,I.Crowell,rush,1,1.0,-0.4188,0
2015,00-0032068,M.Johnson,target,1,8.0,0.8395,0
2015,00-0031228,T.Gabriel,target,1,11.0,0.9898,0
2015,00-0030656,I.Crowell,rush,1,1.0,-0.484,0
2015,00-0030656,I.Crowell,rush,1,8.0,0.8084,0
2015,00-0021206,J.McCown,rush,1,1.0,0.4029,0
2015,00-0026281,G.Barnidge,target,1,2.0,-0.4003,0
2015,00-0032068,M.Johnson,target,1,6.0,0.1628,0
2015,00-0026281,G.Barnidge,target,1,22.0,2.2871,0
2015,00-0028202,S.Draughn,rush,1,4.0,-0.0308,0
2015,00-0030656,I.Crowell,rush,1,3.0,-0.0659,0
2015,00-0028007,R.Housler,target,0,0.0,-0.5347,0
2015,00-0028202,S.Draughn,target,0,0.0,-0.7354,0
2015,00-0021206,J.McCown,rush,1,13.0,-5.1289,1
2015,00-0027531,C.Ivory,rush,1,11.0,0.8369,0
2015,00-0027531,C.Ivory,rush,1,2.0,-0.4157,0
2015,00-0027531,C.Ivory,rush,1,1.0,-0.6837,0
2015,00-0027531,C.Ivory,rush,1,1.0,-1.2044,0
2015,00-0030112,T.Bohanon,rush,1,0.0,-3.2253,0
2015,00-0030656,I.Crowell,rush,1,-3.0,-0.9793,0
2015,00-0027825,J.Dray,target,1,13.0,1.7449,0
2015,00-0032257,D.Johnson,rush,1,6.0,0.1929,0
2015,00-0032257,D.Johnson,rush,1,0.0,-0.7265,0
2015,00-0029269,T.Benjamin,target,1,54.0,6.6396,0
2015,00-0024334,B.Marshall,target,0,0.0,-0.4932,0
2015,00-0027690,E.Decker,target,0,0.0,-0.731,0
2015,00-0028905,C.Owusu,target,1,43.0,3.8326,0
2015,00-0024334,B.Marshall,target,0,0.0,1.529,1
2015,00-0027531,C.Ivory,target,1,9.0,-0.1002,0
2015,00-0027531,C.Ivory,rush,1,10.0,1.9185,0
2015,00-0030656,I.Crowell,rush,1,-2.0,-0.9529,0
2015,00-0031409,J.Manziel,rush,1,6.0,0.1645,0
2015,00-0032257,D.Johnson,rush,1,4.0,-0.4704,0
2015,00-0026298,K.Davis,target,0,0.0,-0.4432,0
2015,00-0028064,B.Powell,rush,1,3.0,-0.5098,0
2015,00-0023682,R.Fitzpatrick,rush,1,0.0,-2.5227,0
2015,00-0027918,A.Hawkins,target,0,0.0,-0.3801,0
2015,00-0030656,I.Crowell,rush,1,0.0,-0.5436,0
2015,00-0027077,B.Hartline,target,1,11.0,1.5018,0
2015,00-0029269,T.Benjamin,target,1,15.0,0.92,0
2015,00-0030656,I.Crowell,rush,1,4.0,0.1922,0
2015,00-0027918,A.Hawkins,target,0,0.0,-0.9719,0
2015,00-0031409,J.Manziel,rush,1,3.0,-0.7509,0
2015,00-0024334,B.Marshall,target,1,11.0,0.6152,0
2015,00-0028905,C.Owusu,target,1,8.0,0.4064,0
2015,00-0028064,B.Powell,target,1,11.0,0.6204,0
2015,00-0024334,B.Marshall,target,1,9.0,0.7316,0
2015,00-0024334,B.Marshall,target,1,6.0,0.1551,0
2015,00-0028064,B.Powell,target,1,5.0,0.2911,0
2015,00-0028905,C.Owusu,target,0,0.0,-0.4184,0
2015,00-0028064,B.Powell,rush,1,7.0,0.9899,0
2015,00-0027690,E.Decker,target,1,15.0,2.6158,0
2015,00-0030656,I.Crowell,rush,1,8.0,-0.1839,0
2015,00-0027918,A.Hawkins,target,1,6.0,0.2102,0
2015,00-0032257,D.Johnson,rush,1,8.0,0.71,0
2015,00-0032257,D.Johnson,rush,1,2.0,-0.237,0
2015,00-0027825,J.Dray,target,0,0.0,-0.7033,0
2015,00-0027077,B.Hartline,target,1,9.0,1.7981,0
2015,00-0030656,I.Crowell,rush,1,0.0,-0.5059,0
2015,00-0031409,J.Manziel,rush,1,8.0,0.1662,0
2015,00-0027077,B.Hartline,target,0,0.0,-4.5263,0
2015,00-0027531,C.Ivory,rush,1,5.0,0.1519,0
2015,00-0027531,C.Ivory,rush,1,3.0,-0.2711,0
2015,00-0024334,B.Marshall,target,1,17.0,2.0716,0
2015,00-0027531,C.Ivory,rush,1,2.0,0.0092,0
