season,week,game_id,team,opp,home,plays,yards,top_seconds,turnovers,points_for,points_against,win
2017,15,2017_15_BAL_CLE,CLE,BAL,1,58,266.0,1392,4,10,27,0
2017,15,2017_15_CHI_DET,CHI,DET,0,63,349.0,1855,3,10,20,0
2017,15,2017_15_CHI_DET,DET,CHI,1,57,293.0,1745,1,20,10,1
2017,15,2017_15_CIN_MIN,CIN,MIN,0,51,161.0,1448,2,7,34,0
2017,15,2017_15_CIN_MIN,MIN,CIN,1,61,346.0,2152,1,34,7,1
2017,15,2017_15_DAL_OAK,DAL,LV,0,60,330.0,1940,2,20,17,1
2017,15,2017_15_DAL_OAK,LV,DAL,1,61,293.0,1660,1,17,20,0
2017,15,2017_15_DEN_IND,DEN,IND,0,75,464.0,2211,1,25,13,1
2017,15,2017_15_DEN_IND,IND,DEN,1,53,228.0,1389,0,13,25,0
2017,15,2017_15_GB_CAR,CAR,GB,1,70,387.0,2090,0,31,24,1
2017,15,2017_15_GB_CAR,GB,CAR,0,67,384.0,1563,4,24,31,0
2017,15,2017_15_HOU_JAX,HOU,JAX,0,56,186.0,1602,1,7,45,0
2017,15,2017_15_HOU_JAX,JAX,HOU,1,68,464.0,1998,0,45,7,1
2017,15,2017_15_LAC_KC,KC,LAC,1,63,397.0,2001,0,30,13,1
2017,15,2017_15_LAC_KC,LAC,KC,0,60,307.0,1599,4,13,30,0
2017,15,2017_15_LA_SEA,LA,SEA,0,68,352.0,2206,1,42,7,1
2017,15,2017_15_LA_SEA,SEA,LA,1,54,149.0,1394,2,7,42,0
2017,15,2017_15_MIA_BUF,BUF,MIA,1,61,328.0,1666,0,24,16,1
2017,15,2017_15_MIA_BUF,MIA,BUF,0,73,349.0,1945,3,16,24,0
2017,15,2017_15_NE_PIT,NE,PIT,0,57,362.0,1493,1,27,24,1
2017,15,2017_15_NE_PIT,PIT,NE,1,63,413.0,2107,1,24,27,0
2017,15,2017_15_NYJ_NO,NO,NYJ,1,64,412.0,1750,3,31,19,1
2017,15,2017_15_NYJ_NO,NYJ,NO,0,69,294.0,1850,2,19,31,0
2017,15,2017_15_PHI_NYG,NYG,PHI,1,82,504.0,1747,1,29,34,0
2017,15,2017_15_PHI_NYG,PHI,NYG,0,66,341.0,1853,0,34,29,1
2017,15,2017_15_TEN_SF,SF,TEN,1,68,414.0,1888,0,25,23,1
2017,15,2017_15_TEN_SF,TEN,SF,0,62,328.0,1645,1,23,25,0
2017,16,2017_16_ATL_NO,ATL,NO,0,61,331.0,1572,2,13,23,0
2017,16,2017_16_ATL_NO,NO,ATL,1,60,315.0,2028,1,23,13,1
2017,16,2017_16_BUF_NE,BUF,NE,0,68,326.0,1696,0,16,37,0
2017,16,2017_16_BUF_NE,NE,BUF,1,68,411.0,1904,1,37,16,1
2017,16,2017_16_CLE_CHI,CHI,CLE,1,59,258.0,1994,0,20,3,1
2017,16,2017_16_CLE_CHI,CLE,CHI,0,57,254.0,1606,3,3,20,0
2017,16,2017_16_DEN_WAS,DEN,WAS,0,72,332.0,1827,3,11,27,0
2017,16,2017_16_DEN_WAS,WAS,DEN,1,66,386.0,1773,2,27,11,1
2017,16,2017_16_DET_CIN,CIN,DET,1,78,364.0,1949,1,26,17,1
2017,16,2017_16_DET_CIN,DET,CIN,0,59,276.0,1651,1,17,26,0
2017,16,2017_16_IND_BAL,BAL,IND,1,71,323.0,2148,0,23,16,1
2017,16,2017_16_IND_BAL,IND,BAL,0,59,296.0,1452,0,16,23,0
2017,16,2017_16_JAX_SF,JAX,SF,0,80,474.0,1849,3,33,44,0
2017,16,2017_16_JAX_SF,SF,JAX,1,66,369.0,1778,1,44,33,1
2017,16,2017_16_LAC_NYJ,LAC,NYJ,0,70,379.0,2154,0,14,7,1
2017,16,2017_16_LAC_NYJ,NYJ,LAC,1,61,295.0,1622,3,7,14,0
2017,16,2017_16_LA_TEN,LA,TEN,0,66,402.0,1804,1,27,23,1
2017,16,2017_16_LA_TEN,TEN,LA,1,66,366.0,1796,1,23,27,0
2017,16,2017_16_MIA_KC,KC,MIA,1,74,404.0,2273,0,29,13,1
2017,16,2017_16_MIA_KC,MIA,KC,0,54,345.0,1327,2,13,29,0
2017,16,2017_16_MIN_GB,GB,MIN,1,65,239.0,1703,2,0,16,0
2017,16,2017_16_MIN_GB,MIN,GB,0,61,236.0,1897,0,16,0,1
2017,16,2017_16_NYG_ARI,ARI,NYG,1,64,289.0,1993,2,23,0,1
2017,16,2017_16_NYG_ARI,NYG,ARI,0,67,293.0,1607,3,0,23,0
2017,16,2017_16_OAK_PHI,LV,PHI,0,63,274.0,2061,5,10,19,0
2017,16,2017_16_OAK_PHI,PHI,LV,1,62,216.0,1539,2,19,10,1
2017,16,2017_16_PIT_HOU,HOU,PIT,1,52,227.0,1744,2,6,34,0
2017,16,2017_16_PIT_HOU,PIT,HOU,0,58,330.0,1856,0,34,6,1
2017,16,2017_16_SEA_DAL,DAL,SEA,1,68,282.0,1970,3,12,21,0
2017,16,2017_16_SEA_DAL,SEA,DAL,0,54,136.0,1630,0,21,12,1
2017,16,2017_16_TB_CAR,CAR,TB,1,59,255.0,1830,1,22,19,1
2017,16,2017_16_TB_CAR,TB,CAR,0,57,392.0,1770,3,19,22,0
2017,17,2017_17_ARI_SEA,ARI,SEA,0,68,259.0,1936,1,26,24,1
2017,17,2017_17_ARI_SEA,SEA,ARI,1,54,296.0,1664,0,24,26,0
2017,17,2017_17_BUF_MIA,BUF,MIA,0,64,312.0,1931,0,22,16,1
2017,17,2017_17_BUF_MIA,MIA,BUF,1,68,356.0,1718,1,16,22,0
2017,17,2017_17_CAR_ATL,ATL,CAR,1,72,371.0,2082,0,22,10,1
2017,17,2017_17_CAR_ATL,CAR,ATL,0,60,248.0,1518,3,10,22,0
2017,17,2017_17_CHI_MIN,CHI,MIN,0,53,201.0,1445,0,10,23,0
2017,17,2017_17_CHI_MIN,MIN,CHI,1,67,327.0,2155,0,23,10,1
2017,17,2017_17_CIN_BAL,BAL,CIN,1,74,312.0,1881,1,27,31,0
2017,17,2017_17_CIN_BAL,CIN,BAL,0,75,359.0,1719,1,31,27,1
2017,17,2017_17_CLE_PIT,CLE,PIT,0,63,374.0,1855,2,24,28,0
2017,17,2017_17_CLE_PIT,PIT,CLE,1,58,348.0,1745,2,28,24,1
2017,17,2017_17_DAL_PHI,DAL,PHI,0,63,301.0,1805,0,6,0,1
2017,17,2017_17_DAL_PHI,PHI,DAL,1,55,219.0,1795,2,0,6,0
2017,17,2017_17_GB_DET,DET,GB,1,55,358.0,1979,1,35,11,1
2017,17,2017_17_GB_DET,GB,DET,0,64,258.0,1907,3,11,35,0
2017,17,2017_17_HOU_IND,HOU,IND,0,53,209.0,1727,1,13,22,0
2017,17,2017_17_HOU_IND,IND,HOU,1,62,250.0,1873,0,22,13,1
2017,17,2017_17_JAX_TEN,JAX,TEN,0,60,229.0,1593,3,10,15,0
2017,17,2017_17_JAX_TEN,TEN,JAX,1,63,232.0,2007,2,15,10,1
2017,17,2017_17_KC_DEN,DEN,KC,1,65,336.0,1857,3,24,27,0
2017,17,2017_17_KC_DEN,KC,DEN,0,65,379.0,1743,2,27,24,1
2017,17,2017_17_NO_TB,NO,TB,0,58,323.0,1707,0,24,31,0
2017,17,2017_17_NO_TB,TB,NO,1,82,457.0,1893,4,31,24,1
2017,17,2017_17_NYJ_NE,NE,NYJ,1,80,330.0,2089,0,26,6,1
2017,17,2017_17_NYJ_NE,NYJ,NE,0,59,247.0,1511,0,6,26,0
2017,17,2017_17_OAK_LAC,LAC,LV,1,68,495.0,2000,0,30,10,1
2017,17,2017_17_OAK_LAC,LV,LAC,0,53,336.0,1600,2,10,30,0
2017,17,2017_17_SF_LA,LA,SF,1,63,251.0,1851,2,13,34,0
2017,17,2017_17_SF_LA,SF,LA,0,63,461.0,1749,3,34,13,1
2017,17,2017_17_WAS_NYG,NYG,WAS,1,75,381.0,1913,1,18,10,1
2017,17,2017_17_WAS_NYG,WAS,NYG,0,56,197.0,1687,3,10,18,0
2018,1,2018_01_ATL_PHI,ATL,PHI,0,65,299.0,1670,2,12,18,0
2018,1,2018_01_ATL_PHI,PHI,ATL,1,65,234.0,1930,1,18,12,1
2018,1,2018_01_BUF_BAL,BAL,BUF,1,75,369.0,2114,1,47,3,1
2018,1,2018_01_BUF_BAL,BUF,BAL,0,61,153.0,1486,2,3,47,0
2018,1,2018_01_CHI_GB,CHI,GB,0,66,294.0,2002,1,23,24,0
2018,1,2018_01_CHI_GB,GB,CHI,1,59,370.0,1598,2,24,23,1
2018,1,2018_01_CIN_IND,CIN,IND,0,50,330.0,1632,2,34,23,1
2018,1,2018_01_CIN_IND,IND,CIN,1,77,380.0,1968,2,23,34,0
2018,1,2018_01_DAL_CAR,CAR,DAL,1,62,293.0,1836,1,16,8,1
2018,1,2018_01_DAL_CAR,DAL,CAR,0,58,234.0,1764,1,8,16,0
2018,1,2018_01_HOU_NE,HOU,NE,0,71,325.0,1730,3,20,27,0
2018,1,2018_01_HOU_NE,NE,HOU,1,72,389.0,1870,2,27,20,1
2018,1,2018_01_JAX_NYG,JAX,NYG,0,62,305.0,1771,2,20,15,1
2018,1,2018_01_JAX_NYG,NYG,JAX,1,63,324.0,1829,1,15,20,0
2018,1,2018_01_KC_LAC,KC,LAC,0,55,362.0,1534,1,38,28,1
2018,1,2018_01_KC_LAC,LAC,KC,1,77,545.0,2066,1,28,38,0
2018,1,2018_01_LA_OAK,LA,LV,0,60,365.0,1709,0,33,13,1
2018,1,2018_01_LA_OAK,LV,LA,1,64,395.0,1891,3,13,33,0
2018,1,2018_01_NYJ_DET,DET,NYJ,1,67,339.0,1613,6,17,48,0
2018,1,2018_01_NYJ_DET,NYJ,DET,0,59,349.0,1987,1,48,17,1
2018,1,2018_01_PIT_CLE,CLE,PIT,1,85,327.0,2088,1,21,21,0
2018,1,2018_01_PIT_CLE,PIT,CLE,0,80,472.0,2112,6,21,21,0
2018,1,2018_01_SEA_DEN,DEN,SEA,1,72,470.0,2108,3,27,24,1
2018,1,2018_01_SEA_DEN,SEA,DEN,0,55,306.0,1492,3,24,27,0
2018,1,2018_01_SF_MIN,MIN,SF,1,71,343.0,1869,1,24,16,1
2018,1,2018_01_SF_MIN,SF,MIN,0,61,327.0,1731,4,16,24,0
2018,1,2018_01_TB_NO,NO,TB,1,61,479.0,1671,2,40,48,0
2018,1,2018_01_TB_NO,TB,NO,0,62,529.0,1929,0,48,40,1
2018,1,2018_01_TEN_MIA,MIA,TEN,1,58,342.0,1825,2,27,20,1
2018,1,2018_01_TEN_MIA,TEN,MIA,0,67,336.0,1775,3,20,27,0
2018,1,2018_01_WAS_ARI,ARI,WAS,1,52,213.0,1312,2,6,24,0
2018,1,2018_01_WAS_ARI,WAS,ARI,0,75,429.0,2288,1,24,6,1
2018,2,2018_02_ARI_LA,ARI,LA,0,43,137.0,1552,1,0,34,0
2018,2,2018_02_ARI_LA,LA,ARI,1,70,438.0,2048,1,34,0,1
2018,2,2018_02_BAL_CIN,BAL,CIN,0,82,425.0,1690,3,23,34,0
2018,2,2018_02_BAL_CIN,CIN,BAL,1,70,373.0,1910,0,34,23,1
2018,2,2018_02_CAR_ATL,ATL,CAR,1,60,442.0,1782,1,31,24,1
2018,2,2018_02_CAR_ATL,CAR,ATL,0,65,439.0,1818,1,24,31,0
2018,2,2018_02_CLE_NO,CLE,NO,0,60,327.0,1639,1,18,21,0
2018,2,2018_02_CLE_NO,NO,CLE,1,62,277.0,1961,2,21,18,1
2018,2,2018_02_DET_SF,DET,SF,0,73,427.0,1826,1,27,30,0
2018,2,2018_02_DET_SF,SF,DET,1,60,346.0,1774,0,30,27,1
2018,2,2018_02_HOU_TEN,HOU,TEN,0,62,437.0,1778,1,17,20,0
2018,2,2018_02_HOU_TEN,TEN,HOU,1,57,283.0,1822,0,20,17,1
2018,2,2018_02_IND_WAS,IND,WAS,0,60,281.0,2230,2,21,9,1
2018,2,2018_02_IND_WAS,WAS,IND,1,71,334.0,1413,1,9,21,0
2018,2,2018_02_KC_PIT,KC,PIT,0,54,449.0,1669,1,42,37,1
2018,2,2018_02_KC_PIT,PIT,KC,1,75,477.0,2097,0,37,42,0
2018,2,2018_02_LAC_BUF,BUF,LAC,1,59,263.0,1618,2,20,31,0
2018,2,2018_02_LAC_BUF,LAC,BUF,0,55,349.0,1982,0,31,20,1
2018,2,2018_02_MIA_NYJ,MIA,NYJ,0,58,257.0,1705,2,20,12,1
2018,2,2018_02_MIA_NYJ,NYJ,MIA,1,63,362.0,1895,3,12,20,0
2018,2,2018_02_MIN_GB,GB,MIN,1,70,351.0,2288,0,29,29,0
2018,2,2018_02_MIN_GB,MIN,GB,0,69,482.0,1912,1,29,29,0
2018,2,2018_02_NE_JAX,JAX,NE,1,69,480.0,1846,2,31,20,1
2018,2,2018_02_NE_JAX,NE,JAX,0,61,302.0,1754,1,20,31,0
2018,2,2018_02_NYG_DAL,DAL,NYG,1,50,298.0,1744,0,20,13,1
2018,2,2018_02_NYG_DAL,NYG,DAL,0,67,255.0,1932,1,13,20,0
2018,2,2018_02_OAK_DEN,DEN,LV,1,64,385.0,1624,1,20,19,1
2018,2,2018_02_OAK_DEN,LV,DEN,0,60,373.0,1976,0,19,20,0
2018,2,2018_02_PHI_TB,PHI,TB,0,75,412.0,2139,2,21,27,0
2018,2,2018_02_PHI_TB,TB,PHI,1,58,436.0,1461,2,27,21,1
2018,2,2018_02_SEA_CHI,CHI,SEA,1,63,271.0,2064,2,24,17,1
2018,2,2018_02_SEA_CHI,SEA,CHI,0,64,276.0,1536,2,17,24,0
2018,3,2018_03_BUF_MIN,BUF,MIN,0,63,292.0,2145,0,27,6,1
2018,3,2018_03_BUF_MIN,MIN,BUF,1,66,292.0,1455,3,6,27,0
2018,3,2018_03_CHI_ARI,ARI,CHI,1,48,221.0,1419,4,14,16,0
2018,3,2018_03_CHI_ARI,CHI,ARI,0,69,316.0,2181,2,16,14,1
2018,3,2018_03_CIN_CAR,CAR,CIN,1,66,377.0,2035,0,31,21,1
2018,3,2018_03_CIN_CAR,CIN,CAR,0,61,396.0,1565,4,21,31,0
2018,3,2018_03_DAL_SEA,DAL,SEA,0,58,303.0,1636,3,13,24,0
2018,3,2018_03_DAL_SEA,SEA,DAL,1,67,295.0,1964,0,24,13,1
2018,3,2018_03_DEN_BAL,BAL,DEN,1,70,342.0,1814,0,27,14,1
2018,3,2018_03_DEN_BAL,DEN,BAL,0,61,293.0,1786,1,14,27,0
2018,3,2018_03_GB_WAS,GB,WAS,0,66,340.0,1855,1,17,31,0
2018,3,2018_03_GB_WAS,WAS,GB,1,55,386.0,1745,1,31,17,1
2018,3,2018_03_IND_PHI,IND,PHI,0,56,209.0,1188,0,16,20,0
2018,3,2018_03_IND_PHI,PHI,IND,1,77,379.0,2412,2,20,16,1
2018,3,2018_03_LAC_LA,LA,LAC,1,72,521.0,2056,2,35,23,1
2018,3,2018_03_LAC_LA,LAC,LA,0,52,356.0,1544,2,23,35,0
2018,3,2018_03_NE_DET,DET,NE,1,70,414.0,2355,1,26,10,1
2018,3,2018_03_NE_DET,NE,DET,0,47,209.0,1245,1,10,26,0
2018,3,2018_03_NO_ATL,ATL,NO,1,62,411.0,1760,0,37,43,0
2018,3,2018_03_NO_ATL,NO,ATL,0,77,534.0,2265,0,43,37,1
2018,3,2018_03_NYG_HOU,HOU,NYG,1,63,427.0,1470,2,22,27,0
2018,3,2018_03_NYG_HOU,NYG,HOU,0,60,379.0,2130,0,27,22,1
2018,3,2018_03_NYJ_CLE,CLE,NYJ,1,75,325.0,1852,0,21,17,1
2018,3,2018_03_NYJ_CLE,NYJ,CLE,0,63,268.0,1748,3,17,21,0
2018,3,2018_03_OAK_MIA,LV,MIA,0,74,434.0,2311,2,20,28,0
2018,3,2018_03_OAK_MIA,MIA,LV,1,39,373.0,1289,0,28,20,1
2018,3,2018_03_PIT_TB,PIT,TB,0,63,413.0,1821,1,30,27,1
2018,3,2018_03_PIT_TB,TB,PIT,1,69,455.0,1779,4,27,30,0
2018,3,2018_03_SF_KC,KC,SF,1,68,384.0,1801,0,38,27,1
2018,3,2018_03_SF_KC,SF,KC,0,64,408.0,1799,0,27,38,0
2018,3,2018_03_TEN_JAX,JAX,TEN,1,56,232.0,1633,1,6,9,0
2018,3,2018_03_TEN_JAX,TEN,JAX,0,59,233.0,1967,0,9,6,1
2018,4,2018_04_BAL_PIT,BAL,PIT,0,74,451.0,2103,1,26,14,1
2018,4,2018_04_BAL_PIT,PIT,BAL,1,60,286.0,1497,2,14,26,0
2018,4,2018_04_BUF_GB,BUF,GB,0,56,145.0,1523,3,0,22,0
2018,4,2018_04_BUF_GB,GB,BUF,1,74,423.0,2077,2,22,0,1
2018,4,2018_04_CIN_ATL,ATL,CIN,1,67,495.0,1762,0,36,37,0
2018,4,2018_04_CIN_ATL,CIN,ATL,0,68,407.0,1838,1,37,36,1
2018,4,2018_04_CLE_OAK,CLE,LV,0,77,491.0,1883,4,42,45,0
2018,4,2018_04_CLE_OAK,LV,CLE,1,91,567.0,2211,2,45,42,1
2018,4,2018_04_DET_DAL,DAL,DET,1,65,414.0,1805,0,26,24,1
2018,4,2018_04_DET_DAL,DET,DAL,0,53,382.0,1795,0,24,26,0
2018,4,2018_04_HOU_IND,HOU,IND,0,84,466.0,2404,1,37,34,1
2018,4,2018_04_HOU_IND,IND,HOU,1,85,480.0,1796,2,34,37,0
2018,4,2018_04_KC_DEN,DEN,KC,1,59,385.0,1498,1,23,27,0
2018,4,2018_04_KC_DEN,KC,DEN,0,72,446.0,2102,0,27,23,1
2018,4,2018_04_MIA_NE,MIA,NE,0,45,172.0,1418,2,7,38,0
2018,4,2018_04_MIA_NE,NE,MIA,1,75,449.0,2182,2,38,7,1
2018,4,2018_04_MIN_LA,LA,MIN,1,55,556.0,1666,0,38,31,1
2018,4,2018_04_MIN_LA,MIN,LA,0,72,448.0,1934,1,31,38,0
2018,4,2018_04_NO_NYG,NO,NYG,0,67,389.0,1860,0,33,18,1
2018,4,2018_04_NO_NYG,NYG,NO,1,60,301.0,1740,2,18,33,0
2018,4,2018_04_NYJ_JAX,JAX,NYJ,1,75,503.0,2255,3,31,12,1
2018,4,2018_04_NYJ_JAX,NYJ,JAX,0,52,178.0,1345,0,12,31,0
2018,4,2018_04_PHI_TEN,PHI,TEN,0,76,432.0,2065,1,23,26,0
2018,4,2018_04_PHI_TEN,TEN,PHI,1,68,397.0,2130,1,26,23,1
2018,4,2018_04_SEA_ARI,ARI,SEA,1,56,263.0,1694,1,17,20,0
2018,4,2018_04_SEA_ARI,SEA,ARI,0,62,331.0,1906,0,20,17,1
2018,4,2018_04_SF_LAC,LAC,SF,1,68,370.0,1946,1,29,27,1
2018,4,2018_04_SF_LAC,SF,LAC,0,59,364.0,1654,2,27,29,0
2018,4,2018_04_TB_CHI,CHI,TB,1,58,483.0,1686,0,48,10,1
2018,4,2018_04_TB_CHI,TB,CHI,0,60,311.0,1914,3,10,48,0
2018,5,2018_05_ARI_SF,ARI,SF,0,49,220.0,1188,0,28,18,1
2018,5,2018_05_ARI_SF,SF,ARI,1,95,447.0,2412,5,18,28,0
2018,5,2018_05_ATL_PIT,ATL,PIT,0,70,324.0,1852,1,17,41,0
2018,5,2018_05_ATL_PIT,PIT,ATL,1,58,381.0,1748,1,41,17,1
2018,5,2018_05_BAL_CLE,BAL,CLE,0,84,410.0,2022,2,9,12,0
2018,5,2018_05_BAL_CLE,CLE,BAL,1,76,416.0,2176,1,12,9,1
2018,5,2018_05_DAL_HOU,DAL,HOU,0,60,292.0,1892,2,16,19,0
2018,5,2018_05_DAL_HOU,HOU,DAL,1,76,462.0,2198,2,19,16,1
2018,5,2018_05_DEN_NYJ,DEN,NYJ,0,73,436.0,1866,1,16,34,0
2018,5,2018_05_DEN_NYJ,NYJ,DEN,1,61,512.0,1734,2,34,16,1
2018,5,2018_05_GB_DET,DET,GB,1,57,264.0,1600,1,31,23,1
2018,5,2018_05_GB_DET,GB,DET,0,78,523.0,2000,2,23,31,0
2018,5,2018_05_IND_NE,IND,NE,0,81,439.0,1946,3,24,38,0
2018,5,2018_05_IND_NE,NE,IND,1,67,438.0,1654,2,38,24,1
2018,5,2018_05_JAX_KC,JAX,KC,0,83,502.0,1637,5,14,30,0
2018,5,2018_05_JAX_KC,KC,JAX,1,69,424.0,2038,2,30,14,1
2018,5,2018_05_LA_SEA,LA,SEA,0,63,468.0,1770,2,33,31,1
2018,5,2018_05_LA_SEA,SEA,LA,1,55,373.0,1830,0,31,33,0
2018,5,2018_05_MIA_CIN,CIN,MIA,1,58,332.0,1835,1,27,17,1
2018,5,2018_05_MIA_CIN,MIA,CIN,0,60,297.0,1765,3,17,27,0
2018,5,2018_05_MIN_PHI,MIN,PHI,0,61,375.0,1967,1,23,21,1
2018,5,2018_05_MIN_PHI,PHI,MIN,1,56,366.0,1633,2,21,23,0
2018,5,2018_05_NYG_CAR,CAR,NYG,1,67,350.0,2127,3,33,31,1
2018,5,2018_05_NYG_CAR,NYG,CAR,0,55,434.0,1473,2,31,33,0
2018,5,2018_05_OAK_LAC,LAC,LV,1,59,412.0,2080,0,26,10,1
2018,5,2018_05_OAK_LAC,LV,LAC,0,49,289.0,1520,2,10,26,0
2018,5,2018_05_TEN_BUF,BUF,TEN,1,64,223.0,2029,1,13,12,1
2018,5,2018_05_TEN_BUF,TEN,BUF,0,53,221.0,1571,3,12,13,0
2018,5,2018_05_WAS_NO,NO,WAS,1,64,447.0,1997,1,43,19,1
2018,5,2018_05_WAS_NO,WAS,NO,0,61,283.0,1603,2,19,43,0
2018,6,2018_06_ARI_MIN,ARI,MIN,0,55,268.0,1538,2,17,27,0
2018,6,2018_06_ARI_MIN,MIN,ARI,1,70,411.0,2062,2,27,17,1
2018,6,2018_06_BAL_TEN,BAL,TEN,0,72,361.0,2254,1,21,0,1
2018,6,2018_06_BAL_TEN,TEN,BAL,1,40,106.0,1346,0,0,21,0
2018,6,2018_06_BUF_HOU,BUF,HOU,0,58,229.0,1980,2,13,20,0
2018,6,2018_06_BUF_HOU,HOU,BUF,1,57,216.0,1620,4,20,13,1
2018,6,2018_06_CAR_WAS,CAR,WAS,0,60,352.0,1476,2,17,23,0
2018,6,2018_06_CAR_WAS,WAS,CAR,1,67,288.0,2124,1,23,17,1
2018,6,2018_06_CHI_MIA,CHI,MIA,0,64,467.0,2005,3,28,31,0
2018,6,2018_06_CHI_MIA,MIA,CHI,1,76,543.0,2195,3,31,28,1
2018,6,2018_06_IND_NYJ,IND,NYJ,0,66,428.0,1378,4,34,42,0
2018,6,2018_06_IND_NYJ,NYJ,IND,1,68,374.0,2222,2,42,34,1
2018,6,2018_06_JAX_DAL,DAL,JAX,1,72,378.0,2330,0,40,7,1
2018,6,2018_06_JAX_DAL,JAX,DAL,0,47,204.0,1270,2,7,40,0
2018,6,2018_06_KC_NE,KC,NE,0,53,446.0,1431,2,40,43,0
2018,6,2018_06_KC_NE,NE,KC,1,75,500.0,2169,1,43,40,1
2018,6,2018_06_LAC_CLE,CLE,LAC,1,73,319.0,1703,2,14,38,0
2018,6,2018_06_LAC_CLE,LAC,CLE,0,58,449.0,1897,1,38,14,1
2018,6,2018_06_LA_DEN,DEN,LA,1,60,357.0,1490,1,20,23,0
2018,6,2018_06_LA_DEN,LA,DEN,0,72,444.0,2110,1,23,20,1
2018,6,2018_06_PHI_NYG,NYG,PHI,1,64,401.0,1650,1,13,34,0
2018,6,2018_06_PHI_NYG,PHI,NYG,0,68,379.0,1950,0,34,13,1
2018,6,2018_06_PIT_CIN,CIN,PIT,1,58,275.0,1504,0,21,28,0
2018,6,2018_06_PIT_CIN,PIT,CIN,0,68,483.0,2096,0,28,21,1
2018,6,2018_06_SEA_OAK,LV,SEA,1,56,185.0,1714,2,3,27,0
2018,6,2018_06_SEA_OAK,SEA,LV,0,61,369.0,1886,1,27,3,1
2018,6,2018_06_SF_GB,GB,SF,1,70,521.0,1868,0,33,30,1
2018,6,2018_06_SF_GB,SF,GB,0,55,401.0,1732,3,30,33,0
2018,6,2018_06_TB_ATL,ATL,TB,1,64,417.0,1899,0,34,29,1
2018,6,2018_06_TB_ATL,TB,ATL,0,64,510.0,1701,2,29,34,0
2018,7,2018_07_BUF_IND,BUF,IND,0,55,303.0,1601,5,5,37,0
2018,7,2018_07_BUF_IND,IND,BUF,1,61,378.0,1999,0,37,5,1
2018,7,2018_07_CAR_PHI,CAR,PHI,0,59,373.0,1483,0,21,17,1
2018,7,2018_07_CAR_PHI,PHI,CAR,1,65,342.0,2117,1,17,21,0
2018,7,2018_07_CIN_KC,CIN,KC,0,54,239.0,1577,1,10,45,0
2018,7,2018_07_CIN_KC,KC,CIN,1,70,551.0,2023,1,45,10,1
2018,7,2018_07_CLE_TB,CLE,TB,0,62,305.0,1827,0,23,26,0
2018,7,2018_07_CLE_TB,TB,CLE,1,88,456.0,2263,5,26,23,1
2018,7,2018_07_DAL_WAS,DAL,WAS,0,61,323.0,1745,2,17,20,0
2018,7,2018_07_DAL_WAS,WAS,DAL,1,58,305.0,1855,0,20,17,1
2018,7,2018_07_DEN_ARI,ARI,DEN,1,66,223.0,1751,5,10,45,0
2018,7,2018_07_DEN_ARI,DEN,ARI,0,55,309.0,1849,1,45,10,1
2018,7,2018_07_DET_MIA,DET,MIA,0,59,457.0,2019,0,32,21,1
2018,7,2018_07_DET_MIA,MIA,DET,1,54,322.0,1581,0,21,32,0
2018,7,2018_07_HOU_JAX,HOU,JAX,0,62,272.0,1775,0,20,7,1
2018,7,2018_07_HOU_JAX,JAX,HOU,1,68,259.0,1825,3,7,20,0
2018,7,2018_07_LA_SF,LA,SF,0,61,339.0,1971,0,39,10,1
2018,7,2018_07_LA_SF,SF,LA,1,58,228.0,1629,4,10,39,0
2018,7,2018_07_MIN_NYJ,MIN,NYJ,0,65,316.0,1931,0,37,17,1
2018,7,2018_07_MIN_NYJ,NYJ,MIN,1,69,263.0,1669,4,17,37,0
2018,7,2018_07_NE_CHI,CHI,NE,1,77,453.0,1809,2,31,38,0
2018,7,2018_07_NE_CHI,NE,CHI,0,64,381.0,1791,3,38,31,1
2018,7,2018_07_NO_BAL,BAL,NO,1,64,351.0,1589,0,23,24,0
2018,7,2018_07_NO_BAL,NO,BAL,0,70,339.0,2011,1,24,23,1
2018,7,2018_07_NYG_ATL,ATL,NYG,1,62,423.0,1937,1,23,20,1
2018,7,2018_07_NYG_ATL,NYG,ATL,0,64,435.0,1663,0,20,23,0
2018,7,2018_07_TEN_LAC,LAC,TEN,1,44,344.0,1477,0,20,19,1
2018,7,2018_07_TEN_LAC,TEN,LAC,0,68,390.0,2123,1,19,20,0
2018,8,2018_08_BAL_CAR,BAL,CAR,0,64,325.0,1559,3,21,36,0
2018,8,2018_08_BAL_CAR,CAR,BAL,1,64,386.0,2041,0,36,21,1
2018,8,2018_08_CLE_PIT,CLE,PIT,0,60,237.0,1668,1,18,33,0
2018,8,2018_08_CLE_PIT,PIT,CLE,1,68,421.0,2095,2,33,18,1
2018,8,2018_08_DEN_KC,DEN,KC,0,70,411.0,1961,2,23,30,0
2018,8,2018_08_DEN_KC,KC,DEN,1,54,340.0,1639,1,30,23,1
2018,8,2018_08_GB_LA,GB,LA,0,52,359.0,1550,1,27,29,0
2018,8,2018_08_GB_LA,LA,GB,1,77,418.0,2050,0,29,27,1
2018,8,2018_08_IND_OAK,IND,LV,0,72,463.0,2190,0,42,28,1
2018,8,2018_08_IND_OAK,LV,IND,1,47,347.0,1410,1,28,42,0
2018,8,2018_08_MIA_HOU,HOU,MIA,1,55,427.0,1731,0,42,23,1
2018,8,2018_08_MIA_HOU,MIA,HOU,0,65,370.0,1869,1,23,42,0
